S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,59,3083456,PRIYABRATA ROUT,16-Sep-2025 01:24 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,60,3075774,PRIYADARSHNEE SAMANTARAY,11-Sep-2025 12:28 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,61,3082141,PRIYANKA MISTRY,15-Sep-2025 06:12 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,62,3077027,RAJENDRA PRASAD PATTANAYAK,12-Sep-2025 10:14 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,63,3072698,RAJESH KUMAR PATRO,09-Sep-2025 08:07 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,64,3074781,RAJESH MAHAJAN,10-Sep-2025 06:41 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,65,3083032,Rajib Lochan Behera,16-Sep-2025 12:15 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,66,3075531,RAJ KUMAR DHALI,16-Sep-2025 02:50 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,67,3082245,Raj Kumar Sahu,15-Sep-2025 07:04 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,68,3083618,RAJU CHAKRABARTY,16-Sep-2025 03:04 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,69,3082538,RAKESH KUMAR BAIN,15-Sep-2025 09:23 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,70,3073731,RAKESH KUMAR PATRO,15-Sep-2025 06:40 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,71,3077917,RAMESH BARAI,16-Sep-2025 11:08 AM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,72,3082871,RATAN BANIK,16-Sep-2025 10:13 AM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,73,3078856,RATAN BISHWAS,16-Sep-2025 03:36 AM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,74,3080734,SADANANDA BISWAS,15-Sep-2025 12:11 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,75,3082898,SAMIRA KUMAR NAYAK,16-Sep-2025 10:44 AM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,76,3083126,SANDIP KUMAR LENKA,16-Sep-2025 01:40 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,77,3083763,SANGRAMKISHOR MALLICK,16-Sep-2025 02:53 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,78,3070546,Sasikanta Gouda,16-Sep-2025 03:33 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,79,3083885,Saumya Ranjan Muduli,16-Sep-2025 04:44 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,80,3077555,SHIBAM HALDAR,12-Sep-2025 01:56 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,81,3077001,SHIULI MANDAL,11-Sep-2025 10:41 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,82,3081902,Simanchal Sabat,15-Sep-2025 04:41 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,83,3082087,SMB CONSTRUCTION PRIVATE LIMITED,15-Sep-2025 06:55 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,84,3081187,SRI DINESH PADHIARY,16-Sep-2025 02:34 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,85,3082445,SRI. KRISHNA CHANDRA MANDAL,15-Sep-2025 08:14 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,86,3078920,Sri. Sambhu Bakchi,13-Sep-2025 07:11 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,87,3079141,SRI SANJAY SARKAR,16-Sep-2025 09:43 AM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,88,3079493,Subham Surana,15-Sep-2025 11:01 AM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,89,3065279,SUJAN MANDAL,11-Sep-2025 12:20 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,90,3078307,Sukantha Mandal,13-Sep-2025 11:17 AM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,91,3083831,SUMIT KUMAR CHOUDHURY,16-Sep-2025 04:41 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,92,3080090,Suraj Haldar,14-Sep-2025 08:25 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,93,3075292,SURAJ KUMAR DAS,11-Sep-2025 12:24 AM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,94,3077073,SUSANTA KUMAR SAHOO,13-Sep-2025 06:18 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,95,3083378,SUSHRITA MISHRA,16-Sep-2025 03:51 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,96,3079916,SWATI PRADHAN,14-Sep-2025 06:31 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,97,3079341,Tapas Kumar Sahoo,14-Sep-2025 12:07 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,18-Dec-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
