S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3111677,ANKIT KUMAR AGRAWAL,08-Oct-2025 07:53 AM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3116771,ANKUSH PRASAD HOTA,08-Oct-2025 03:37 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3116162,ANNAPURNA SUPPLIERS,08-Oct-2025 05:02 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3111020,ANURAG PUROHIT,05-Oct-2025 04:09 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3116517,ASHISH CHANDRA TANDI,08-Oct-2025 02:25 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3112857,ASHISH KUMAR BEHERA,06-Oct-2025 06:18 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3115364,ASHRAF ROSE,08-Oct-2025 11:58 AM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3101310,ATUL KUMAR JAIN,26-Sep-2025 10:45 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3103016,AVASH PANIGRAHI,03-Oct-2025 07:03 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3108294,Balbeer Singh Bains,06-Oct-2025 03:16 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3112167,BANAMALI SAHU,06-Oct-2025 01:05 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3115243,BASUDEV HOTA,07-Oct-2025 11:04 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3115662,BASUDEV PANIGRAHI,08-Oct-2025 11:01 AM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3117019,BEDA BYASA NAG,08-Oct-2025 04:49 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3115579,Bhawani Sankar Harpal,08-Oct-2025 12:20 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3116432,BIBEKA NANDA MISHRA,08-Oct-2025 01:55 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3112610,BIEKANANDA GUPTA,08-Oct-2025 04:21 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,3116519,BIJAYA KUMBHAR,08-Oct-2025 03:13 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,3097335,BIKASH KUMAR JAIN,26-Sep-2025 02:45 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,3115132,BIMAL JAIN,08-Oct-2025 08:32 AM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,3116261,BISHNUDUTTA MISHRA,08-Oct-2025 01:36 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,3115872,BISWAMITRA SAHU,08-Oct-2025 04:33 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3116546,BISWANATH NAIK,08-Oct-2025 02:24 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,3115867,BISWA RANJAN PUJARI,08-Oct-2025 04:57 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3116952,B. K. Construction Co.,08-Oct-2025 04:05 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3116191,CHAITANYA MAJHI,08-Oct-2025 01:12 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,3115146,Chanchal Mahapatra,07-Oct-2025 10:03 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,3116889,CHANDA KUMAR PANDA,08-Oct-2025 03:53 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,3117212,CHITRA SEN PRADHAN,08-Oct-2025 05:22 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,3115448,DEBABRATA BRAHMA,08-Oct-2025 08:50 AM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,3115105,Debasish Sahu,07-Oct-2025 09:19 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,3104385,DEEPAK KUMAR AGRAWAL,01-Oct-2025 01:24 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,3114994,DEEPAK RANJAN DASH,07-Oct-2025 08:12 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,3109118,DEEPANJALI BEHERA,04-Oct-2025 01:11 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,3114990,DURGA PRASAD GUPTA,08-Oct-2025 08:55 AM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,3111347,ER. MOHIT KUMAR JAIN,05-Oct-2025 07:53 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,3108827,GANARAM MAHALA,04-Oct-2025 11:41 AM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,3116369,GITANJALI MEHER,08-Oct-2025 01:47 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,3116337,Gobardhan Panda,08-Oct-2025 01:31 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,3115728,GOURI CHOUDHURY,08-Oct-2025 03:36 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,3114625,Hemraj Jain,07-Oct-2025 05:49 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,3116185,HIMANSU SEKHAR PADHI,08-Oct-2025 03:09 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,3115846,HITESH KUMAR SHARMA,08-Oct-2025 04:31 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,3117119,ISWAR CHANDRA MEHER,08-Oct-2025 05:02 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,3101599,JADUMANI MEHER,27-Sep-2025 05:41 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,3105680,JAI BAJRANGBALI INFRA,02-Oct-2025 04:12 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,3116886,Janmesh Kumar Tripathy,08-Oct-2025 04:00 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,3094572,JAYAKISHAN PATTNAIK,01-Oct-2025 06:08 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,3115589,JAYANTA KUMAR LENKA,08-Oct-2025 10:19 AM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,3116319,JAY PRAKASH SHARMA,08-Oct-2025 04:41 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,3114813,JITENDRA DAS,07-Oct-2025 07:16 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,3105980,Jitendra Kumar Naik,03-Oct-2025 01:32 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,3110952,JYOTI PRAKASH PANIGRAHI,05-Oct-2025 04:29 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
