Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
,,,,,,,,,,,,,11,3124276,DILLIP KUMAR BEHURA,12-Oct-2025 03:55 PM,Rejected-Finance,Unsuccessful in transparent lottery,06-Dec-2025 07:17 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,12,3127565,Dipankar Kirtania,14-Oct-2025 01:53 PM,Accepted-AOC,Owned the work through Transparent lottery held on 30.10.2025.,16-Dec-2025 07:08 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,13,3123458,KAMALESH DAS,11-Oct-2025 05:46 PM,Rejected-Finance,Unsuccessful in transparent lottery,06-Dec-2025 07:17 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,14,3122848,Malina Rari,11-Oct-2025 04:04 PM,Rejected-Finance,Unsuccessful in transparent lottery,06-Dec-2025 07:17 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,15,3124237,MANISHA MANDAL,14-Oct-2025 09:19 AM,Rejected-Finance,Unsuccessful in transparent lottery,06-Dec-2025 07:17 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,16,3125202,Mrutyunjay Choudhury,14-Oct-2025 02:15 PM,Rejected-Finance,Unsuccessful in transparent lottery,06-Dec-2025 07:17 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,17,3122924,NITAI CHANDRA BISWAS,14-Oct-2025 03:39 PM,Rejected-Finance,Unsuccessful in transparent lottery,06-Dec-2025 07:17 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,18,3120724,PAPU BACHHAR,11-Oct-2025 01:57 PM,Rejected-Finance,Unsuccessful in transparent lottery,06-Dec-2025 07:17 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,19,3126705,PRAHALLAD DAS,13-Oct-2025 07:23 PM,Rejected-Finance,Unsuccessful in transparent lottery,06-Dec-2025 07:17 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,20,3127075,PRAVASINI PRADHAN,14-Oct-2025 08:42 AM,Rejected-Finance,Unsuccessful in transparent lottery,06-Dec-2025 07:17 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,21,3111234,RABIN MANDAL,05-Oct-2025 08:02 PM,Rejected-Finance,Unsuccessful in transparent lottery,06-Dec-2025 07:17 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,22,3112184,Rahel Dev Mondal,06-Oct-2025 07:26 PM,Rejected-Finance,Unsuccessful in transparent lottery,06-Dec-2025 07:17 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,23,3126299,Ram Prasad Bhadra,14-Oct-2025 12:08 PM,Rejected-Finance,Unsuccessful in transparent lottery,06-Dec-2025 07:17 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,24,3127251,Ratan Mandal,14-Oct-2025 11:11 AM,Rejected-Finance,Unsuccessful in transparent lottery,06-Dec-2025 07:17 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,25,3126769,SAMARENDRA JENA,13-Oct-2025 08:17 PM,Rejected-Finance,Unsuccessful in transparent lottery,06-Dec-2025 07:17 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,26,3126928,Samir Kumar Bisoyi,13-Oct-2025 10:03 PM,Rejected-Finance,Unsuccessful in transparent lottery,06-Dec-2025 07:17 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,27,3126726,SANJAY MAJUMADR,13-Oct-2025 08:36 PM,Rejected-Finance,Unsuccessful in transparent lottery,06-Dec-2025 07:17 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,28,3127057,SANTANA DHALI,14-Oct-2025 10:28 AM,Rejected-Finance,Unsuccessful in transparent lottery,06-Dec-2025 07:17 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,29,3122900,SUBHAM MANDAL,11-Oct-2025 10:37 AM,Rejected-Finance,Unsuccessful in transparent lottery,06-Dec-2025 07:17 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,30,3125512,SUJALA MAJUMDAR,14-Oct-2025 02:29 PM,Rejected-Finance,Unsuccessful in transparent lottery,06-Dec-2025 07:17 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,31,3127349,SUKUMAR MANDAL,14-Oct-2025 11:48 AM,Rejected-Finance,Unsuccessful in transparent lottery,06-Dec-2025 07:17 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,32,3123918,Swapana Ray,12-Oct-2025 10:22 AM,Rejected-Finance,Unsuccessful in transparent lottery,06-Dec-2025 07:17 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,33,3127152,Swetaleena Mohanty,14-Oct-2025 10:18 AM,Rejected-Finance,Unsuccessful in transparent lottery,06-Dec-2025 07:17 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
