S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3116989,BISWARANJAN PATTANAYAK,08-Oct-2025 04:13 PM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3132013,DEBAHARI BEHERA,17-Oct-2025 09:53 AM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3120803,DEBASISH MOHANTY,15-Oct-2025 04:48 PM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3134125,DEEPAK KUMAR PATRA,18-Oct-2025 12:25 PM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3134950,FIDELSYS DEVELOPERS PRIVATE LIMITED,18-Oct-2025 05:18 PM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3130463,IPSITA PATTNAIK,16-Oct-2025 06:42 AM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3133118,KAILASH CHANDRA PANDA,17-Oct-2025 06:42 PM,Accepted-AOC,Accepted,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3133907,KAMAKHYAPRASAD NAIK,18-Oct-2025 11:22 AM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3133736,Kartikeswar Sahu,18-Oct-2025 09:46 AM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3130218,MANAS RANJAN BEHERA,15-Oct-2025 10:09 PM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3126986,M/S HARI SANKAR SUBUDHI,14-Oct-2025 01:40 PM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3134091,MUKESH PATRA,18-Oct-2025 12:16 PM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3132669,NIRANJAN RAI,17-Oct-2025 03:05 PM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3117106,PADMA NAVA RANA,08-Oct-2025 09:40 PM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3130930,PRABIN KUMAR JENA,16-Oct-2025 01:00 PM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3133050,PRADEEP KUMAR CHOUDHURY,17-Oct-2025 06:12 PM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3133492,RAGHUNATH SAHOO,17-Oct-2025 10:32 PM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,3131770,RAJAT PATTNAIK,16-Oct-2025 09:01 PM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,3129832,RAMADEVI MAHAKUDA,15-Oct-2025 05:59 PM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,3129285,RAMA KRUSHNA PATTNAYAK,15-Oct-2025 01:41 PM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,3133903,RAMESWAR SAHU,18-Oct-2025 11:29 AM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,3132456,ROJALINI NAYAK,17-Oct-2025 01:30 PM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3132277,Sabyasachi Pala,17-Oct-2025 12:37 PM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,3134760,SAMEER KUMAR MAHAKUD,18-Oct-2025 03:47 PM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3133869,Samira Kumar Panigrahy,18-Oct-2025 11:13 AM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3117344,Sanjeeb karna,08-Oct-2025 09:19 PM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,3134089,Santosh Kumar Panda,18-Oct-2025 01:19 PM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,3133220,SANTOSH KUMAR SABAT,17-Oct-2025 07:31 PM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,3131817,SAROJ KUMAR MISHRA,16-Oct-2025 09:25 PM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,3133664,SIBACHIDANANDA BEHERA,18-Oct-2025 02:41 AM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,3134582,SIDHARTHA KUMAR PANDA,18-Oct-2025 02:38 PM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,3134691,SILU DASH,18-Oct-2025 03:24 PM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,3131751,SMITARANI PRADHAN,16-Oct-2025 08:47 PM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,3133627,Sri Ajit Kumar Behera,18-Oct-2025 02:04 AM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,3122715,Sri Bijaya Kumar Bhatta,15-Oct-2025 10:52 AM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,3131846,SRI KRUSHNA PRASAD BHOKTA,16-Oct-2025 09:39 PM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,3119083,SRI SANTOSH KUMAR BEHERA,10-Oct-2025 09:11 PM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,3134146,SRITAM MOHANTY,18-Oct-2025 12:36 PM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,3132549,Subham Mahapatra,17-Oct-2025 05:43 PM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,3133673,SUBRAT KUMAR SAHU,18-Oct-2025 02:49 AM,Rejected-Technical,Not Qualified,01-Nov-2025 04:30 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,3127341,Sudhansu Sahu,14-Oct-2025 12:26 PM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,3124693,SUMANTA KUMAR MALLICK,15-Oct-2025 02:50 PM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,3133097,Sunil Kumar Panda,17-Oct-2025 06:48 PM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,3133048,Surya Narayan Dalabehera,17-Oct-2025 06:05 PM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,3132503,TARAKANTA GURU,17-Oct-2025 01:45 PM,Rejected-AOC,Rejected,01-Dec-2025 08:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
