Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,11,3159035,HARE KRUSHNASABAR,27-Oct-2025 01:40 PM,Rejected-AOC,UNSUCESSFUL,20-Dec-2025 04:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,12,3150529,HARE PRASAD MEHER,25-Oct-2025 11:16 AM,Rejected-AOC,UNSUCESSFUL,20-Dec-2025 04:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,13,3157378,HEMAKANTI BEHERA,27-Oct-2025 11:59 AM,Rejected-AOC,UNSUCESSFUL,20-Dec-2025 04:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,14,3159574,HERAMBA MEHER,27-Oct-2025 03:13 PM,Rejected-AOC,UNSUCESSFUL,20-Dec-2025 04:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,15,3148035,Karunakar Majhi,24-Oct-2025 12:23 PM,Rejected-AOC,UNSUCESSFUL,20-Dec-2025 04:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,16,3158923,LALBANKA BIHARI SETH,27-Oct-2025 01:29 PM,Rejected-AOC,UNSUCESSFUL,20-Dec-2025 04:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,17,3150507,MAHAMAI CONSTRUCTION,25-Oct-2025 11:15 AM,Rejected-AOC,UNSUCESSFUL,20-Dec-2025 04:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,18,3151272,MAHENDRA PRASAD AGRAWAL,25-Oct-2025 05:38 PM,Rejected-AOC,UNSUCESSFUL,20-Dec-2025 04:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,19,3158507,Makardhwaj Sahu,27-Oct-2025 12:39 PM,Rejected-AOC,UNSUCESSFUL,20-Dec-2025 04:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,20,3150446,MAMATA KUMBHAR,27-Oct-2025 08:58 AM,Rejected-AOC,UNSUCESSFUL,20-Dec-2025 04:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,21,3158873,MANISHA LAKHMANIA,27-Oct-2025 01:20 PM,Rejected-AOC,UNSUCESSFUL,20-Dec-2025 04:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,22,3156087,Masim Mohammad,26-Oct-2025 08:50 PM,Rejected-AOC,UNSUCESSFUL,20-Dec-2025 04:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,23,3152594,NAMITA MEHER,25-Oct-2025 08:18 PM,Rejected-AOC,UNSUCESSFUL,20-Dec-2025 04:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,24,3149202,PADMANAVA NAIK,24-Oct-2025 06:08 PM,Rejected-AOC,UNSUCESSFUL,20-Dec-2025 04:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,25,3135609,RAJESWARI SINGHBABU,23-Oct-2025 08:50 PM,Accepted-AOC,L1 BY LOTTERY,20-Dec-2025 04:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,26,3156643,RAJIB KUMAR HOTA,27-Oct-2025 01:09 AM,Rejected-AOC,UNSUCESSFUL,20-Dec-2025 04:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,27,3159982,RAMESH CHANDRA PRADHAN,27-Oct-2025 03:56 PM,Rejected-AOC,UNSUCESSFUL,20-Dec-2025 04:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,28,3148236,RAMULAL AGRAWAL,24-Oct-2025 01:01 PM,Rejected-AOC,UNSUCESSFUL,20-Dec-2025 04:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,29,3148099,RITA PANDA,26-Oct-2025 12:22 AM,Rejected-AOC,UNSUCESSFUL,20-Dec-2025 04:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,30,3158491,SANTANU KUMAR PANDA,27-Oct-2025 04:21 PM,Rejected-AOC,UNSUCESSFUL,20-Dec-2025 04:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,31,3157522,SAROJ KUMAR PANDA,27-Oct-2025 02:01 PM,Rejected-AOC,UNSUCESSFUL,20-Dec-2025 04:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,32,3156614,SEEMA AGRAWAL,26-Oct-2025 11:03 PM,Rejected-AOC,UNSUCESSFUL,20-Dec-2025 04:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,33,3155194,SIMA BEHERA,26-Oct-2025 06:41 PM,Rejected-AOC,UNSUCESSFUL,20-Dec-2025 04:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,34,3155043,YOGESH AGRAWAL,26-Oct-2025 06:08 PM,Rejected-Finance,Due to wrong name mentioned in BOQ,27-Nov-2025 02:31 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
