Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,3141272,DURMAN MUDULI (S.T),21-Oct-2025 09:54 PM,Rejected-AOC,Not Qualified,10-Dec-2025 05:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,3142751,KASPATI LAKAYE,22-Oct-2025 02:38 PM,Rejected-AOC,Not Qualified,10-Dec-2025 05:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,3133943,KASSIS KHEMUNDU,21-Oct-2025 01:37 PM,Rejected-AOC,Not Qualified,10-Dec-2025 05:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,3130263,LALITENDU TRIPATHY,16-Oct-2025 09:56 PM,Rejected-AOC,Not Qualified,10-Dec-2025 05:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,15,3141167,LAXMIKANTA BIDIKA,21-Oct-2025 09:24 PM,Rejected-AOC,Not Qualified,10-Dec-2025 05:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,16,3142655,NARAYAN TANTI,22-Oct-2025 03:47 PM,Rejected-AOC,Not Qualified,10-Dec-2025 05:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,17,3141323,PARTHA SARATHI DASH,22-Oct-2025 06:29 AM,Rejected-AOC,Not Qualified,10-Dec-2025 05:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,18,3132493,PRAMOD KUMAR KHOSLA,22-Oct-2025 12:37 PM,Rejected-AOC,Not Qualified,10-Dec-2025 05:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,19,3143229,PRASANTA MOHARANA,22-Oct-2025 04:02 PM,Rejected-AOC,Not Qualified,10-Dec-2025 05:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,20,3134860,PRATAP SINGH,19-Oct-2025 10:17 AM,Rejected-AOC,Not Qualified,10-Dec-2025 05:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,21,3140614,PURNA KUMAR SAHU,21-Oct-2025 07:06 PM,Rejected-AOC,Not Qualified,10-Dec-2025 05:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,22,3137393,RAMANATH ACHARYA,21-Oct-2025 07:26 PM,Accepted-AOC,Qualified,10-Dec-2025 05:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,23,3142643,RAMESH CHANDRA PATRA,22-Oct-2025 01:30 PM,Rejected-AOC,Not Qualified,10-Dec-2025 05:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,24,3141702,RANJIT KUMAR SATPATHY,22-Oct-2025 02:50 PM,Rejected-AOC,Not Qualified,10-Dec-2025 05:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,25,3123607,SAUMYA SHREE MISHRA,13-Oct-2025 06:54 PM,Rejected-AOC,Not Qualified,10-Dec-2025 05:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,26,3141538,SOUMYASHREE SAHU,22-Oct-2025 07:24 AM,Rejected-AOC,Not Qualified,10-Dec-2025 05:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,27,3142230,Subash Chandra Kirsani,22-Oct-2025 12:45 PM,Rejected-AOC,Not Qualified,10-Dec-2025 05:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,28,3129102,Subhransu sekhar samal,21-Oct-2025 12:29 PM,Rejected-AOC,Not Qualified,10-Dec-2025 05:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,29,3140976,SUBRAT KUMAR PANDA,21-Oct-2025 08:12 PM,Rejected-Technical,Dis qualified,11-Nov-2025 06:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,30,3139907,SUNADHAR KHILLO,21-Oct-2025 02:16 PM,Rejected-AOC,Not Qualified,10-Dec-2025 05:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,31,3143201,TRIPATI KUMAR MAJHI,22-Oct-2025 03:56 PM,Rejected-AOC,Not Qualified,10-Dec-2025 05:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,32,3134587,TRIPATI PRASAD PANDA,22-Oct-2025 11:32 AM,Rejected-AOC,Not Qualified,10-Dec-2025 05:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,33,3140442,Tuna Kandhapan,21-Oct-2025 05:23 PM,Rejected-AOC,Not Qualified,10-Dec-2025 05:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
