EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,3091974,SRI AKSHAY KUMAR ROUT,22-Sep-2025 02:49 PM,Rejected-Finance,Not won in the transparent Lottery,07-Nov-2025 08:21 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,3087844,SRIKANTA KUMAR BASTIA,20-Sep-2025 01:07 PM,Rejected-Finance,Not won in the transparent Lottery,07-Nov-2025 08:21 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,3093765,SUBHASHREE PANDA,22-Sep-2025 11:46 AM,Rejected-Finance,Not won in the transparent Lottery,07-Nov-2025 08:21 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,3076812,SUDHAKAR MALLICK,13-Sep-2025 05:39 PM,Rejected-Finance,Not won in the transparent Lottery,07-Nov-2025 08:21 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,3086974,SUDHIR BHOI,19-Sep-2025 11:05 PM,Rejected-Finance,Not won in the transparent Lottery,07-Nov-2025 08:21 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,3085944,SURESH CHANDRA MISHRA,18-Sep-2025 11:28 AM,Rejected-Finance,Not won in the transparent Lottery,07-Nov-2025 08:21 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,3094880,SURYAKANTA PARIDA,22-Sep-2025 02:53 PM,Rejected-Finance,Not won in the transparent Lottery,07-Nov-2025 08:21 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,3090587,SUSANTA SENAPATI,21-Sep-2025 12:37 PM,Rejected-Finance,Not won in the transparent Lottery,07-Nov-2025 08:21 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,3092249,SUSANT SWAIN,22-Sep-2025 12:39 AM,Rejected-Finance,Not won in the transparent Lottery,07-Nov-2025 08:21 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,3091887,SUSHREE ANARKALI,21-Sep-2025 11:19 AM,Rejected-Finance,Not won in the transparent Lottery,07-Nov-2025 08:21 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,3095195,SWADHIN KUMAR PRADHAN,22-Sep-2025 04:07 PM,Rejected-Finance,Not won in the transparent Lottery,07-Nov-2025 08:21 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,3092968,SWAYAM PRAKASH BEHERA,21-Sep-2025 09:03 PM,Rejected-Finance,Not won in the transparent Lottery,07-Nov-2025 08:21 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,3078943,TATHAGAT DEBASIS MOHANTY,13-Sep-2025 08:43 PM,Rejected-Finance,Not won in the transparent Lottery,07-Nov-2025 08:21 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,3079790,TOFAN PANDIA,19-Sep-2025 02:54 PM,Rejected-Finance,Not won in the transparent Lottery,07-Nov-2025 08:21 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,3086962,ULLASH KUMAR SWAIN,19-Sep-2025 04:00 PM,Rejected-Finance,Not won in the transparent Lottery,07-Nov-2025 08:21 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,3094096,URMILA SAHOO,22-Sep-2025 12:18 PM,Rejected-Finance,Not won in the transparent Lottery,07-Nov-2025 08:21 PM,,,,,,,AOC
