EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3017738,KANHEYALAL AGRAWAL,30-Jul-2025 12:26 PM,Accepted-AOC,L1 BIDDER (AS PER TRANSPARENT LOTTERY),19-Dec-2025 01:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3010761,MITA ENTERPRISES,25-Jul-2025 11:05 AM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,19-Dec-2025 12:57 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3011187,MODERN WINDING AND ELECTRICALS,24-Jul-2025 06:35 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,19-Dec-2025 12:57 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3017617,M/S SOLAMIO AGRO INDIA LLP,30-Jul-2025 11:50 AM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,19-Dec-2025 12:57 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3009853,MUKESH KUMAR UTTARAY,24-Jul-2025 12:41 PM,Rejected-Technical,L2 BIDDER,19-Dec-2025 01:05 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3018120,PADMANAV BEHERA,30-Jul-2025 02:39 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,19-Dec-2025 12:57 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3017983,PRASANT KUMAR MAJHI,30-Jul-2025 01:43 PM,Rejected-Technical,L23 BIDDER,19-Dec-2025 01:05 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3017612,RASMI PRAVA SAHOO,30-Jul-2025 11:50 AM,Rejected-Technical,L21 BIDDER,19-Dec-2025 01:05 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3015604,Sahil Singh,28-Jul-2025 05:42 PM,Rejected-Technical,L8 BIDDER,19-Dec-2025 01:05 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3016698,SAMEER PATTANAIK,29-Jul-2025 03:52 PM,Rejected-Technical,L12 BIDDER,19-Dec-2025 01:05 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3012644,SARBSHREE ENGINEERING AND CONSTRUCTIONS PVT LTD,26-Jul-2025 06:06 PM,Rejected-Technical,L5 BIDDER,19-Dec-2025 01:05 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3011588,SATYABADI BEHERA,26-Jul-2025 07:30 PM,Rejected-Technical,L3 BIDDER,19-Dec-2025 01:05 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3017135,SIMARJINI MISHRA,30-Jul-2025 12:43 PM,Rejected-Technical,L16 BIDDER,19-Dec-2025 01:05 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3015590,SIMRAN SAHOO,28-Jul-2025 05:34 PM,Rejected-Technical,L7 BIDDER,19-Dec-2025 01:05 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3017229,SOHAN AGRAWAL,30-Jul-2025 11:49 AM,Rejected-Technical,L17 BIDDER,19-Dec-2025 01:05 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3017598,Sudarshan Kumar Jain,30-Jul-2025 11:42 AM,Rejected-Technical,L20 BIDDER,19-Dec-2025 01:05 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3015621,SUPRAKASH MOHANTY,29-Jul-2025 07:13 PM,Rejected-Technical,L9 BIDDER,19-Dec-2025 01:05 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,3016887,TARESWAR LENKA,29-Jul-2025 05:06 PM,Rejected-Technical,L14 BIDDER,19-Dec-2025 01:05 PM,AOC
