Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No.1,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,11,3258189,BIKASH RANJAN BABU,28-Nov-2025 02:12 AM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 04:40 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,12,3264994,CHANDAN TANDI,29-Nov-2025 02:55 AM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 04:40 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,13,3262687,DILLIP KUMAR MISHRA,29-Nov-2025 09:57 AM,Accepted-AOC,AOC issued to Sri Mishra,20-Dec-2025 04:40 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,14,3266326,GANESH NAIK,29-Nov-2025 01:45 PM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 04:40 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,15,3263132,GITANJALI MEHER,28-Nov-2025 08:23 PM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 04:40 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,16,3262392,GITANJALI PADHAN,29-Nov-2025 09:12 AM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 04:40 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,17,3266151,HARAPRASAD SAHU,29-Nov-2025 02:20 PM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 04:40 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,18,3266968,HEMANTA KUMAR SAHU,29-Nov-2025 05:00 PM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 04:40 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,19,3264917,Jitendra Kumar Naik,29-Nov-2025 08:22 AM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 04:40 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,20,3264731,Jituraj Naik,29-Nov-2025 02:06 AM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 04:40 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,21,3246926,KANDURU NAIK,27-Nov-2025 08:29 PM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 04:40 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,22,3250033,Kapilash Naik,29-Nov-2025 04:14 AM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 04:40 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,23,3266823,KAPINDRA RANA,29-Nov-2025 04:29 PM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 04:40 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,24,3263075,LALIT KUMAR NAIK,28-Nov-2025 12:45 PM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 04:40 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,25,3259764,LAXMIDHAR CHANDI,29-Nov-2025 10:27 AM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 04:40 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,26,3255285,Madan Nayak,27-Nov-2025 08:46 PM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 04:40 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,27,3261642,MANIKYA JYOTI PANDA,29-Nov-2025 03:45 PM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 04:40 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,28,3260182,NIHAR RANJAN PANDIA,28-Nov-2025 11:04 AM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 04:40 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,29,3243939,NIKITA BEHERA,26-Nov-2025 11:26 PM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 04:40 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,30,3266616,NILACHALA MAHANANDA,29-Nov-2025 04:57 PM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 04:40 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,31,3262519,Omprasad Sahu,29-Nov-2025 10:48 AM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 04:40 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,32,3265522,PRADEEP KUMAR NAIK,29-Nov-2025 11:00 AM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 04:40 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,33,3246465,PRASANNA SETHI,29-Nov-2025 11:56 AM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 04:40 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,34,3266519,PURANDHAR DURGA,29-Nov-2025 03:53 PM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 04:40 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,35,3261624,RAKESH KUMAR CHOUDHURY,29-Nov-2025 12:36 AM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 04:40 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,36,3256801,Sanjaya Kumar Padhan,27-Nov-2025 11:19 AM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 04:40 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,37,3259536,SANJEEB KUMAR AGRAWAL,28-Nov-2025 06:31 PM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 04:40 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,38,3266518,SATISH CHANDRA SAHOO,29-Nov-2025 02:50 PM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 04:40 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,39,3256744,SATYA RANJAN SAHU,29-Nov-2025 05:48 AM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 04:40 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,40,3254046,SITESH KUMAR NAHAK,26-Nov-2025 07:52 PM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 04:40 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,41,3248575,SOURAV KUMAR AGRAWAL,29-Nov-2025 01:27 AM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 04:40 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,42,3254854,TANKADHAR MEHER,27-Nov-2025 02:22 PM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 04:40 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,43,3264934,umang singhal,28-Nov-2025 08:04 PM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 04:40 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,44,3259526,UPAMANYU MAHAKHUD,29-Nov-2025 10:01 AM,Rejected-AOC,Rejected by Lottery,20-Dec-2025 04:40 PM,,,,,,,,,,,,,,,,,,,,,AOC
