Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3178383,CHINTAMANI SAHOO,03-Nov-2025 05:25 PM,Rejected-AOC,.,22-Dec-2025 01:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3186808,DIBYA RANJAN ROUT,05-Nov-2025 10:39 PM,Rejected-AOC,.,22-Dec-2025 01:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3179219,DURYODHAN SAHOO,03-Nov-2025 10:39 PM,Accepted-AOC,Won the bid in lottery process,22-Dec-2025 01:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3186964,GITA RANI SAHOO,06-Nov-2025 11:43 AM,Rejected-AOC,.,22-Dec-2025 01:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3178353,HITESH KUMAR PRUSTY,03-Nov-2025 06:08 PM,Rejected-AOC,.,22-Dec-2025 01:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3185397,HRUDANANDA BARIK,05-Nov-2025 06:07 PM,Rejected-AOC,.,22-Dec-2025 01:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3179387,ISWAR CHANDRA ROUTRAY,04-Nov-2025 10:50 AM,Rejected-AOC,.,22-Dec-2025 01:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3183355,JAGABANDHU JENA,05-Nov-2025 11:05 AM,Rejected-AOC,.,22-Dec-2025 01:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3189851,JYOTSHNARANI JENA,06-Nov-2025 04:11 PM,Rejected-AOC,.,22-Dec-2025 01:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3187845,KAPILA CHARAN MALIK,06-Nov-2025 12:19 PM,Rejected-AOC,.,22-Dec-2025 01:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3184544,LALATENDU NAYAK,05-Nov-2025 02:58 PM,Rejected-AOC,.,22-Dec-2025 01:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3187486,LIMA MANGAL,06-Nov-2025 10:20 AM,Rejected-AOC,.,22-Dec-2025 01:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3189066,MALAY KUMAR ROUT,06-Nov-2025 02:11 PM,Rejected-AOC,.,22-Dec-2025 01:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3186972,Nishikanta Swain,06-Nov-2025 12:34 AM,Rejected-AOC,.,22-Dec-2025 01:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3178791,Piyush Ranjan Dash,03-Nov-2025 06:58 PM,Rejected-AOC,.,22-Dec-2025 01:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3173858,PRAFULLA KUMAR PADHI,02-Nov-2025 11:35 AM,Rejected-AOC,.,22-Dec-2025 01:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3179505,PRAMOD KUMAR PATRA,05-Nov-2025 07:07 PM,Rejected-AOC,.,22-Dec-2025 01:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,28,3170358,PRASANNA KUMAR JENA,01-Nov-2025 05:45 PM,Rejected-AOC,.,22-Dec-2025 01:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,29,3175019,PRASANNA KUMAR SETHY,02-Nov-2025 06:33 PM,Rejected-AOC,.,22-Dec-2025 01:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,30,3182619,PRAVATI SAHOO,04-Nov-2025 11:26 PM,Rejected-AOC,.,22-Dec-2025 01:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,31,3181976,PREMANANDA PANIGRAHI,04-Nov-2025 06:51 PM,Rejected-AOC,.,22-Dec-2025 01:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,32,3178871,PRIYABRATA SAHOO,03-Nov-2025 07:16 PM,Rejected-AOC,.,22-Dec-2025 01:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3186430,RABINDRANATH SETHY,05-Nov-2025 09:01 PM,Rejected-AOC,.,22-Dec-2025 01:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,34,3186639,RAJENDRA CHAKRA,05-Nov-2025 09:50 PM,Rejected-AOC,.,22-Dec-2025 01:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3172305,RASMI RANJAN PATRA,01-Nov-2025 03:02 PM,Rejected-AOC,.,22-Dec-2025 01:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3180938,SABITA MALIK,04-Nov-2025 02:09 PM,Rejected-AOC,.,22-Dec-2025 01:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,37,3176828,SAILABALA BHUYAN,03-Nov-2025 01:39 PM,Rejected-AOC,.,22-Dec-2025 01:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,38,3178927,SANJIP KUMAR SINGH,03-Nov-2025 07:28 PM,Rejected-AOC,.,22-Dec-2025 01:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,39,3186569,SANYASI KUMAR GHADEI,06-Nov-2025 09:33 AM,Rejected-AOC,.,22-Dec-2025 01:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,40,3186851,SHASHIKANTA MOHAPATRA,05-Nov-2025 11:06 PM,Rejected-AOC,.,22-Dec-2025 01:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,41,3181736,SRIKANTA GHADEI,04-Nov-2025 05:46 PM,Rejected-AOC,.,22-Dec-2025 01:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,42,3190018,SUBHAM SHREE SOUMYA RANJAN,06-Nov-2025 04:47 PM,Rejected-AOC,.,22-Dec-2025 01:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,43,3183167,SUBHRARAJ MALLICK,05-Nov-2025 10:08 AM,Rejected-AOC,.,22-Dec-2025 01:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,44,3182137,SURESH KUMAR GHADEI,04-Nov-2025 07:28 PM,Rejected-AOC,.,22-Dec-2025 01:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,45,3189106,SURESH KUMAR JENA,06-Nov-2025 02:21 PM,Rejected-AOC,.,22-Dec-2025 01:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,46,3188669,SURESH KUMAR JENA,06-Nov-2025 01:21 PM,Rejected-AOC,.,22-Dec-2025 01:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,47,3176631,SURYAKANTA SWAIN,03-Nov-2025 11:56 AM,Rejected-AOC,.,22-Dec-2025 01:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,48,3170420,SUSANTA KUMAR BAL,31-Oct-2025 05:56 PM,Rejected-AOC,.,22-Dec-2025 01:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,49,3189755,SWAGAT RANJAN BISWAL,06-Nov-2025 04:12 PM,Rejected-AOC,.,22-Dec-2025 01:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,50,3184366,UDAYA PRASAD GUPTA,05-Nov-2025 02:17 PM,Rejected-AOC,.,22-Dec-2025 01:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
