Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,11,2963425,MADHUSUDAN BEHERA,12-Jun-2025 12:12 PM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 02:06 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,12,2965597,NARAYAN PATTANAYAK,13-Jun-2025 02:17 PM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 02:06 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,13,2957917,NIRANJAN MISHRA,09-Jun-2025 02:57 PM,Accepted-AOC,"L1 bid of Sri NIRANJAN MISHRA selected through transparent lottery system accepted by the S.E., Nimapara Irrigation Division for award of contract.",12-Aug-2025 07:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,14,2960763,NIRANJAN SWAIN,12-Jun-2025 08:36 PM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 02:06 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,15,2951390,PABITRA MOHAN SAHOO,07-Jun-2025 08:30 PM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 02:06 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,16,2965219,PRASANNA KUMAR NAYAK,13-Jun-2025 11:22 AM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 02:06 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,17,2951662,PRATIMA NAYAK,10-Jun-2025 06:43 PM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 02:06 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,18,2950717,ROJALINI ROUT,12-Jun-2025 05:28 PM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 02:06 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,19,2961318,SARADA POWER PROP. SANGEETA PRAVA BARAL,11-Jun-2025 01:29 PM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 02:06 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,20,2959070,SAROJ KUMAR NANDA,10-Jun-2025 11:36 AM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 02:06 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,21,2963816,SAROJ KUMAR SUNDARAY,12-Jun-2025 01:47 PM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 02:06 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,22,2961447,SHYAM SUNDAR MISHRA,11-Jun-2025 01:37 PM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 02:06 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,23,2953067,SUDHAKAR MALLICK,11-Jun-2025 10:04 AM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 02:06 PM,,,,,,,,,,,,,,,,AOC
