Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,60,2901672,M/S SIDHARTH KUMAR SAMAL,30-Apr-2025 12:37 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,61,2901451,MUKESH KUMAR DHANDHANIA,30-Apr-2025 12:19 PM,Rejected-Technical,Did not satisfy as per DTCN,19-Jul-2025 06:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,62,2897755,MUKESH KUMAR SAHOO,28-Apr-2025 12:23 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,63,2901788,Nigamananda Adhikari,30-Apr-2025 12:35 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,64,2901255,NIROJ NALINI PANDA,29-Apr-2025 10:28 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,65,2901642,Papu Mohapatra,30-Apr-2025 11:22 AM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,66,2901900,PRABHAT RANJAN JENA,30-Apr-2025 02:57 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,67,2901439,PRABHUPADA NAYAK,30-Apr-2025 07:19 AM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,68,2901070,PRADEEP KUMAR SAHOO,29-Apr-2025 07:46 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,69,2898911,PRADYUMNA KUMAR MISHRA,28-Apr-2025 08:26 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,70,2902334,PRAGYAN PRADIPTA SAHU,30-Apr-2025 04:00 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,71,2901421,PRAJYOLITA NAYAK,30-Apr-2025 04:36 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,72,2901817,PRATIK KUMAR DAS,30-Apr-2025 12:53 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,73,2902336,PRATIPARNA PARAKRANTA NAYAK,30-Apr-2025 03:39 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,74,2902095,PRAVUKALYAN SAMAL,30-Apr-2025 02:27 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,75,2901378,PRITIRANJAN DAS,30-Apr-2025 01:43 AM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,76,2900050,PRIYARANJAN NAYAK,29-Apr-2025 01:14 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,77,2897846,PRIYA RANJAN PATI,28-Apr-2025 09:06 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,78,2900963,PRUTHI RANJAN NAYAK,29-Apr-2025 06:54 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,79,2895993,RAJESH KUMAR NATH,26-Apr-2025 07:00 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,80,2902204,RAJESH KUMAR PARIDA,30-Apr-2025 03:52 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,81,2901325,RAJ GOPAL BISWAL,29-Apr-2025 11:34 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,82,2901337,RAKESH KUMAR SAHOO,30-Apr-2025 03:05 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,83,2902228,RAMAKRISHNA PAIKARAY,30-Apr-2025 03:28 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,84,2901006,Ramesh Chandra Malik,29-Apr-2025 07:15 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,85,2899790,RASHMIRANJAN NAYAK,29-Apr-2025 12:07 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,86,2900860,RASHMI ROY,29-Apr-2025 05:22 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,87,2898783,RASHMITA DASH,28-Apr-2025 07:14 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,88,2901054,RUDRA NARAYAN TRIPATHY,29-Apr-2025 07:40 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,89,2900099,RUPALI ROY,30-Apr-2025 01:40 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,90,2901309,RUTUPARNA BISWAL,29-Apr-2025 11:16 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,91,2901301,SABYASACHI SAHOO,29-Apr-2025 10:57 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,92,2902236,SAGAR ROUTRAY,30-Apr-2025 04:15 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,93,2888378,SANDEEP KUMAR BHADRA,19-Apr-2025 11:34 AM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,94,2901723,SANDIP ROUT,30-Apr-2025 02:27 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,95,2893092,SANJEEB KUMAR SAHOO,24-Apr-2025 03:05 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,96,2901210,SANJIV BARIK,29-Apr-2025 09:07 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,97,2901983,SANTOSH KUMAR MOHAPATRA,30-Apr-2025 01:40 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,98,2902462,SAROJ PARIDA,30-Apr-2025 04:26 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,99,2900055,Sasikanta Das,29-Apr-2025 02:19 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,100,2895177,SATYABRATA MISHRA,25-Apr-2025 07:57 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,101,2897774,SATYABRATA SAMAL,28-Apr-2025 12:26 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,102,2901935,SATYA RANJAN BALIARSINGH,30-Apr-2025 01:22 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,103,2901041,SATYA SWARUP MOHANTY,29-Apr-2025 07:35 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,104,2900776,Saumitra Ranjan Nayak,29-Apr-2025 04:57 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,105,2896021,SAUMYA RANJAN PANDA,26-Apr-2025 06:46 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,106,2895325,SIDHANTA MOHAKUD,25-Apr-2025 11:22 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,107,2898268,SK ASADULLAH,28-Apr-2025 03:09 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,108,2900945,SMRUTI RANJAN BAL,29-Apr-2025 06:17 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,109,2901235,SMRUTI RANJAN BEURIA,29-Apr-2025 10:30 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,110,2901130,SMRUTI RANJAN PARIDA,29-Apr-2025 08:27 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,111,2902442,SOUMYA RANJAN MOHAPATRA,30-Apr-2025 04:22 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,112,2902025,SOUMYA RANJAN SAMAL,30-Apr-2025 03:51 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,113,2902102,SOURAV PRAKASH NAYAK,30-Apr-2025 02:27 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,114,2900093,SRI BANSHIDHAR PANDA,29-Apr-2025 06:04 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,115,2902410,SRI PRIYADARSHI PRITISH KUMAR SAHOO,30-Apr-2025 04:06 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,116,2894400,SUBHAM NANDA,25-Apr-2025 11:24 AM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,117,2902440,SUBHA SANKET MOHANTY,30-Apr-2025 04:16 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,118,2901676,SUBHA SUNDAR MOHAPATRA,30-Apr-2025 01:35 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,119,2893635,SUDHIR BEHERA,24-Apr-2025 01:44 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,120,2901645,SUDIPTA KUMAR SAMAL,30-Apr-2025 11:21 AM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,121,2900823,SUJITAP BEHERA,29-Apr-2025 05:09 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,122,2894168,SULIPTA SATAPATHY,27-Apr-2025 01:35 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,123,2897766,SUMIT SAURABHA JENA,28-Apr-2025 12:18 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,124,2902080,SURENDRA KUMAR SATAPATHY,30-Apr-2025 03:07 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,125,2901654,SURYA KANTA BEHERA,30-Apr-2025 11:30 AM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,126,2901729,SUSHREE KRISHNA MOHANTY,30-Apr-2025 12:31 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,127,2901775,TAPAN KUMAR JENA,30-Apr-2025 12:33 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,128,2900409,TAPAS BHARATI,30-Apr-2025 02:33 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,129,2899730,TRILOCHAN MAHAPATRA,30-Apr-2025 10:45 AM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
