Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,11,2896171,GITANJALI PADHIARY,28-Apr-2025 08:12 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 09:43 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,12,2893288,HRUSIKESH SWAIN,24-Apr-2025 10:50 AM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 09:43 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,13,2894016,JAGAT JIBAN SARANGI,26-Apr-2025 02:00 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 09:43 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,14,2896712,JYOTI RANJAN SWAIN,29-Apr-2025 06:00 AM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 09:43 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,15,2892629,KAILASH CHANDRA SAHOO,24-Apr-2025 09:19 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 09:43 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,16,2895014,MADHUSMITA DAS,25-Apr-2025 05:34 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 09:43 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,17,2895319,MONALIN PRADHAN,25-Apr-2025 10:39 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 09:43 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,18,2898767,MRUTYUNJAYA DAS,28-Apr-2025 11:33 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 09:43 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,19,2898930,M/S ABHISEK MOHANTY,28-Apr-2025 11:43 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 09:43 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,20,2893777,M/S. SAROJ KUMAR DAS,25-Apr-2025 05:51 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 09:43 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,21,2894438,NAGENDRA JENA,26-Apr-2025 07:04 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 09:43 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,22,2894690,NIBEDITA GURU,28-Apr-2025 10:21 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 09:43 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,23,2892132,NIHARIKA PATTANAIK,24-Apr-2025 10:44 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 09:43 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,24,2896102,NIHAR RANJAN SAHOO,27-Apr-2025 03:54 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 09:43 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,25,2895148,NILAKANTHA DAS,25-Apr-2025 07:59 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 09:43 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,26,2891921,NIRUPAMA BEHERA,22-Apr-2025 07:33 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 09:43 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,27,2895012,PABITRA KUMAR CHANDUA,25-Apr-2025 05:32 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 09:43 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,28,2897336,PANCHU SAMAL,28-Apr-2025 01:48 AM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 09:43 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,29,2896231,PARESWAR SASMAL,26-Apr-2025 11:20 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 09:43 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,30,2898588,PRABHAT KUMAR BASTIA,28-Apr-2025 05:24 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 09:43 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,31,2890520,PRADEEP KUMAR DAS,23-Apr-2025 04:20 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 09:43 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,32,2890091,PRADIPTA KUMAR SWAIN,21-Apr-2025 01:13 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 09:43 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,33,2898671,PRITAM SWAIN,28-Apr-2025 05:57 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 09:43 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,34,2900445,PRITIKANTA SWAIN,29-Apr-2025 03:07 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 09:43 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,35,2900811,RAHUL NAYAK,29-Apr-2025 05:02 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 09:43 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,36,2899853,RAJAN KUMAR KAR,29-Apr-2025 12:24 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 09:43 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,37,2894990,RAKESH MOHANTY,25-Apr-2025 05:39 PM,Rejected-Technical,Dis-Qualified,19-Jun-2025 09:36 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,38,2899272,RUSHI PRASAD MISHRA,29-Apr-2025 08:52 AM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 09:43 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,39,2895103,SANJEEB KUMAR BISWAL,25-Apr-2025 07:00 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 09:43 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,40,2892828,SASMITA PATRA,23-Apr-2025 06:51 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 09:43 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,41,2893358,SMITARANI BISWAL,28-Apr-2025 02:47 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 09:43 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,42,2900768,SOUMYAJIT MOHAPATRA,29-Apr-2025 04:55 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 09:43 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,43,2895941,SOUMYAKANTI NAYAK,26-Apr-2025 06:13 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 09:43 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,44,2894237,SOUMYA RANJAN SWAIN,25-Apr-2025 09:04 AM,Accepted-AOC,Work order issued in his favour,10-Nov-2025 11:16 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,45,2894194,SUBHASMITA PARIDA,24-Apr-2025 09:26 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 09:43 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,46,2896875,SUNIL SAGAR BISWAL,27-Apr-2025 05:29 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 09:43 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,47,2896359,SUNIL SENAPATI,27-Apr-2025 07:42 AM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 09:43 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,48,2899875,SUSANTA KUMAR SWAIN,29-Apr-2025 12:55 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 09:43 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,49,2893317,SWARNALATA BISWAL,24-Apr-2025 01:10 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 09:43 AM,,,,,,,,,,,,,,,,AOC
