Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,3071411,GOUR CHANDRA SAHU,09-Sep-2025 01:46 PM,Rejected-AOC,Reject in Lottery,14-Nov-2025 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,3071927,GOUTAM SAHU,09-Sep-2025 03:35 PM,Rejected-AOC,Reject in Lottery,14-Nov-2025 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,3066627,HARI KRUSHNA GOUDA,06-Sep-2025 11:52 PM,Accepted-AOC,Win in Lottery,14-Nov-2025 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,3067433,KABITA SAHU,07-Sep-2025 03:42 PM,Rejected-AOC,Reject in Lottery,14-Nov-2025 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,15,3070859,Krushna Chandra Gouda,09-Sep-2025 10:22 AM,Rejected-AOC,Reject in Lottery,14-Nov-2025 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,16,3067009,KRUSHNA CHANDRA SETHI,07-Sep-2025 09:03 PM,Rejected-AOC,Reject in Lottery,14-Nov-2025 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,17,3070914,Kunja Bihari Sahu,09-Sep-2025 10:39 AM,Rejected-AOC,Reject in Lottery,14-Nov-2025 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,18,3071977,MUKESH SIYA,09-Sep-2025 02:44 PM,Rejected-AOC,Reject in Lottery,14-Nov-2025 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,19,3063790,MUNA SETHI,04-Sep-2025 07:34 PM,Rejected-AOC,Reject in Lottery,14-Nov-2025 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,20,3067506,NILANCHAL PRADHNA,07-Sep-2025 04:41 PM,Rejected-AOC,Reject in Lottery,14-Nov-2025 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,21,3069590,PANADAB GOUDA,08-Sep-2025 06:54 PM,Rejected-AOC,Reject in Lottery,14-Nov-2025 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,22,3071995,PARBATI SAHU,09-Sep-2025 02:48 PM,Rejected-AOC,Reject in Lottery,14-Nov-2025 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,23,3071534,PRAMOD KUMAR DASH,09-Sep-2025 02:35 PM,Rejected-AOC,Reject in Lottery,14-Nov-2025 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,24,3066484,PRATAP CHANDRA SAHU,06-Sep-2025 07:44 PM,Rejected-AOC,Reject in Lottery,14-Nov-2025 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,25,3070847,PRATIVA KUMARI PANDA,09-Sep-2025 11:04 AM,Rejected-AOC,Reject in Lottery,14-Nov-2025 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,26,3068941,PURNA CHANDRA SAHU,08-Sep-2025 03:00 PM,Rejected-AOC,Reject in Lottery,14-Nov-2025 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,27,3070368,RANJITA KUMARI SAHU,09-Sep-2025 09:32 AM,Rejected-AOC,Reject in Lottery,14-Nov-2025 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,28,3070300,Rashmita Panda,08-Sep-2025 09:00 PM,Rejected-AOC,Reject in Lottery,14-Nov-2025 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,29,3065300,Rohita Kumar Bisoyi,07-Sep-2025 08:05 AM,Rejected-AOC,Reject in Lottery,14-Nov-2025 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,30,3068552,Sangita Kumari Pradhan,09-Sep-2025 12:55 PM,Rejected-AOC,Reject in Lottery,14-Nov-2025 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,31,3070950,SANTOSH KUMAR PADHAN,09-Sep-2025 10:47 AM,Rejected-AOC,Reject in Lottery,14-Nov-2025 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,32,3067899,Sarada Patro,09-Sep-2025 09:52 AM,Rejected-AOC,Reject in Lottery,14-Nov-2025 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,33,3066202,SATARU NAGESWAR PRADHAN,06-Sep-2025 05:18 PM,Rejected-AOC,Reject in Lottery,14-Nov-2025 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,34,3065994,Simadri Sethi,06-Sep-2025 03:56 PM,Rejected-AOC,Reject in Lottery,14-Nov-2025 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,35,3072147,Siva Sankar Sahu,09-Sep-2025 03:39 PM,Rejected-AOC,Reject in Lottery,14-Nov-2025 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,36,3072092,Sugyani Patro,09-Sep-2025 03:17 PM,Rejected-AOC,Reject in Lottery,14-Nov-2025 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,37,3064569,TIRUMAYA PANIGRAHY,06-Sep-2025 11:51 AM,Rejected-AOC,Reject in Lottery,14-Nov-2025 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,38,3067444,TOPHAN SAHU,07-Sep-2025 03:49 PM,Rejected-AOC,Reject in Lottery,14-Nov-2025 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
