S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3052451,BINAYAK PARIDA,28-Aug-2025 01:13 PM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3048852,BISHNUPRASAD ROUT,25-Aug-2025 07:33 PM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3047202,BISWAJIT BEHERA,25-Aug-2025 10:39 AM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3045318,CHANDAN SAHOO,28-Aug-2025 11:26 AM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,09-Sep-2025 06:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3043351,CHANDRAKANT MOHANTY,24-Aug-2025 10:15 AM,Accepted-AOC,Successful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3052024,DIBYA RANJAN PRADHAN,28-Aug-2025 11:39 AM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3050891,DILLIP KUMAR NAYAK,27-Aug-2025 10:48 AM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3054713,DIPTI RANJAN RAUTRAY,29-Aug-2025 02:49 PM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3050662,GANGADHAR SATAPATHY,26-Aug-2025 09:10 PM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3049850,GAYATRI PANDA,26-Aug-2025 01:34 PM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3052272,HARAMOHAN MALLICK,28-Aug-2025 12:07 PM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3053819,HRUSIKESH LENKA,29-Aug-2025 11:01 AM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3044317,ISHAQUE KHAN,28-Aug-2025 01:39 PM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3050408,JAYANTI SAHOO,26-Aug-2025 05:48 PM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3050479,JHUNUBALA SAHOO,26-Aug-2025 06:46 PM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3049712,KAILASH KUMAR BHANJA,28-Aug-2025 10:54 PM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3053824,KAMAL LOCHAN PRADHAN,29-Aug-2025 11:09 AM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,28,3049463,KASINATH KAANRA,27-Aug-2025 09:50 AM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,29,3052889,LAXMINARAYAN MAHAPATRA,28-Aug-2025 05:07 PM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,30,3053191,MANAS KUMAR BEHERA,28-Aug-2025 07:10 PM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,31,3050370,MUKTAMAYEE DALEI,26-Aug-2025 05:10 PM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,32,3049635,NARENDRA KUMAR CHOUDHURY,26-Aug-2025 12:31 PM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3050904,PADMANAV MUDULI,27-Aug-2025 11:17 AM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,34,3052157,PRADEEPTA KUMAR CHOUDHURY,28-Aug-2025 11:13 AM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3050922,PRAKASH KUMAR SETHI,27-Aug-2025 11:11 AM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3051990,PRAKASH MOHAPATRA,28-Aug-2025 09:34 PM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,37,3054235,PRAMOD NAYAK,29-Aug-2025 12:40 PM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,38,3052102,RABINDRA KUMAR CHOUDHURY,28-Aug-2025 10:24 AM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,39,3050604,RAJESH KUMAR PANDA,27-Aug-2025 10:12 AM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,40,3054264,Rama Chandra Pradhan,29-Aug-2025 01:00 PM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,41,3054297,RAMESH CHANDRA PRADHAN,29-Aug-2025 12:57 PM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,42,3050655,SAILABALA DAS,27-Aug-2025 11:17 AM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,43,3053506,SANJAYA KUMAR SAMAL,29-Aug-2025 12:46 PM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,44,3048586,SANJEEV KUMAR JENA,25-Aug-2025 05:17 PM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,45,3052547,SANTOSH KUMAR SWAIN,28-Aug-2025 05:29 PM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,46,3052118,SARAT CHANDRA DALEI,28-Aug-2025 10:47 AM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,47,3047444,SAROJ KUMAR PRADHAN,27-Aug-2025 08:38 PM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,48,3045497,SIDHARTHA SANKAR GOUD,23-Aug-2025 01:42 PM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,49,3054009,SISIR KUMAR PRADHAN,29-Aug-2025 04:08 PM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,50,3053768,SOUMYA RANJAN DORA,29-Aug-2025 10:28 AM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,51,3046709,SUBASA CHANDRA SWAIN,25-Aug-2025 07:27 PM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,52,3051744,SUBHASHREE CHOUDHURY,27-Aug-2025 08:52 PM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,53,3054490,SUCHITRA NAYAK,29-Aug-2025 01:35 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,09-Sep-2025 06:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,54,3047345,SUDARSHAN MAHARANA,28-Aug-2025 06:42 AM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,55,3049636,SUNI DALEI,26-Aug-2025 12:32 PM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,56,3050547,SURESH SAHOO,26-Aug-2025 07:30 PM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,57,3053982,SUSANTA KUMAR BISWAL,29-Aug-2025 11:55 AM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,58,3053919,SUSHANTA KUMAR NAYAK,29-Aug-2025 12:22 PM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,59,3052155,SUSHANTI RAUTARAY,28-Aug-2025 11:11 AM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,60,3050041,UPENDRA BEHERA,26-Aug-2025 02:39 PM,Rejected-AOC,Unsuccessful during Transparent Lottery.,11-Nov-2025 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
