S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
,,,,,,,,,,,,,,,11,2812395,DEBASIS BEHURA,12-Feb-2025 12:13 PM,Rejected-Finance,LOSER IN TRANSPARENTLOTTERY,11-Mar-2025 02:43 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,12,2809158,DIPTIREKHA BEHERA,11-Feb-2025 08:58 AM,Rejected-Finance,LOSER IN TRANSPARENTLOTTERY,11-Mar-2025 02:43 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,13,2803302,GOURI SHANKAR SAMAL,07-Feb-2025 08:32 PM,Rejected-Finance,LOSER IN TRANSPARENTLOTTERY,11-Mar-2025 02:43 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,14,2816145,KAMALA KANTA PRADHAN,13-Feb-2025 03:51 PM,Rejected-Finance,LOSER IN TRANSPARENTLOTTERY,11-Mar-2025 02:43 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,15,2807316,MAHENDRA KUMAR BEHURA,10-Feb-2025 02:09 PM,Rejected-Finance,LOSER IN TRANSPARENTLOTTERY,11-Mar-2025 02:43 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,16,2811556,MALAYA KETAN SWAIN,11-Feb-2025 10:51 PM,Accepted-AOC,Successful bidder through transparent lottery.,15-Nov-2025 12:59 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,17,2803461,MANAS RANJAN SWAIN,07-Feb-2025 09:58 PM,Rejected-Finance,LOSER IN TRANSPARENTLOTTERY,11-Mar-2025 02:43 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,18,2814625,M/s YGP Construction,13-Feb-2025 01:05 PM,Rejected-Finance,LOSER IN TRANSPARENTLOTTERY,11-Mar-2025 02:43 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,19,2810272,PRASANTA PADAMBUJA SAMAL,11-Feb-2025 09:37 PM,Rejected-Finance,LOSER IN TRANSPARENTLOTTERY,11-Mar-2025 02:43 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,20,2809052,PRAVAS MOHANTY,10-Feb-2025 11:50 PM,Rejected-Finance,LOSER IN TRANSPARENTLOTTERY,11-Mar-2025 02:43 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,21,2814908,RAKESH BISWAL,13-Feb-2025 10:00 AM,Rejected-Finance,LOSER IN TRANSPARENTLOTTERY,11-Mar-2025 02:43 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,22,2808177,RAKESH KUMAR SAHOO,10-Feb-2025 05:34 PM,Rejected-Finance,LOSER IN TRANSPARENTLOTTERY,11-Mar-2025 02:43 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,23,2814877,RASMI RANJAN SAHOO,13-Feb-2025 09:40 AM,Rejected-Finance,LOSER IN TRANSPARENTLOTTERY,11-Mar-2025 02:43 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,24,2807995,SAMARJIT ROUTRAY,10-Feb-2025 04:37 PM,Rejected-Finance,LOSER IN TRANSPARENTLOTTERY,11-Mar-2025 02:43 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,25,2813030,Sasmita Sethi,12-Feb-2025 01:56 PM,Rejected-Finance,LOSER IN TRANSPARENTLOTTERY,11-Mar-2025 02:43 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,26,2812495,"SHREE AGENCY, Prop BISWAJEET MAJHI",12-Feb-2025 12:12 PM,Rejected-Finance,LOSER IN TRANSPARENTLOTTERY,11-Mar-2025 02:43 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,27,2805416,SOURAV ROUTRAY,09-Feb-2025 02:44 PM,Rejected-Finance,LOSER IN TRANSPARENTLOTTERY,11-Mar-2025 02:43 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,28,2791554,SUMANTA KUMAR SAHOO,31-Jan-2025 02:20 PM,Rejected-Finance,LOSER IN TRANSPARENTLOTTERY,11-Mar-2025 02:43 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,29,2816121,TRILOCHAN BISWAL,13-Feb-2025 03:43 PM,Rejected-Finance,LOSER IN TRANSPARENTLOTTERY,11-Mar-2025 02:43 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
