Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,2911501,BIKRAM SINGH,12-May-2025 02:24 PM,Rejected-Technical,Does not elected in lottery,21-Jun-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,2916714,BISESWAR BEHERA,13-May-2025 07:43 PM,Rejected-Technical,Does not elected in lottery,21-Jun-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,2920585,CHANDAN KUMAR BEHERA,16-May-2025 03:14 PM,Rejected-Technical,Does not elected in lottery,21-Jun-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,2915605,DEBASHIS BARIK,13-May-2025 04:55 PM,Rejected-Technical,Does not elected in lottery,21-Jun-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,15,2907657,DEEPAK PATRA,14-May-2025 02:34 PM,Rejected-Technical,Does not elected in lottery,21-Jun-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,16,2920022,DHANANJAY MASANTA,16-May-2025 08:50 AM,Rejected-Technical,Does not elected in lottery,21-Jun-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,17,2917448,DIBYARANJAN SALANGI,16-May-2025 11:06 AM,Rejected-Technical,Does not elected in lottery,21-Jun-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,18,2919185,DINESH KUMAR PAL,15-May-2025 04:21 PM,Rejected-Technical,Does not elected in lottery,21-Jun-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,19,2915727,DIPIKA RANI SAHU,14-May-2025 12:21 PM,Rejected-Technical,Does not elected in lottery,21-Jun-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,20,2918525,GOPAL CHANDRA DAS,15-May-2025 10:20 AM,Rejected-Technical,Does not elected in lottery,21-Jun-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,21,2919960,JAGANNATH ANDIA,16-May-2025 06:33 AM,Rejected-Technical,Does not elected in lottery,21-Jun-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,22,2910161,JASODARANI SAHU,12-May-2025 07:44 PM,Rejected-Technical,Does not elected in lottery,21-Jun-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,23,2919553,JAYARAM DAS,15-May-2025 07:33 PM,Rejected-Technical,Does not elected in lottery,21-Jun-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,24,2920907,JITENDRA PAL,16-May-2025 02:29 PM,Rejected-Technical,Does not elected in lottery,21-Jun-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,25,2917159,JYOTSNARANI CHOUDHURY,15-May-2025 01:35 AM,Rejected-Technical,Does not elected in lottery,21-Jun-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,26,2913128,Kamalakanta Choudhury,15-May-2025 01:55 PM,Rejected-Technical,Does not elected in lottery,21-Jun-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,27,2917331,MAA JAGADHATRI LCCS LTD,14-May-2025 01:06 PM,Rejected-Technical,Does not elected in lottery,21-Jun-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,28,2917920,MANOJ KUMAR NAYAK,14-May-2025 07:27 PM,Rejected-Technical,Does not elected in lottery,21-Jun-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,29,2917883,MANORANJAN BISWAL,14-May-2025 06:51 PM,Rejected-Technical,Does not elected in lottery,21-Jun-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,30,2920931,MONALISA LENKA,16-May-2025 02:31 PM,Rejected-Technical,Does not elected in lottery,21-Jun-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,31,2921096,Nishikanta Swain,16-May-2025 03:45 PM,Rejected-Technical,Does not elected in lottery,21-Jun-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,32,2918982,PINTU BAITHA(S.C),15-May-2025 11:56 PM,Rejected-Technical,Does not elected in lottery,21-Jun-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,33,2913995,PRADIPTA KISHORE DAS,15-May-2025 07:21 PM,Rejected-Technical,Does not elected in lottery,21-Jun-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,34,2913087,PRASANNA BEHERA,14-May-2025 04:16 PM,Rejected-Technical,Does not elected in lottery,21-Jun-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,35,2919692,RASMITA DAS,15-May-2025 09:28 PM,Rejected-Technical,Does not elected in lottery,21-Jun-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,36,2921015,ROHIT KUMAR SINGH,16-May-2025 03:17 PM,Rejected-Technical,Does not elected in lottery,21-Jun-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,37,2917564,Santosh Kumar Rout,15-May-2025 12:30 PM,Rejected-Technical,Does not elected in lottery,21-Jun-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,38,2919843,SAPAN KUMAR PRADHAN,15-May-2025 11:56 PM,Rejected-Technical,Does not elected in lottery,21-Jun-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,39,2910312,SASMITA MOHANTY,14-May-2025 09:00 PM,Rejected-Technical,Does not elected in lottery,21-Jun-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,40,2905535,SASMITA RANI PATTANAYAK,16-May-2025 10:51 AM,Rejected-Technical,Does not elected in lottery,21-Jun-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,41,2914360,SITARANI BASA,12-May-2025 08:44 PM,Rejected-Technical,Does not elected in lottery,21-Jun-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,42,2921038,SRI BISWAJIT PRADHAN,16-May-2025 03:20 PM,Rejected-Technical,Does not elected in lottery,21-Jun-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,43,2914358,SRI SUNIL KUMAR LENKA,12-May-2025 08:32 PM,Rejected-Technical,Does not elected in lottery,21-Jun-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,44,2907378,SUBHASISH MOHAPATRA,06-May-2025 08:52 PM,Rejected-Technical,Does not elected in lottery,21-Jun-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,45,2920659,SUBHASISH PATI,16-May-2025 02:05 PM,Rejected-Technical,Does not elected in lottery,21-Jun-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,46,2917828,SUBRATA JENA,14-May-2025 06:10 PM,Rejected-Technical,Does not elected in lottery,21-Jun-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,47,2918082,SUCHARITA SETHI,15-May-2025 07:53 PM,Rejected-Technical,Does not elected in lottery,21-Jun-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,48,2921052,SUMIT KUMAR BAUG,16-May-2025 03:26 PM,Rejected-Technical,Does not elected in lottery,21-Jun-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,49,2919124,SUSOBHAN SAMANTARAY,15-May-2025 04:11 PM,Rejected-Technical,Does not elected in lottery,21-Jun-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,50,2913788,SUVENDU SWAIN,15-May-2025 06:27 PM,Rejected-Technical,Does not elected in lottery,21-Jun-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,51,2921013,TANISH AGARWAL,16-May-2025 03:15 PM,Rejected-Technical,Does not elected in lottery,21-Jun-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,52,2919561,YUDHISTIR BISWAL,15-May-2025 07:37 PM,Rejected-Technical,Does not elected in lottery,21-Jun-2025 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
