S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,2892264,Green Design and Engineering Services Pvt. Ltd.,23-Apr-2025 03:34 PM,Rejected-AOC,No Qualified,17-Jan-2026 04:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,2891675.0,Ecometrix Consultants Pvt. Ltd.,INR,0.48,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,2890722,Infrastructure Development Corporation (Karnataka) Limited,23-Apr-2025 12:50 PM,Accepted-AOC,Empanelment,17-Jan-2026 04:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,2892444.0,EXCELTECH CONSULTANCY AND PROJECTS PRIVATE LIMITED,INR,0.48,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,2892213,mars planning & engineering services pvt ltd,23-Apr-2025 03:38 PM,Rejected-AOC,No Qualified,17-Jan-2026 04:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,2892516.0,VENKATESHWARA ENTERPRISES,INR,0.48,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,2891538,Multi Mantech International Pvt. Ltd.,23-Apr-2025 04:47 PM,Accepted-AOC,Empanelment,17-Jan-2026 04:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,15,2889758,NIRAJ BHARAT VANKUDRE,23-Apr-2025 11:39 AM,Rejected-Technical,Technically disqualified,14-Aug-2025 05:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,16,2886899,Planning Solutions,23-Apr-2025 12:16 PM,Rejected-Technical,Technically disqualified,14-Aug-2025 05:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,17,2886609,RADIANT,23-Apr-2025 04:24 PM,Accepted-AOC,Empanelment,17-Jan-2026 04:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,18,2888511,Samarth Infra Tech Services Ptv. Ltd.,23-Apr-2025 12:50 PM,Accepted-AOC,Empanelment,17-Jan-2026 04:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,19,2891206,S.M. Consultants Pvt. Ltd.,23-Apr-2025 04:32 PM,Rejected-Technical,Technically disqualified,14-Aug-2025 05:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,20,2892516,VENKATESHWARA ENTERPRISES,23-Apr-2025 04:37 PM,Accepted-AOC,Empanelment,17-Jan-2026 04:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,21,2891571,Waternet Consulting Services Pvt. Ltd.,23-Apr-2025 03:57 PM,Accepted-AOC,Empanelment,17-Jan-2026 04:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
