Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
,,,,,,,,,,,,,,,11,3094379,ANISHA KAR,22-Sep-2025 01:07 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,12,3095489,ARADHANA CHOUDHURY,22-Sep-2025 04:56 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,13,3093084,ASHUTOSH MOHAPATRA,21-Sep-2025 11:58 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,14,3087153,BAIKUNTHA NATHA DALAI,19-Sep-2025 03:21 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,15,3095350,BAPUNI PARIDA,22-Sep-2025 05:24 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,16,3092440,BASANT KUMAR ROUTRAY,22-Sep-2025 02:19 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,17,3094309,BHABANI SANKAR CHOUDHURY,22-Sep-2025 12:51 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,18,3094511,BIJAY KRUSHNA PARIDA,22-Sep-2025 01:31 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,19,3089136,BISWA BHUSAN SWIN,19-Sep-2025 08:57 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,20,3095461,BISWAJIT SARANGI,22-Sep-2025 04:54 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,21,3094051,BISWARANJAN NAYAK,22-Sep-2025 12:26 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,22,3095071,BULU MOHAPATRA,22-Sep-2025 03:33 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,23,3090261,CHANDAN KUMAR BEHERA,21-Sep-2025 04:08 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,24,3090732,CHANDRAKANTA BARAL,20-Sep-2025 03:48 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,25,3087741,CHANDRAKANT RAY,19-Sep-2025 11:47 AM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,26,3094966,Chinmaya Khuntia,22-Sep-2025 03:09 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,27,3095475,CHITTARANJAN SWAIN,22-Sep-2025 05:25 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,28,3093378,CLAVAX POWER PRIVATE LIMITED,22-Sep-2025 01:16 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,29,3088219,DEBASIS DAS,19-Sep-2025 02:18 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,30,3095271,DEBASISH LENKA,22-Sep-2025 04:27 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,31,3091795,DEEPAK KUMAR PARIDA,21-Sep-2025 10:13 AM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,32,3085539,DEEPAK KUMAR TARAI,17-Sep-2025 09:02 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,33,3094319,DEEPARANI GOSWAMI,22-Sep-2025 12:53 PM,Rejected-Technical,Technically not Responsive,10-Nov-2025 06:05 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,34,3086692,DIBYANSU SEKHAR BEHERA,18-Sep-2025 05:11 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,35,3094625,DIPTI RANJAN BALIARSINGH,22-Sep-2025 02:19 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,36,3095401,GORACHAND PATRA,22-Sep-2025 04:41 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,37,3088860,GYANA RANJAN NAYAK,19-Sep-2025 06:21 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,38,3095175,HALADHAR SAHOO,22-Sep-2025 04:52 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,39,3095192,JHUNALATA BISWAL,22-Sep-2025 04:51 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,40,3093727,JIBAN JYOTI PANDA,22-Sep-2025 12:13 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,41,3088813,JINESH KUMAR ROUT,19-Sep-2025 08:01 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,42,3092359,JITENDRA KUMAR SWAIN,21-Sep-2025 04:47 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,43,3087480,JITENDRIY NAYAK,20-Sep-2025 03:32 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,44,3091002,JIVAN NAYAK,20-Sep-2025 07:44 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,45,3092298,JYOTI PRAKASH PADHIARI,21-Sep-2025 02:24 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,46,3092024,Jyoti Ranjan Biswal,21-Sep-2025 01:13 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,47,3089351,JYOTI RANJAN SWAIN,20-Sep-2025 10:41 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,48,3094726,KAPIL DEV DASH,22-Sep-2025 02:19 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,49,3082037,KISHORE CHANDRA NAYAK,15-Sep-2025 05:22 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,50,3084683,KRUSHNA CHANDRA MOHANTY,17-Sep-2025 10:41 AM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,51,3090042,LAXMIDHAR SWAIN,20-Sep-2025 12:16 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,52,3088806,LILI SAHOO,20-Sep-2025 11:33 AM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,53,3093298,LITU BISWAL,22-Sep-2025 08:24 AM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,54,3092199,MALAYA RANJAN SAHOO,21-Sep-2025 01:17 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,55,3093873,Manas Kumar Das,22-Sep-2025 11:33 AM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,56,3092615,MANAS RANJAN BEHERA,21-Sep-2025 07:03 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,57,3082706,MANDIP PAIKARAY,16-Sep-2025 10:18 AM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,58,3094347,MANGARAJ PRADHAN,22-Sep-2025 12:59 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,59,3080726,MITA SWAIN,15-Sep-2025 03:35 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,60,3095406,NIHAR RANJAN SAHOO,22-Sep-2025 04:51 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,61,3095505,NIRANJAN MUDULI,22-Sep-2025 05:03 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,62,3085382,NIRANJAN SWAIN,22-Sep-2025 12:32 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
