Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3117641,CHITTARANJAN SAHOO,08-Oct-2025 07:07 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3118347,DEBABRATA BRAHMA,08-Oct-2025 11:40 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3118538,DEBARAJA BISWAL,09-Oct-2025 03:29 AM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3120599,Debashish Das,09-Oct-2025 05:25 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3115316,DEBIPRASAD SAHOO,07-Oct-2025 11:58 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3118560,DIPTI RANJAN RAYSARDAR,09-Oct-2025 01:24 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3103156,DURYODHAN SAHOO,30-Sep-2025 08:20 AM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3104793,ISWAR CHANDRA ROUTRAY,01-Oct-2025 06:34 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3102066,Jadunath Sahoo,28-Sep-2025 05:37 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3114234,JAGANNATH DAS,07-Oct-2025 01:59 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3117918,JYOTI BHARATI SETHY,08-Oct-2025 08:26 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3113420,KABIRANJAN SAHOO,08-Oct-2025 08:00 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3106701,KSHYYAMAKAR JENA,03-Oct-2025 12:03 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3113489,MADHU SUDAN SAHOO,07-Oct-2025 12:24 AM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3102515,MADHUSUDAN SAHOO,29-Sep-2025 12:49 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3117615,MANOJ DAS,09-Oct-2025 06:07 AM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3119976,MIHIR KUMAR ROUT,09-Oct-2025 03:09 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,28,3115896,MONALISA SAHU,08-Oct-2025 12:16 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,29,3114648,NIRANJAN SAHOO,08-Oct-2025 02:09 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,30,3115269,NIRODA KUMAR ROUL,07-Oct-2025 11:12 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,31,3109462,Nishikanta Swain,04-Oct-2025 02:58 PM,Accepted-AOC,LOTTERY WINNER,29-Jan-2026 07:34 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,32,3111918,Nishipadma Swain,06-Oct-2025 12:37 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3120272,Pradeep Kumar Jena,09-Oct-2025 04:49 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,34,3120571,PRADYUMNA KUMAR BEHERA,09-Oct-2025 05:23 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3107950,PRADYUMNA KUMAR PANDA,03-Oct-2025 05:50 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3101866,PRAFULLA KUMAR PADHI,28-Sep-2025 12:26 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,37,3112335,PRAJYAN PARAMITA SETHI,07-Oct-2025 01:10 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,38,3115375,PRAKASH GHADEI,08-Oct-2025 04:28 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,39,3116978,PRAVAT KUMAR MALLICK,08-Oct-2025 04:12 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,40,3120494,PRAVU KALYAN PAHI,09-Oct-2025 05:01 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,41,3118481,PRIYABRATA SAHOO,09-Oct-2025 01:49 AM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,42,3119795,RAJA SATYAPRAKASH DALAI,09-Oct-2025 02:24 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,43,3110311,RAJASHREE CHAKRA,04-Oct-2025 11:31 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,44,3119726,RAJESH KUMAR PANDA,09-Oct-2025 02:22 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,45,3116589,RANJAN KUMAR SAHOO,08-Oct-2025 02:40 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,46,3112483,RANJAN KUMAR SHA,06-Oct-2025 03:13 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,47,3114375,RANJIT KUMAR SAHOO,07-Oct-2025 07:53 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,48,3104439,RASMI RANJAN PATRA,01-Oct-2025 01:59 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,49,3101521,RITUPARNA GOSWAMI,06-Oct-2025 02:30 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,50,3111120,Rudra Narayan Nayak,05-Oct-2025 05:48 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,51,3113767,SABITA MALIK,07-Oct-2025 01:06 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,52,3112642,Sabita Rani Mallick,07-Oct-2025 06:31 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,53,3119982,SANATANA SENAPATI,09-Oct-2025 03:09 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,54,3120316,SANJAYA KUMAR ROUTRAY,09-Oct-2025 04:16 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,55,3112301,SANJIB KUMAR MALLICK,06-Oct-2025 01:51 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,56,3103524,SANJIP KUMAR SINGH,30-Sep-2025 01:23 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,57,3109965,SANYASI KUMAR GHADEI,04-Oct-2025 06:16 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,58,3115003,SAPAN SWAIN,08-Oct-2025 06:29 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,59,3105739,SARAT NAYAK,02-Oct-2025 04:33 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,60,3116593,SAROJ KUMAR SAHOO,08-Oct-2025 02:33 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,61,3118404,SATYABRAT BRAHMA,09-Oct-2025 08:50 AM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,62,3118287,SATYAJIT DAS,08-Oct-2025 10:53 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,63,3114558,SHASHIKANTA MOHAPATRA,07-Oct-2025 05:26 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,64,3104035,SHIBATSA ROUL,30-Sep-2025 10:50 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,65,3115746,SHRIKANTA KUMAR PATRA,08-Oct-2025 11:27 AM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,66,3116958,SISIR KUMAR MOHAPATRA,08-Oct-2025 04:11 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,67,3117937,SRIKANTA NAYAK,08-Oct-2025 08:37 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,68,3120149,S S CROP AND CONSTRUCTION,09-Oct-2025 04:32 PM,Rejected-Finance,r,27-Nov-2025 04:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
