Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,11,3237075,GYANABRATA SAHOO,19-Nov-2025 09:25 AM,Rejected-Finance,The bidder has not selected through the lottery system.,17-Jan-2026 03:09 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,12,3236979,HARAMOHAN SAHU,19-Nov-2025 07:37 AM,Rejected-Finance,The bidder has not selected through the lottery system.,17-Jan-2026 03:09 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,13,3238378,HIMANSHU PATRA,19-Nov-2025 03:11 PM,Rejected-Finance,The bidder has not selected through the lottery system.,17-Jan-2026 03:09 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,14,3237212,JAGANNATH ANDIA,19-Nov-2025 10:53 AM,Rejected-Finance,The bidder has not selected through the lottery system.,17-Jan-2026 03:09 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,15,3237036,JAYARAM DAS,19-Nov-2025 08:27 AM,Rejected-Finance,The bidder has not selected through the lottery system.,17-Jan-2026 03:09 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,16,3238587,JITENDRA PAL,19-Nov-2025 03:56 PM,Rejected-Finance,The bidder has not selected through the lottery system.,17-Jan-2026 03:09 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,17,3238234,LISARANI SINGHA,19-Nov-2025 02:31 PM,Rejected-Finance,The bidder has not selected through the lottery system.,17-Jan-2026 03:09 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,18,3237536,MADHUSMITA PAL,19-Nov-2025 12:56 PM,Rejected-Finance,The bidder has not selected through the lottery system.,17-Jan-2026 03:09 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,19,3238155,MAMATA SAHOO,19-Nov-2025 02:15 PM,Rejected-Finance,The bidder has not selected through the lottery system.,17-Jan-2026 03:09 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,20,3238767,MANAS ROUT,19-Nov-2025 04:32 PM,Rejected-Finance,The bidder has not selected through the lottery system.,17-Jan-2026 03:09 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,21,3237693,PANKAJ KUMAR PATRA,19-Nov-2025 02:35 PM,Rejected-Finance,The bidder has not selected through the lottery system.,17-Jan-2026 03:09 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,22,3238469,Pramila Mohalik,19-Nov-2025 04:27 PM,Rejected-Finance,The bidder has not selected through the lottery system.,17-Jan-2026 03:09 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,23,3235025,PURNENDU KUMAR JENA,18-Nov-2025 01:05 PM,Rejected-Finance,The bidder has not selected through the lottery system.,17-Jan-2026 03:09 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,24,3238367,PUSPALATA PAL,19-Nov-2025 03:08 PM,Rejected-Finance,The bidder has not selected through the lottery system.,17-Jan-2026 03:09 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,25,3238535,RASMITA DAS,19-Nov-2025 04:08 PM,Rejected-Finance,The bidder has not selected through the lottery system.,17-Jan-2026 03:09 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,26,3237085,SARAT SAHU,19-Nov-2025 09:39 AM,Rejected-Finance,The bidder has not selected through the lottery system.,17-Jan-2026 03:09 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,27,3236885,SATYAJIT SAHOO,19-Nov-2025 02:57 AM,Rejected-Finance,The bidder has not selected through the lottery system.,17-Jan-2026 03:09 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,28,3233341,Satya Narayan Sethi,19-Nov-2025 02:48 PM,Rejected-Finance,The bidder has not selected through the lottery system.,17-Jan-2026 03:09 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,29,3236871,SAUBHAGYA KUMAR PAL,19-Nov-2025 02:21 AM,Rejected-Finance,The bidder has not selected through the lottery system.,17-Jan-2026 03:09 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,30,3236963,Subrat Kumar Panda,19-Nov-2025 08:44 AM,Rejected-Finance,The bidder has not selected through the lottery system.,17-Jan-2026 03:09 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,31,3237638,SUJAY KUMAR MANIK,19-Nov-2025 12:28 PM,Rejected-Finance,The bidder has not selected through the lottery system.,17-Jan-2026 03:09 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,32,3237327,SUMIT KUMAR BAUG,19-Nov-2025 11:13 AM,Rejected-Finance,The bidder has not selected through the lottery system.,17-Jan-2026 03:09 PM,,,,,,,,,,,,,,,,AOC
