Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
,,,,,,11,3229178,LAXMIPRIYA SWAIN,16-Nov-2025 12:56 PM,Rejected-Technical,Technically Not Qualified,20-Dec-2025 07:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,12,3228278,"MAA DAKHINAKALI SUPPLIER, PROP-AKSHAY KUMAR MAHARATHA",16-Nov-2025 11:54 AM,Rejected-Technical,Technically Not Qualified,20-Dec-2025 07:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,13,3229979,MAA RATNACHUDI CONSTRUCTION,17-Nov-2025 11:37 AM,Rejected-Technical,Technically Not Qualified,20-Dec-2025 07:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,14,3230474,NIRANJAN SWAIN,17-Nov-2025 01:49 PM,Rejected-Technical,Technically Not Qualified,20-Dec-2025 07:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,15,3212021,PRADEEP MOHANTY,11-Nov-2025 12:19 PM,Rejected-Technical,Technically Not Qualified,20-Dec-2025 07:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,16,3232826,PRITIKANTA SWAIN,17-Nov-2025 04:16 PM,Rejected-Technical,Technically Not Qualified,20-Dec-2025 07:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,17,3232562,PRIYANKA PRIYADRASHINI SAHU,17-Nov-2025 03:59 PM,Rejected-Technical,Technically Not Qualified,20-Dec-2025 07:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,18,3225624,RATNAKAR NISANKA,17-Nov-2025 03:55 PM,Rejected-Technical,Technically Not Qualified,20-Dec-2025 07:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,19,3228905,RUSHI PRASAD MISHRA,16-Nov-2025 12:13 PM,Rejected-Technical,Technically Not Qualified,20-Dec-2025 07:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,20,3229134,SANTOSH KUMAR ROUTRAY,16-Nov-2025 12:37 PM,Rejected-Technical,Technically Not Qualified,20-Dec-2025 07:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,21,3231348,SARASWATI ENGINEERING PROP.KAMALA KRISHNA RAO ACHARYA,17-Nov-2025 04:05 PM,Rejected-Technical,Technically Not Qualified,20-Dec-2025 07:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,22,3232366,SASMAL CONSTRUCTION Prop-LATAPRIYA SASMAL,17-Nov-2025 03:57 PM,Rejected-Technical,Technically Not Qualified,20-Dec-2025 07:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,23,3230897,SAUMYA RANJAN DASH PROPRIETOR SAUMYARANJAN CONSTRUCTION,17-Nov-2025 10:58 AM,Rejected-Technical,Technically Not Qualified,20-Dec-2025 07:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,24,3226074,SNEHALATA PATRA,16-Nov-2025 11:44 AM,Rejected-Technical,Technically Not Qualified,20-Dec-2025 07:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,25,3202390,SUBHAM MOHANTY,09-Nov-2025 05:41 PM,Accepted-AOC,"L1 bid of Sri SUBHAM MOHANTY selected through transparent lottery system accepted by the S.E., Nimapara Irrigation Division for award of contract.",22-Jan-2026 08:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,26,3194665,SUBHRAMANYU BISWAL,07-Nov-2025 05:15 PM,Rejected-Technical,Technically Not Qualified,20-Dec-2025 07:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,27,3230546,SUSHREE ANARKALI,17-Nov-2025 07:39 AM,Rejected-Technical,Technically Not Qualified,20-Dec-2025 07:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,28,3229489,SWASTIRANJAN BISWAL,17-Nov-2025 03:21 PM,Rejected-Technical,Technically Not Qualified,20-Dec-2025 07:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,29,3226460,"VAISHNAVI PRABHA CONSTRUCTION, PROP-ALINA PRIYADARSINI CHAMPATIRAY",17-Nov-2025 04:09 PM,Rejected-Finance,Not won in the transparent Lottery,20-Dec-2025 08:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
