Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,11,3183805,Dibyabharati Rout,06-Nov-2025 04:43 PM,Rejected-AOC,L1,08-Jan-2026 06:46 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,12,3169252,DIBYARANJAN SALANGI,06-Nov-2025 09:31 AM,Rejected-AOC,L1,08-Jan-2026 06:46 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,13,3180762,DILLIP NAYAK,04-Nov-2025 04:04 PM,Rejected-AOC,L1,08-Jan-2026 06:46 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,14,3188395,DIPAK KUMAR DAS,06-Nov-2025 12:47 PM,Rejected-AOC,L1,08-Jan-2026 06:46 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,15,3185967,JASHIBIKASH MARNDI,05-Nov-2025 07:41 PM,Rejected-AOC,L1,08-Jan-2026 06:46 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,16,3176001,KAMALA KANTA JENA,05-Nov-2025 08:47 PM,Rejected-AOC,L1,08-Jan-2026 06:46 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,17,3180896,MANOJ KUMAR SHAW,04-Nov-2025 05:00 PM,Rejected-AOC,L1,08-Jan-2026 06:46 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,18,3188773,MANORANJAN MOHANTY,06-Nov-2025 01:29 PM,Rejected-AOC,L1,08-Jan-2026 06:46 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,19,3177944,MITU NAIK,03-Nov-2025 03:44 PM,Rejected-AOC,L1,08-Jan-2026 06:46 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,20,3166562,"M/S SAI SHREE CONSTRUCTIONS, PROP. SANGYASENI ROUT",29-Oct-2025 05:39 PM,Rejected-AOC,L1,08-Jan-2026 06:46 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,21,3179489,MUKESH KUMAR BEHERA,04-Nov-2025 08:33 AM,Rejected-AOC,L1,08-Jan-2026 06:46 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,22,3176162,NABAJYOTI PATRA,03-Nov-2025 09:56 AM,Rejected-AOC,L1,08-Jan-2026 06:46 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,23,3172290,PATITAPABAN NAIK,01-Nov-2025 02:56 PM,Rejected-AOC,L1,08-Jan-2026 06:46 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,24,3171268,PRADEEP KUMAR PARIDA,01-Nov-2025 06:53 AM,Rejected-AOC,L1,08-Jan-2026 06:46 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,25,3175824,PRADIPKUMAR RAY,02-Nov-2025 11:06 PM,Rejected-AOC,L1,08-Jan-2026 06:46 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,26,3170546,Pradyumna kumar rout,06-Nov-2025 06:13 AM,Rejected-AOC,L1,08-Jan-2026 06:46 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,27,3177589,PRAHALLAD BEHERA,03-Nov-2025 03:36 PM,Rejected-AOC,L1,08-Jan-2026 06:46 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,28,3189236,PRASANNA KUMAR POTHAL,06-Nov-2025 02:43 PM,Rejected-AOC,L1,08-Jan-2026 06:46 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,29,3188543,RAJENDRA MAHANTA,06-Nov-2025 01:01 PM,Rejected-AOC,L1,08-Jan-2026 06:46 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,30,3174182,SANATAN JENA,02-Nov-2025 01:18 PM,Rejected-AOC,L1,08-Jan-2026 06:46 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,31,3183865,Sangram Parida,05-Nov-2025 12:50 PM,Rejected-AOC,L1,08-Jan-2026 06:46 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,32,3181190,SANJAY KUMAR PUHAN,06-Nov-2025 02:49 PM,Rejected-AOC,L1,08-Jan-2026 06:46 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,33,3189072,SATYAGOPAL MOHAPATRA,06-Nov-2025 04:01 PM,Rejected-AOC,L1,08-Jan-2026 06:46 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,34,3179414,SHUBHASHREE SARANGI,04-Nov-2025 06:20 AM,Rejected-AOC,L1,08-Jan-2026 06:46 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,35,3174048,SIBAYA SAMBIT NAYAK,04-Nov-2025 06:55 PM,Rejected-AOC,L1,08-Jan-2026 06:46 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,36,3183366,SOURAV PALATA,06-Nov-2025 11:59 AM,Rejected-AOC,L1,08-Jan-2026 06:46 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,37,3171478,Sri Prakash Kumar Parida,01-Nov-2025 10:50 AM,Rejected-AOC,L1,08-Jan-2026 06:46 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,38,3182032,SUBHASISH PATI,04-Nov-2025 08:38 PM,Rejected-AOC,L1,08-Jan-2026 06:46 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,39,3178083,SUVENDU KUMAR MOHANTY,03-Nov-2025 04:17 PM,Rejected-AOC,L1,08-Jan-2026 06:46 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,40,3180926,UMESH CHANDRA BEHERA,06-Nov-2025 04:39 PM,Rejected-AOC,L1,08-Jan-2026 06:46 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,41,3169701,URMILA DAS,05-Nov-2025 04:39 PM,Rejected-AOC,L1,08-Jan-2026 06:46 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,42,3171437,YASOBANTA KHANDEI,02-Nov-2025 11:58 AM,Rejected-AOC,L1,08-Jan-2026 06:46 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,43,3175929,YUDHISTIR BISWAL,03-Nov-2025 06:14 AM,Rejected-AOC,L1,08-Jan-2026 06:46 AM,,,,,,,,,,,,,,,,AOC
