Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,3154528,DIPTIRANJAN SWAIN,26-Oct-2025 06:12 PM,Rejected-AOC,Not selected in lottery,15-Jan-2026 09:08 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,12,3167930,DURGABATI PRADHAN,30-Oct-2025 02:48 PM,Rejected-AOC,Not selected in lottery,15-Jan-2026 09:08 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,13,3171784,JASMINE ENTERPRISES,01-Nov-2025 12:17 PM,Accepted-AOC,Selected trough lottery,15-Jan-2026 09:08 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,14,3170928,LOKANATH BARIK,01-Nov-2025 01:57 PM,Rejected-AOC,Not selected in lottery,15-Jan-2026 09:08 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,15,3162713,MADHUSMITA SWAIN,28-Oct-2025 03:49 PM,Rejected-AOC,Not selected in lottery,15-Jan-2026 09:08 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,16,3172414,MS SIVA SANKAR ENGINEERING,01-Nov-2025 03:38 PM,Rejected-AOC,Not selected in lottery,15-Jan-2026 09:08 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,17,3170959,NIHAR RANJAN SAHOO,01-Nov-2025 07:44 AM,Rejected-AOC,Not selected in lottery,15-Jan-2026 09:08 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,18,3154241,NIRANJAN KHUNTIA,26-Oct-2025 08:39 PM,Rejected-AOC,Not selected in lottery,15-Jan-2026 09:08 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,19,3170777,NIRMAL NAYAK,31-Oct-2025 08:21 PM,Rejected-AOC,Not selected in lottery,15-Jan-2026 09:08 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,20,3165850,RABINDRA KUMAR BARIK,29-Oct-2025 01:24 PM,Rejected-AOC,Not selected in lottery,15-Jan-2026 09:08 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,21,3165623,SAMAR BALLABHA RAY,29-Oct-2025 03:45 PM,Rejected-AOC,Not selected in lottery,15-Jan-2026 09:08 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,22,3170181,SANGYA SAGARIKA PATRA,31-Oct-2025 05:21 PM,Rejected-AOC,Not selected in lottery,15-Jan-2026 09:08 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,23,3163851,SATYABRATA PATRA,28-Oct-2025 03:35 PM,Rejected-AOC,Not selected in lottery,15-Jan-2026 09:08 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,24,3171748,SATYAJIT BISWAL,01-Nov-2025 01:12 PM,Rejected-AOC,Not selected in lottery,15-Jan-2026 09:08 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,25,3170913,SAUBHAGYA RANJAN BISWAL,01-Nov-2025 07:15 AM,Rejected-AOC,Not selected in lottery,15-Jan-2026 09:08 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,26,3167211,SHARAT CHANDRA BISWAL,30-Oct-2025 12:05 PM,Rejected-AOC,Not selected in lottery,15-Jan-2026 09:08 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,27,3166293,SOUMYARANJAN SAHOO,29-Oct-2025 05:21 PM,Rejected-AOC,Not selected in lottery,15-Jan-2026 09:08 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,28,3163399,sumanta kumar mohanty,30-Oct-2025 03:26 PM,Rejected-AOC,Not selected in lottery,15-Jan-2026 09:08 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,29,3169106,SWAPNA BIJAYINI MOHANTY,31-Oct-2025 08:44 AM,Rejected-AOC,Not selected in lottery,15-Jan-2026 09:08 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,30,3164190,ULINK SERVICES Prop. DUSHASAN DALAI,31-Oct-2025 08:24 AM,Rejected-AOC,Not selected in lottery,15-Jan-2026 09:08 AM,,,,,,,,,,,,,AOC
