S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3087101,BIMAL CHANDRA MALLICK,18-Sep-2025 09:31 PM,Rejected-AOC,Disqualified in transparent lottery,18-Jan-2026 01:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3084598,BIPANNA NANDI,18-Sep-2025 01:50 PM,Rejected-AOC,Disqualified in transparent lottery,18-Jan-2026 01:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3087264,CHANDRA HARIJAN,18-Sep-2025 10:54 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,18-Jan-2026 01:00 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3089877,CHHANDA CHARAN HARIJAN,20-Sep-2025 12:06 PM,Rejected-AOC,Disqualified in transparent lottery,18-Jan-2026 01:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3085997,CHINMAYA RANJAN SAHU,18-Sep-2025 12:08 PM,Rejected-AOC,Disqualified in transparent lottery,18-Jan-2026 01:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3085699,DIGAMBAR MOHANTY,17-Sep-2025 11:52 PM,Rejected-AOC,Disqualified in transparent lottery,18-Jan-2026 01:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3086602,DILIP BISWAS,19-Sep-2025 08:13 AM,Accepted-AOC,Qualified in transparent lottery,18-Jan-2026 01:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3086668,DINESH BISWAS,18-Sep-2025 11:07 PM,Rejected-AOC,Disqualified in transparent lottery,18-Jan-2026 01:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3085255,GHANASHYAMA BISOYI,17-Sep-2025 07:21 PM,Rejected-AOC,Disqualified in transparent lottery,18-Jan-2026 01:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3085743,GOURI PRASAD PATRO,18-Sep-2025 12:17 PM,Rejected-AOC,Disqualified in transparent lottery,18-Jan-2026 01:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3085659,HARISHCHANDRA KHARA,19-Sep-2025 09:44 PM,Rejected-AOC,Disqualified in transparent lottery,18-Jan-2026 01:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3086853,HATIA ROUT,18-Sep-2025 07:03 PM,Rejected-AOC,Disqualified in transparent lottery,18-Jan-2026 01:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3086726,HIMANSHU PRADHAN,18-Sep-2025 06:38 PM,Rejected-AOC,Disqualified in transparent lottery,18-Jan-2026 01:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3089475,JAGANNATH DHALI,20-Sep-2025 12:27 AM,Rejected-AOC,Disqualified in transparent lottery,18-Jan-2026 01:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3089388,JITENDRA KUMAR JENA,19-Sep-2025 10:11 PM,Rejected-AOC,Disqualified in transparent lottery,18-Jan-2026 01:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3088671,KUSHA SAHU,19-Sep-2025 05:13 PM,Rejected-AOC,Disqualified in transparent lottery,18-Jan-2026 01:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3086528,LIPA BISWAL,18-Sep-2025 09:01 PM,Rejected-AOC,Disqualified in transparent lottery,18-Jan-2026 01:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,3089936,MOHAMMAD WASHIQ LATHIYA,20-Sep-2025 12:25 PM,Rejected-AOC,Disqualified in transparent lottery,18-Jan-2026 01:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,3089656,M/S MAA MANGALA CONSTRUCTION,20-Sep-2025 08:47 AM,Rejected-AOC,Disqualified in transparent lottery,18-Jan-2026 01:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,3085345,NARAYAN PANIGRAHI,17-Sep-2025 08:52 PM,Rejected-AOC,Disqualified in transparent lottery,18-Jan-2026 01:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,3084360,PAPU BACHHAR,20-Sep-2025 08:56 AM,Rejected-AOC,Disqualified in transparent lottery,18-Jan-2026 01:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,3086925,Paritosh Gharami,19-Sep-2025 04:07 PM,Rejected-AOC,Disqualified in transparent lottery,18-Jan-2026 01:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3087209,PRABHAKAR NAYAK,18-Sep-2025 10:38 PM,Rejected-AOC,Disqualified in transparent lottery,18-Jan-2026 01:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,3090895,PRADEEP KUMAR SAMANTRAY,20-Sep-2025 04:43 PM,Rejected-AOC,Disqualified in transparent lottery,18-Jan-2026 01:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3088015,PRAGYASMITA LENKA,19-Sep-2025 03:47 PM,Rejected-AOC,Disqualified in transparent lottery,18-Jan-2026 01:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3089526,PRASANTA KUMAR PARIDA,20-Sep-2025 12:41 AM,Rejected-AOC,Disqualified in transparent lottery,18-Jan-2026 01:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,3086705,PRATAP KUMAR MALLICK,18-Sep-2025 09:05 PM,Rejected-AOC,Disqualified in transparent lottery,18-Jan-2026 01:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,3090711,PRATHAM PRASAD SWAIN,20-Sep-2025 03:45 PM,Rejected-AOC,Disqualified in transparent lottery,18-Jan-2026 01:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,3085133,Rameswar Gond,17-Sep-2025 04:03 PM,Rejected-AOC,Disqualified in transparent lottery,18-Jan-2026 01:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,3087881,RAM KRISHNA MANDAL,19-Sep-2025 03:46 PM,Rejected-AOC,Disqualified in transparent lottery,18-Jan-2026 01:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,3087307,RATAN KUMAR MONDAL,19-Sep-2025 08:41 AM,Rejected-AOC,Disqualified in transparent lottery,18-Jan-2026 01:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,3088676,SAKTI PRASAD BEHERA,19-Sep-2025 05:19 PM,Rejected-AOC,Disqualified in transparent lottery,18-Jan-2026 01:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,3085836,SANTSOH SHARMA,18-Sep-2025 10:26 AM,Rejected-AOC,Disqualified in transparent lottery,18-Jan-2026 01:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,3084333,SASWAT MAJHI,17-Sep-2025 10:37 PM,Rejected-AOC,Disqualified in transparent lottery,18-Jan-2026 01:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,3086255,SHASHI BHUSAN PRAHARAJ,18-Sep-2025 08:21 PM,Rejected-AOC,Disqualified in transparent lottery,18-Jan-2026 01:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,3087231,SURENDRA DURGA,19-Sep-2025 08:26 AM,Rejected-AOC,Disqualified in transparent lottery,18-Jan-2026 01:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,3090632,TAPAN KUMAR PATRA,20-Sep-2025 03:58 PM,Rejected-AOC,Disqualified in transparent lottery,18-Jan-2026 01:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
