Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2835491,BALADEVJEW CONSTRUCTIONS PRIVATE LIMITED,24-Feb-2025 04:25 PM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2834074,Bibhudutta Bhadar,24-Feb-2025 08:53 AM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2833938,BIDULATA SETHI,24-Feb-2025 01:49 AM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2830705,BISWAJIT BISWAL,22-Feb-2025 02:53 PM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2835873,BISWAJIT PANDA,24-Feb-2025 04:23 PM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2830393,Chitta Ranjan Swain,22-Feb-2025 11:50 AM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,2831116,DEBANANDA DAS,22-Feb-2025 06:43 PM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2835218,DEBENDRA DAS,24-Feb-2025 02:10 PM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2831751,GOURI SHANKAR SAMAL,23-Feb-2025 01:02 AM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2833467,jayanta kumar lenka,24-Feb-2025 04:07 PM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,2834702,LILIMA NAYAK,24-Feb-2025 01:31 PM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,2833902,LINGARAJ PARIDA,24-Feb-2025 12:32 AM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2836015,LOKANATH BEHERA,24-Feb-2025 04:51 PM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2832413,MALAYA RANJAN SAHOO,23-Feb-2025 01:07 PM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2822809,Manas Ranjan Panda,17-Feb-2025 04:17 PM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,2832715,M/s Ajaya Kumar Roul,23-Feb-2025 03:55 PM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2831368,M/S PRALAYA SAMAL,22-Feb-2025 08:38 PM,Accepted-AOC,Won the lottery,03-Sep-2025 12:39 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2834469,NARENDRANATH SWAIN,24-Feb-2025 11:27 AM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2831836,NIHAR RANJAN MOHAPATRA,23-Feb-2025 09:01 AM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2832051,OMM PRAKASH PRUSTY,23-Feb-2025 10:12 AM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2830276,PADMANAV MOHAPATRA,22-Feb-2025 10:43 AM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2834256,PRIYABRATA SAHOO,24-Feb-2025 12:15 PM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2823717,PRIYANJOTI NAYAK,18-Feb-2025 09:59 AM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,2830561,RAKESH BEHERA,22-Feb-2025 01:19 PM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2833688,RAKESH BISWAL,24-Feb-2025 09:04 AM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2830828,RUPAMANJARI MALLA,22-Feb-2025 06:11 PM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2825940,SAHASRARA CHAKRA TECHNO CONSULTING,24-Feb-2025 12:04 PM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,2835573,SAHEB TARENIA,24-Feb-2025 04:29 PM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,2833380,SAMIR KUMAR DAS,24-Feb-2025 01:26 AM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,2835045,Sanjay Kumar Jena,24-Feb-2025 01:57 PM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,2834591,SANJAY PRAKASH LENKA,24-Feb-2025 12:17 PM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,2835359,Saroj Kumar Mallick,24-Feb-2025 02:40 PM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,2828688,SAROJ PARIDA,21-Feb-2025 09:43 AM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,2830196,SASMITA SAMAL,22-Feb-2025 11:31 AM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,2833657,SATYAJIT BISWAL,23-Feb-2025 10:16 PM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,2833744,SATYAJIT MALLICK,24-Feb-2025 01:07 AM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,2834356,SATYAJIT SAMAL,24-Feb-2025 04:30 PM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,2832864,SATYA RANJAN BEURA,23-Feb-2025 05:44 PM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,2829422,SITUN SEKHAR JENA,21-Feb-2025 04:16 PM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,2833474,SK ASADULLAH,23-Feb-2025 08:39 PM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,2833472,SOUMYA RANJAN CHOWDHURY,23-Feb-2025 09:10 PM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,2828381,SOUMYA RANJAN SWAIN,20-Feb-2025 08:50 PM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,2835397,SUBASH CHANDRA ROUT,24-Feb-2025 04:53 PM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,2834402,SUBHRAJIT JENA,24-Feb-2025 11:11 AM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,2835497,SUBIR KUMAR MALLICK,24-Feb-2025 03:11 PM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,2823886,SUBRAT BEHERA,18-Feb-2025 11:31 AM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,2835929,sudhiranjan sahoo,24-Feb-2025 04:43 PM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,2835104,SUJIT KUMAR SWAIN,24-Feb-2025 02:09 PM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,2835974,SURENDRANATH SAHOO,24-Feb-2025 04:44 PM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,2834706,SUSANTA KUMAR PARIJA,24-Feb-2025 12:33 PM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,2831172,SUVENDU BEHERA,22-Feb-2025 07:15 PM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,2830236,SUVENDU SUTAR,22-Feb-2025 10:00 AM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,2834062,Trilochan Rout,24-Feb-2025 09:24 AM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,2833928,Tusar Kumar Parida,24-Feb-2025 01:29 AM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,2834760,Umakanta Malik,24-Feb-2025 03:11 PM,Rejected-Finance,Did not win the lottery,21-May-2025 05:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
