S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
11,3003475,MOHIT AGRAWAL,24-Jul-2025 03:27 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,01-Sep-2025 06:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
12,3010201,M/s PRATAP KUMAR MAHAPATRA,23-Jul-2025 04:55 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,01-Sep-2025 06:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
13,3010742,MURARI LAL AGRAWAL,24-Jul-2025 01:22 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,01-Sep-2025 06:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
14,3011091,NISHITA SWAIN,24-Jul-2025 04:35 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,01-Sep-2025 06:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
15,3010248,PARESWAR PRADHANI,23-Jul-2025 08:20 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,01-Sep-2025 06:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
16,3004082,PRAMITA MANJARI BAL,19-Jul-2025 02:06 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,01-Sep-2025 06:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
17,3001059,RAJASHREE CHHOTARAY,17-Jul-2025 04:03 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,01-Sep-2025 06:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
18,3011050,RAMAKANTA BISWAL,24-Jul-2025 04:16 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,01-Sep-2025 06:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
19,3001290,RASMITA MAHAPATRA,16-Jul-2025 05:41 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,01-Sep-2025 06:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
20,3010674,RATI RANJAN SAMAL,24-Jul-2025 12:29 PM,Accepted-AOC,SELECTED IN LOTTERY,01-Sep-2025 06:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
21,3010374,RUPALI SETHY,23-Jul-2025 08:04 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,01-Sep-2025 06:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
22,3011110,SADASIB ENTERPRISES,24-Jul-2025 04:47 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,01-Sep-2025 06:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
23,3003143,SANJAYA KUMAR GOUDA,18-Jul-2025 01:50 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,01-Sep-2025 06:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
24,3010318,SANTOSH KUMAR SAMANTRAY,23-Jul-2025 06:27 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,01-Sep-2025 06:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
25,3006602,SASMITA DAS,21-Jul-2025 12:49 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,01-Sep-2025 06:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
26,2993548,SATYAJIT SAMANTARAY,08-Jul-2025 05:19 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,01-Sep-2025 06:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
27,3009306,Subhasini Muduli,23-Jul-2025 10:49 AM,Rejected-AOC,NOT SELECTED IN LOTTERY,01-Sep-2025 06:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
28,3010960,SUDARSINEE NAYAK,24-Jul-2025 03:19 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,01-Sep-2025 06:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
29,3000279,Sumit Agrawal,22-Jul-2025 05:48 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,01-Sep-2025 06:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
30,3010979,SWARAJ SWAIN,24-Jul-2025 04:27 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,01-Sep-2025 06:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
