S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2943955,DIBYARANJAN SALANGI,02-Jun-2025 06:26 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,06-Sep-2025 04:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2933824,JANMEJAY PUTY,04-Jun-2025 12:06 AM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,06-Sep-2025 04:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2950208,MAA KALI CONSTRUCTION,03-Jun-2025 05:55 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,06-Sep-2025 04:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2950553,M/S ROUT CONSTRUCTION,04-Jun-2025 02:25 AM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,06-Sep-2025 04:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2936203,NABAJYOTI PATRA,27-May-2025 08:52 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,06-Sep-2025 04:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2931966,NIBEDITA BEHERA,25-May-2025 06:08 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,06-Sep-2025 04:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,2950937,NIKHIL KUMAR BEHERA,04-Jun-2025 01:46 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,06-Sep-2025 04:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2932032,NILAMADHABA CONSTRUCTION,03-Jun-2025 05:08 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,06-Sep-2025 04:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2935694,PRADEEP KUMAR PARIDA,27-May-2025 05:43 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,06-Sep-2025 04:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2949247,PRAMOD KUMAR BEHERA,04-Jun-2025 01:53 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,06-Sep-2025 04:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,2934967,PRATIMA PADHI,04-Jun-2025 04:22 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,06-Sep-2025 04:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,2938681,PUNEET KUMAR SAHOO,28-May-2025 05:46 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,06-Sep-2025 04:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2947665,RAMJIT MARANDI,04-Jun-2025 12:07 AM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,06-Sep-2025 04:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2948350,RANJAN KUMAR KHANDELWAL,04-Jun-2025 02:42 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,06-Sep-2025 04:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2950588,SACHIN KUMAR BASHA,04-Jun-2025 06:59 AM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,06-Sep-2025 04:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,2935060,SANDEEP KUMAR PATI,28-May-2025 07:44 AM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,06-Sep-2025 04:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2951263,SEKH AMANULLA,04-Jun-2025 02:58 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,06-Sep-2025 04:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2950757,SOUMYA RANJAN BEHERA,04-Jun-2025 11:23 AM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,06-Sep-2025 04:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2949646,SOURAV PALATA,04-Jun-2025 01:04 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,06-Sep-2025 04:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2951209,Sri Shraban Kumar Gope,04-Jun-2025 02:31 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,06-Sep-2025 04:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2951320,SUBHAM SINGHA,04-Jun-2025 03:43 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,06-Sep-2025 04:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2950367,SUMIT KUMAR SAHU,03-Jun-2025 08:43 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,06-Sep-2025 04:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2950000,SURESH PRASAD YADAV,03-Jun-2025 05:10 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,06-Sep-2025 04:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,2935842,SUVENDU KUMAR MOHANTY,28-May-2025 08:42 AM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,06-Sep-2025 04:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
