S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3022190,BISWAJIT SAHOO,03-Aug-2025 12:47 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3021036,BISWAJIT SAMAL,02-Aug-2025 12:11 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3020719,BISWAJIT SAMAL,01-Aug-2025 05:50 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3018814,BRAHMANANDA SAHOO,01-Aug-2025 03:52 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3012663,BRAJA KISHORE GARNAYAK,26-Jul-2025 02:09 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3021414,Chadan Maharana,02-Aug-2025 01:11 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3019852,CHHEDILAL KATARUKA,02-Aug-2025 10:02 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3012626,Chittaranjan Parida,28-Jul-2025 01:34 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3013497,DEBARAJA PARIDA,27-Jul-2025 01:51 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3020532,DEBNATH SAMANTA,01-Aug-2025 03:14 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3021884,DEEPAK KUMAR SAHOO,02-Aug-2025 07:59 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3018936,DIGDARSAN BEHERA,31-Jul-2025 11:22 AM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3021980,DILESWAR SASAMAL,02-Aug-2025 10:03 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3021829,DINESH KUMAR SAHOO,03-Aug-2025 01:25 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3016776,DIPTI RANJAN MISHRA,29-Jul-2025 03:39 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3022609,FAKIRA MOHAN MOHAPATRA,03-Aug-2025 10:37 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3021639,GIRIJA SHANKAR PANDA,02-Aug-2025 03:39 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,28,3013257,Gyanendra Dhar,27-Jul-2025 11:22 AM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,29,3016540,HIMANSU BHUSAN MAHUNTA,29-Jul-2025 01:40 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,30,3014311,JAYANTA KUMAR MAHABHOI,28-Jul-2025 11:54 AM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,31,3019411,JITENDRA DALABEHERA,01-Aug-2025 10:36 AM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,32,3020517,JITENDRA KUMAR ROUT,01-Aug-2025 02:55 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3022535,JYOTISMITA NAIK,03-Aug-2025 08:50 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,34,3019318,KAMAL LOCHAN SAHU,31-Jul-2025 03:00 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3017919,KRUPASINDHU SAHOO,30-Jul-2025 01:28 PM,Rejected-Technical,Does not satDoes not satisfy as per DTCNisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3021562,KULDEEP MOHAPATRA,02-Aug-2025 08:20 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,37,3022074,LAMBODAR DALABEHERA,04-Aug-2025 08:37 AM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,38,3022140,LAXMIDHAR PANDA,03-Aug-2025 11:49 AM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,39,3022159,MADHUSUDAN SAHOO,03-Aug-2025 12:10 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,40,3013670,MAMULI NAIK,27-Jul-2025 04:42 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,41,3022146,MANOJ BEHERA (S.C),03-Aug-2025 12:00 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,42,3015878,MITHUN KUMAR NAIK,01-Aug-2025 11:48 AM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,43,3019358,M/S SUNIL KUMAR PANY,31-Jul-2025 03:34 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,44,3013652,MUKESH KUMAR PANY,27-Jul-2025 04:16 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,45,3022946,NIMAIN CHARAN TARAI,04-Aug-2025 12:26 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,46,3022551,NIRMAL KUMAR BARAL,03-Aug-2025 10:28 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,47,3022389,NIRUPAMA ROUL,03-Aug-2025 06:22 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,48,3022584,NITI RANJAN PRADHAN,03-Aug-2025 09:45 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,49,3020014,NITYANANDA DEHURI,01-Aug-2025 01:07 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,50,3021811,PAPUN BISWAL,02-Aug-2025 06:15 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,51,3022628,PRABINA BEHERA,03-Aug-2025 10:42 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,52,3021023,PRABINA KUMAR SAMAL,02-Aug-2025 12:32 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,53,3020764,PRABIN KUMAR ROUT,01-Aug-2025 10:01 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,54,3021300,PRADYUMNA KUMAR MISHRA,02-Aug-2025 12:12 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,55,3019380,PRADYUMNA NAIK,01-Aug-2025 11:48 AM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,56,3022485,PRAHALLAD LENKA,03-Aug-2025 07:47 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,57,3020196,PRASANNA KUMAR ROUT,01-Aug-2025 12:19 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,58,3013666,PRASANTA KUMAR NAIK,27-Jul-2025 04:30 PM,Accepted-AOC,Won the lottery,09-Sep-2025 11:12 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,59,3021222,Prativa Sahoo,03-Aug-2025 04:25 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,60,3016755,PUNYASLOKA MOHANTY,01-Aug-2025 03:45 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,61,3013475,Rajendra Dhar,27-Jul-2025 02:25 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,62,3013597,RAJESH PATRA,27-Jul-2025 03:05 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,63,3022940,RAJIB KUMAR PARIDA,04-Aug-2025 12:23 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
