Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,62,2776530,M/S MAA SANTOSHI CONSTRUCTION,25-Jan-2025 02:56 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,63,2774536,M/S R S PLUMBING SOLUTION,24-Jan-2025 03:30 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,64,2781589,M/S SHESHANTA RANJAN NATHSHARMA,28-Jan-2025 12:11 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,65,2788038,M/S SIDHARTH KUMAR SAMAL,29-Jan-2025 11:34 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,66,2787661,M/S Subhakanta Rout,29-Jan-2025 08:10 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,67,2787700,M/S-TAJ CONSTRUCTION,29-Jan-2025 08:34 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,68,2784627,MUKESH CHANDRA GHADEI,29-Jan-2025 09:04 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,69,2789775,Mukti Kanta Sahoo,30-Jan-2025 04:03 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,70,2789126,Nalinikanta Patri,30-Jan-2025 02:29 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,71,2787578,NIRMALYA SENAPATI,29-Jan-2025 09:53 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,72,2788798,Papu Mohapatra,30-Jan-2025 11:46 AM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,73,2789352,PARESH KUMAR MOHAPATRA,30-Jan-2025 03:36 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,74,2788883,PRADEEP PARIDA,30-Jan-2025 12:46 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,75,2786813,PRAJNAJIT NAYAK,29-Jan-2025 08:23 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,76,2784256,PRAKASH KUMAR NAYAK,28-Jan-2025 05:05 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,77,2786625,PRATIPARNA PARAKRANTA NAYAK,30-Jan-2025 12:58 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,78,2782489,PRAVAT KUMAR SAHOO,28-Jan-2025 12:22 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,79,2785468,PRAVUKALYAN SAMAL,29-Jan-2025 07:28 AM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,80,2788905,PRIYABRATA SAHOO,30-Jan-2025 12:21 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,81,2789505,PRIYANKA SENAPATI,30-Jan-2025 02:44 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,82,2782273,PRIYA RANJAN PATI,27-Jan-2025 11:34 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,83,2786898,P.R.M.M. STONE SUPPLIER PRO-PRAMOD KABI,29-Jan-2025 05:32 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,84,2781858,RAJENDRA KUMAR BARIK,27-Jan-2025 11:46 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,85,2783799,RAJESH KUMAR JENA,28-Jan-2025 02:52 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,86,2767187,Raj Kumar Sahoo,20-Jan-2025 06:06 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,87,2786912,Raj Ranjan Das,29-Jan-2025 05:45 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,88,2785497,RAKESH BISWAL,29-Jan-2025 08:49 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,89,2784620,RAKESH KUMAR KHANDUAL,28-Jan-2025 08:47 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,90,2777493,RAKESH KUMAR SAHOO,29-Jan-2025 09:59 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,91,2780490,RAKESH KUMAR SAMAL,27-Jan-2025 01:06 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,92,2780351,RASHMIRANJAN BEHERA,29-Jan-2025 04:28 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,93,2789077,RASMI RANJAN BEHERA,30-Jan-2025 02:35 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,94,2786158,RASMIRANJAN NAYAK,29-Jan-2025 12:46 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,95,2789419,RUPALI ROY,30-Jan-2025 02:18 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,96,2784783,S ABHISHEK BISWAL,28-Jan-2025 07:44 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,97,2789042,SAHEB TARENIA,30-Jan-2025 12:53 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,98,2787941,SAI KRISHNA CONSTRUCTION,30-Jan-2025 10:38 AM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,99,2787517,SAMIR KUMAR DAS,29-Jan-2025 10:10 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,100,2788326,SAMRAT KUMAR BEHERA,30-Jan-2025 09:07 AM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,101,2784643,SANGRAM GANTAYAT,28-Jan-2025 07:34 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,102,2786496,SANJIB KUMAR SAHOO,30-Jan-2025 11:11 AM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,103,2778140,SANJIV BARIK,27-Jan-2025 12:54 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,104,2775589,SATYABRATA MISHRA,25-Jan-2025 11:39 AM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,105,2776729,Saumitra Ranjan Nayak,25-Jan-2025 04:48 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,106,2776489,SHAIBALI GHOSH,25-Jan-2025 05:49 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,107,2786994,SIBA SARAN CONSTRUCTION,29-Jan-2025 10:07 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,108,2787535,SIDDHARTHA SANKAR MOHAPATRA,29-Jan-2025 07:32 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,109,2775351,SK LACKUDDIN,25-Jan-2025 09:46 AM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,110,2779068,SMRUTI RANJAN BEURIA,28-Jan-2025 09:22 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,111,2778458,SMRUTI RANJAN PARIDA,26-Jan-2025 10:10 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,112,2777262,SOUMYAKANTA NAYAK,26-Jan-2025 07:26 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,113,2785096,SOUMYA RANJAN MOHAPATRA,28-Jan-2025 10:02 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,114,2789217,SOUMYA RANJAN SAMAL,30-Jan-2025 01:23 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,115,2785601,SOUMYA RANJAN SAMAL,29-Jan-2025 08:53 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,116,2786848,SRI HANUMAN ENTERPRISES,30-Jan-2025 10:46 AM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,117,2789995,"SS INFRA, PROP.- SOUMITRA KUMAR LENKA",30-Jan-2025 04:49 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,118,2789802,SUBHALAXMI SWAIN,30-Jan-2025 04:07 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,119,2787167,SUBHA SUNDAR MOHAPATRA,30-Jan-2025 05:42 AM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,120,2782677,SUBRAT KUMAR SETHI,28-Jan-2025 10:21 AM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,121,2777408,SUMAN KALYANI PARIDA,29-Jan-2025 09:19 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,122,2787833,SUMANTA KUMAR BISWAL,29-Jan-2025 09:16 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,123,2784057,SUMIT SAURABHA JENA,29-Jan-2025 11:26 AM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,124,2787164,SWAPNSARIT DAS,29-Jan-2025 04:58 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,125,2787369,TAPAN KUMAR SETHY,29-Jan-2025 06:22 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,126,2786592,UDAYABHANU PATI,29-Jan-2025 09:13 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,127,2783914,VISHAL DAS,28-Jan-2025 06:17 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
