Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,2891411,MANOJ SAHU,22-Apr-2025 12:38 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,2891415,MANORANJAN ROUT,22-Apr-2025 12:41 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,2890140,Milan Das,21-Apr-2025 01:27 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,2889643,MITESH MOHANTY,20-Apr-2025 09:02 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,2892076,MOHAMMED ILLIAS,22-Apr-2025 10:01 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,2891687,MONALUCKY PRADHAN,23-Apr-2025 01:25 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,2890851,M/s AMIT PRADHAN,21-Apr-2025 08:32 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,2891239,M/S MAA SANTOSHI CONSTRUCTION,22-Apr-2025 02:02 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,2891230,M/S RANJAN KUMAR BEHERA,22-Apr-2025 07:57 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,2890172,M/S RUPAK KUMAR RAY,22-Apr-2025 11:43 AM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,2885952,M/S SIDHARTH KUMAR SAMAL,22-Apr-2025 02:07 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,2887665,M/S Y CONSTRUCTION,22-Apr-2025 09:26 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,2885104,Mukesh kumar yadav,21-Apr-2025 03:52 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,2892514,NAKULA ROUT,23-Apr-2025 01:22 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,2892403,NIRANJAN RAI,23-Apr-2025 12:25 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,2891040,NIROJ NALINI PANDA,22-Apr-2025 02:28 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,2889916,NITISH KUMAR SWAIN,21-Apr-2025 11:49 AM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,2892464,Papu Mohapatra,23-Apr-2025 12:47 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,2892628,Pradeep Kumar Brahma,23-Apr-2025 02:50 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,2891203,PRADEEP KUMAR GIRI,22-Apr-2025 10:42 AM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,2890904,PRADEEP KUMAR SAHOO,22-Apr-2025 08:49 AM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,2882771,PRADYUMNA KUMAR MISHRA,12-Apr-2025 10:47 AM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,2891292,Pramod Kumar Nath,22-Apr-2025 11:43 AM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,2883857,PRATIPARNA PARAKRANTA NAYAK,14-Apr-2025 02:26 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,2892255,PRIYABRATA SAHOO,23-Apr-2025 02:38 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,2889842,PRIYANJOTI NAYAK,21-Apr-2025 11:27 AM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,2891517,PRIYARANJAN NAYAK,22-Apr-2025 01:31 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,2890371,PRUTHI RANJAN NAYAK,21-Apr-2025 03:09 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,2892268,RABI NARAYAN SAHOO,23-Apr-2025 11:21 AM,Accepted-AOC,awarded,11-Sep-2025 05:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,2891637,RAGHUNATH BARIK,23-Apr-2025 02:37 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,2890838,RAJESH KUMAR PANDA,21-Apr-2025 08:20 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,2889137,Raj Ranjan Das,21-Apr-2025 12:44 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,2891261,RAKESH KUMAR SAHOO,22-Apr-2025 11:31 AM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,2891094,RAKESH KUMAR SAHOO,22-Apr-2025 08:34 AM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,2890328,RAKESH KUMAR SAMAL,22-Apr-2025 04:35 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,2892003,Ramesh Chandra Malik,23-Apr-2025 09:10 AM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,2891998,RASHMIRANJAN NAYAK,22-Apr-2025 08:45 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,2889553,RASHMI RANJAN PANDA,20-Apr-2025 07:35 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,2889941,RASMIRANJAN NAYAK,21-Apr-2025 12:10 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,2891000,RATIRANJAN NAYAK,21-Apr-2025 10:38 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,2890866,ROJALINI NAYAK,21-Apr-2025 08:44 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,2890751,RUDRA NARAYAN TRIPATHY,21-Apr-2025 07:14 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,2891154,RUTUPARNA BISWAL,22-Apr-2025 02:38 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,2892036,SALIL KUMAR BARIK,22-Apr-2025 09:23 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,2892708,SAMBIT KUMAR JENA,23-Apr-2025 03:55 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,2891831,SAMBIT PARIDA,22-Apr-2025 05:11 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,2888396,SANDEEP KUMAR BHADRA,19-Apr-2025 11:39 AM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,2891591,SANTOSH KUMAR MOHAPATRA,22-Apr-2025 02:08 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,2891389,SAROJA KUMAR SWAIN,22-Apr-2025 01:09 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,2883651,SAROJINI ROUT,14-Apr-2025 01:16 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,2891556,SATYABRATA MISHRA,22-Apr-2025 01:46 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,2891910,SATYABRATA SAMAL,22-Apr-2025 07:03 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,2892479,SATYAJIT SAMAL,23-Apr-2025 12:49 PM,Rejected-Technical,Disqualified due to EMD exemption not claim in affidavit page as engineering contractor,17-May-2025 06:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,2889620,Satya Ranjan Pradhan,20-Apr-2025 09:08 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,2889773,SHAKTI KUMAR SINGH,21-Apr-2025 10:04 AM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,2892375,SMRUTI RANJAN BEURIA,23-Apr-2025 11:58 AM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,2890604,SOMYAJIT NAYAK,21-Apr-2025 05:31 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,2889234,SOUGAT SEKHAR ROUTRAY,20-Apr-2025 11:09 AM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,2889725,SOUMYA RANJAN PATRA,23-Apr-2025 01:03 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,2892383,SOUMYA RANJAN SAMAL,23-Apr-2025 12:03 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,2892456,Sourav Acharya,23-Apr-2025 12:49 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,2890605,Subash Chandra Patra,21-Apr-2025 05:21 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,2892427,SUBHALAXMI BHADRA,23-Apr-2025 12:20 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,2890906,SUBHASISH MISHRA,21-Apr-2025 10:04 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,2886479,SUBRAT DAS,16-Apr-2025 06:37 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,2891471,SULIPTA SATAPATHY,22-Apr-2025 01:24 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,2892678,SUMAN PRIYADARSANI MOHANTY,23-Apr-2025 03:41 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,2890725,SURYA KANTA BEHERA,21-Apr-2025 07:12 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,2892233,SWAGAT RANJAN BISWAL,23-Apr-2025 11:11 AM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,2886755,SWETA SNIGDHA SAHOO,16-Apr-2025 10:54 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,2892211,TAPAN KUMAR JENA,23-Apr-2025 10:31 AM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,2892517,TUSHAR RANJAN NAYAK,23-Apr-2025 01:33 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
