Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2972010,GOPAL KHURA,18-Jun-2025 01:24 PM,Rejected-Finance,Not qualified in lottery system,25-Sep-2025 07:33 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2968287,GUNTAMUKALA GOWRI SANKAR RAO,16-Jun-2025 12:02 PM,Rejected-Finance,Not qualified in lottery system,25-Sep-2025 07:33 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2971571,GUPTA PRASAD PATNAIK,18-Jun-2025 09:52 AM,Rejected-Finance,Not qualified in lottery system,25-Sep-2025 07:33 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2967313,Jagadish Kumar Sahu,15-Jun-2025 11:59 AM,Rejected-Finance,Not qualified in lottery system,25-Sep-2025 07:33 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2971664,JALANDHAR BACHELI,18-Jun-2025 11:07 AM,Rejected-Finance,Not qualified in lottery system,25-Sep-2025 07:33 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2969921,JOTEEDRA KUMAR MAJHI,17-Jun-2025 12:01 PM,Rejected-Finance,Not qualified in lottery system,25-Sep-2025 07:33 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,17,2972348,KARUNAKAR NAIK,18-Jun-2025 04:25 PM,Rejected-Finance,Not qualified in lottery system,25-Sep-2025 07:33 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2972041,KESHABA BATRIA,18-Jun-2025 01:20 PM,Rejected-Finance,Not qualified in lottery system,25-Sep-2025 07:33 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2972190,MOHAN KANDHAPANI,18-Jun-2025 02:34 PM,Rejected-Finance,Not qualified in lottery system,25-Sep-2025 07:33 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2970471,M R SALES,17-Jun-2025 12:13 PM,Rejected-Finance,Not qualified in lottery system,25-Sep-2025 07:33 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,21,2968605,NANDA KISHOR PRASAD CHOURASIA,16-Jun-2025 07:04 PM,Rejected-Finance,Not qualified in lottery system,25-Sep-2025 07:33 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,22,2971720,PITTALA YAMUNA,18-Jun-2025 11:20 AM,Rejected-Finance,Not qualified in lottery system,25-Sep-2025 07:33 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2970522,PRADEEPTA DASH,17-Jun-2025 01:07 PM,Rejected-Finance,Not qualified in lottery system,25-Sep-2025 07:33 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2971357,PRASANTI PALAKIA,17-Jun-2025 09:34 PM,Rejected-Finance,Not qualified in lottery system,25-Sep-2025 07:33 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2968423,RAINA KADRAKA,17-Jun-2025 11:36 AM,Rejected-Finance,Not qualified in lottery system,25-Sep-2025 07:33 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,26,2968585,RAJANI KANTA BEHERA,17-Jun-2025 04:54 PM,Rejected-Finance,Not qualified in lottery system,25-Sep-2025 07:33 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2966462,RAJESH PANDA,14-Jun-2025 10:54 AM,Rejected-Finance,Not qualified in lottery system,25-Sep-2025 07:33 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2968135,RASMITA SAHUKAR,16-Jun-2025 10:29 AM,Rejected-Finance,Not qualified in lottery system,25-Sep-2025 07:33 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2971689,RAWALA MAJHI,18-Jun-2025 11:24 AM,Rejected-Finance,Not qualified in lottery system,25-Sep-2025 07:33 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2971195,SABITA MISHRA,17-Jun-2025 07:04 PM,Rejected-Finance,Not qualified in lottery system,25-Sep-2025 07:33 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2960921,SANGRAM KESHAR PATNAIK,11-Jun-2025 10:27 AM,Rejected-Finance,Not qualified in lottery system,25-Sep-2025 07:33 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2967712,SARASWATI SAHU,15-Jun-2025 06:59 PM,Rejected-Finance,Not qualified in lottery system,25-Sep-2025 07:33 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2962424,SUBHAM PANIGRAHI,12-Jun-2025 10:17 AM,Rejected-Finance,Not qualified in lottery system,25-Sep-2025 07:33 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,34,2966422,SUGYANI PADHI,14-Jun-2025 10:05 AM,Rejected-Finance,Not qualified in lottery system,25-Sep-2025 07:33 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2965473,TANMAYA MOHAPATRO,13-Jun-2025 01:07 PM,Rejected-Finance,Not qualified in lottery system,25-Sep-2025 07:33 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2966937,TIRUPATI PRASAD PANIGRAHI,15-Jun-2025 10:04 AM,Accepted-AOC,at 14.990 percent less,25-Sep-2025 07:41 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2962111,UMESH KUMAR JENA,11-Jun-2025 06:17 PM,Rejected-Finance,Not qualified in lottery system,25-Sep-2025 07:33 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
