Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,11,2868820,DEBIKINKAR NAYAK,28-Mar-2025 08:56 AM,Rejected-Technical,Does not satisfy as per DTCN,26-Jun-2025 07:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,12,2869061,GOURANGA DALAI,27-Mar-2025 09:16 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Jun-2025 07:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,13,2872279,JYOTI MOHAN MOHANTY,28-Mar-2025 04:28 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Jun-2025 07:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,14,2871384,KALYANI SAHOO,28-Mar-2025 09:33 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Jun-2025 07:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,15,2872020,KAMINI SAHOO,28-Mar-2025 01:57 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Jun-2025 07:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,16,2868976,LAXMIDHAR SAHOO,27-Mar-2025 11:03 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Jun-2025 07:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,17,2871496,LILIMA SAHOO,28-Mar-2025 08:43 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Jun-2025 07:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,18,2870707,MAHESWAR SAHOO,28-Mar-2025 09:21 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Jun-2025 07:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,19,2869991,MAMINA PANDA,26-Mar-2025 09:40 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Jun-2025 07:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,20,2868593,MANOJ KUMAR JENA,28-Mar-2025 08:32 AM,Rejected-Technical,Does not satisfy as per DTCN,26-Jun-2025 07:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,21,2863012,M/S DEEPAK KUMAR DAS,22-Mar-2025 09:35 AM,Rejected-Technical,Does not satisfy as per DTCN,26-Jun-2025 07:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,22,2868338,M/S LMS ENTERPRISES,25-Mar-2025 07:13 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Jun-2025 07:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,23,2868831,M/S MAA BIRAJA TRADERS,28-Mar-2025 01:54 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Jun-2025 07:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,24,2869016,M/S PRAMOD KUMAR MISHRA,27-Mar-2025 08:56 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Jun-2025 07:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,25,2868920,M/S UPENDRA PARIDA,29-Mar-2025 01:20 AM,Rejected-Technical,Does not satisfy as per DTCN,26-Jun-2025 07:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,26,2869364,Namita Mohapatra,26-Mar-2025 03:25 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Jun-2025 07:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,27,2870538,NIBEDITA NAYAK,27-Mar-2025 01:01 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Jun-2025 07:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,28,2872995,NIHAR RANJAN BISWAL,29-Mar-2025 01:44 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Jun-2025 07:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,29,2870561,PADMINI SAHOO,28-Mar-2025 07:16 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Jun-2025 07:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,30,2871523,PARSURAM PANDA,28-Mar-2025 11:55 AM,Rejected-Technical,Does not satisfy as per DTCN,26-Jun-2025 07:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,31,2872639,PARTHASARATHI PADHI,28-Mar-2025 10:01 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Jun-2025 07:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,32,2872772,PRADEEP SAMAL,29-Mar-2025 01:37 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Jun-2025 07:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,33,2870886,Pratap Kumar Biswal,27-Mar-2025 03:41 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Jun-2025 07:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,34,2871037,RABINARAYAN MISHRA,28-Mar-2025 10:22 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Jun-2025 07:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,35,2867940,SANGITA DHAL,28-Mar-2025 07:05 AM,Rejected-Technical,Does not satisfy as per DTCN,26-Jun-2025 07:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,36,2872566,SANJEEB JENA,28-Mar-2025 09:13 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Jun-2025 07:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,37,2872748,SANJUKTA MISHRA,29-Mar-2025 08:27 AM,Rejected-Technical,Does not satisfy as per DTCN,26-Jun-2025 07:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,38,2869847,SANTANU KUMAR SAHOO,28-Mar-2025 11:55 AM,Rejected-Technical,Does not satisfy as per DTCN,26-Jun-2025 07:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,39,2871202,SANTOSH KUMAR PADIHARI,27-Mar-2025 07:26 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Jun-2025 07:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,40,2869827,SASHIKANTA NANDA,27-Mar-2025 06:53 PM,Accepted-AOC,Won the lottery,26-Jun-2025 07:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,41,2872505,SASHI REKHA PARIDA,28-Mar-2025 07:54 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Jun-2025 07:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,42,2871279,SHANTI SAHOO,28-Mar-2025 06:02 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Jun-2025 07:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,43,2871290,SUBHENDU KUMAR PATI,27-Mar-2025 08:33 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Jun-2025 07:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,44,2869800,SUDHAKAR NAYAK,28-Mar-2025 09:06 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Jun-2025 07:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,45,2872722,SUJATA PATI,29-Mar-2025 12:43 AM,Rejected-Technical,Does not satisfy as per DTCN,26-Jun-2025 07:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,46,2869395,SUKANTI KHUNTIA,26-Mar-2025 04:30 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Jun-2025 07:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,47,2870171,SURESH KUMAR MOHANTY,27-Mar-2025 10:51 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Jun-2025 07:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,48,2870231,SWAYANSRI SANCHITA MOHANTY,28-Mar-2025 09:40 AM,Rejected-Technical,Does not satisfy as per DTCN,26-Jun-2025 07:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,49,2868502,UMAKANTA DAS,28-Mar-2025 07:03 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Jun-2025 07:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
