Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
,,,,,,,,,,,,,,,,,,,,62,2563573,NIRANJAN NAYAK,30-Sep-2024 03:22 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,63,2565755,NIROJ NALINI PANDA,02-Oct-2024 02:46 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,64,2565150,Nishipadma Swain,01-Oct-2024 08:33 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,65,2561901,PANKAJ KUMAR SAHOO,30-Sep-2024 01:57 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,66,2565553,Papu Mohapatra,02-Oct-2024 12:06 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,67,2564167,PRABIN KUMAR JENA,01-Oct-2024 08:28 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,68,2564402,PRADEEP KUMAR GIRI,01-Oct-2024 12:40 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,69,2564343,PRADEEP KUMAR SAHOO,01-Oct-2024 02:59 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,70,2564111,PRAJNYA RANJAN NAYAK,30-Sep-2024 08:51 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,71,2565398,PRAKASH KUMAR MOHAPATRA,02-Oct-2024 10:40 AM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,72,2565343,PRAKASH KUMAR MOHAPATRA,02-Oct-2024 09:10 AM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,73,2565698,PRAKASH KUMAR NAYAK,02-Oct-2024 01:14 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,74,2565557,PRASANJIT BISWAL,02-Oct-2024 12:07 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,75,2564158,PRATAP KUMAR SAHOO,02-Oct-2024 11:58 AM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,76,2565561,PRATIPARNA PARAKRANTA NAYAK,02-Oct-2024 12:17 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,77,2562060,PRAVAT KUMAR SAHOO,29-Sep-2024 11:16 AM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,78,2564575,Pravu Prasad Dhal,01-Oct-2024 02:01 PM,Accepted-AOC,Won the lottery,15-Jun-2025 10:23 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,79,2564421,Purna Chandra Nayak,01-Oct-2024 01:45 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,80,2565241,RABI NARAYAN SAHOO,01-Oct-2024 09:41 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,81,2565714,Rahash Bihari Maharana,02-Oct-2024 02:17 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,82,2565688,RAJESH KUMAR JENA,02-Oct-2024 01:21 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,83,2565326,RAJ GOPAL BISWAL,02-Oct-2024 12:07 AM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,84,2563803,RAKESH GOSWAMI,30-Sep-2024 05:08 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,85,2565329,RAKESH KUMAR SAHOO,02-Oct-2024 11:07 AM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,86,2564154,RAKESH KUMAR SAHOO,01-Oct-2024 09:02 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,87,2565781,RAKESH KUMAR SAMAL,02-Oct-2024 01:51 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,88,2565619,Ramesh Chandra Malik,02-Oct-2024 12:36 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,89,2564002,RASHMIRANJAN NAYAK,30-Sep-2024 07:27 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,90,2563308,RATIRANJAN NAYAK,30-Sep-2024 01:48 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,91,2565592,RUPALI ROY,02-Oct-2024 02:10 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,92,2565302,SAMBIT TRIPATHY,01-Oct-2024 11:01 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,93,2563338,SANGHAMITRA JENA,30-Sep-2024 01:56 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,94,2564143,SANGRAM GANTAYAT,30-Sep-2024 09:19 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,95,2561379,SANJAYA KUMAR GHOSH,27-Sep-2024 07:12 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,96,2565395,SANJAY KUMAR MALIK,02-Oct-2024 10:38 AM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,97,2563258,SANJIV BARIK,30-Sep-2024 01:29 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,98,2565730,SANTOSH KUMAR MOHAPATRA,02-Oct-2024 01:22 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,99,2565794,SANTOSH KUMAR SETHY,02-Oct-2024 02:05 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,100,2562938,SANTOS KUMAR LENKA,30-Sep-2024 11:49 AM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,101,2564408,SASMITA NAYAK,02-Oct-2024 10:47 AM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,102,2563169,SATYABRATA MISHRA,30-Sep-2024 12:58 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,103,2562529,SATYABRATA PATI,30-Sep-2024 10:50 AM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,104,2560847,SATYABRATA SAMAL,27-Sep-2024 11:14 AM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,105,2564318,SMRUTI RANJAN BEURIA,01-Oct-2024 08:56 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,106,2564517,SMRUTIRANJAN SAHOO,01-Oct-2024 01:14 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,107,2563010,SOUMYA RANJAN BARIK,30-Sep-2024 12:22 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,108,2565432,SOUMYA RANJAN PATI,02-Oct-2024 11:05 AM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,109,2564404,SRI PRIYADARSHI PRITISH KUMAR SAHOO,01-Oct-2024 12:10 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,110,2564451,SUBHALAXMI BHADRA,01-Oct-2024 01:01 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,111,2565898,SUBHAM KUMAR JENA,02-Oct-2024 04:08 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,112,2564413,SUBHASISH MISHRA,01-Oct-2024 12:12 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,113,2565340,SUBHA SUNDAR MOHAPATRA,02-Oct-2024 08:59 AM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,114,2563899,SUBHRANSU KUMAR BEURIA,30-Sep-2024 06:21 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,115,2565112,SUDEEP NAYAK,01-Oct-2024 09:43 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,116,2563836,SUJITAP BEHERA,30-Sep-2024 05:40 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,117,2565529,SURENDRA PATRA,02-Oct-2024 11:57 AM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,118,2562153,SUSANTA KUMAR DAS,29-Sep-2024 12:20 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,119,2565254,SUSANTA KUMAR MALLIK,01-Oct-2024 11:03 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,120,2563310,SWAPNAJIT BEHURA,30-Sep-2024 01:47 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,121,2564028,TARAPRASANNA PATI,30-Sep-2024 07:46 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,122,2564092,TUSHAR RANJAN NAYAK,30-Sep-2024 08:42 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
