Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,11,2060019,JYOTIN KUMAR SAHOO,25-Jan-2023 11:42 AM,Rejected-Finance,Not being L1 or L2,27-Apr-2023 12:47 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,12,2067480,MARUTI CONSTRUCTIONS,01-Feb-2023 03:39 PM,Rejected-Finance,Not being L1 or L2,27-Apr-2023 12:47 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,13,2059892,MESSERS BIRAJA ELECTRICAL AND CONSTRUCTION,24-Jan-2023 12:47 PM,Rejected-Finance,Not being L1 or L2,27-Apr-2023 12:47 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,14,2066537,MESSERS OMM SAI ELECTRICALS,31-Jan-2023 12:07 PM,Rejected-Finance,Not being L1 or L2,27-Apr-2023 12:47 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,15,2066652,M/S AJAY KUMAR DAS,31-Jan-2023 01:22 PM,Rejected-Finance,Not being L1 or L2,27-Apr-2023 12:47 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,16,2067346,M/S ASHRIBAD ENGINEERING,01-Feb-2023 12:47 PM,Rejected-Finance,Not being L1 or L2,27-Apr-2023 12:47 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,17,2060575,M/S D. P. ASSOCIATES,26-Jan-2023 09:26 PM,Rejected-Finance,Not being L1 or L2,27-Apr-2023 12:47 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,18,2067503,MS FAMOUS SECURITY SERVICE PROP-SARAT KUMAR BHUYAN,01-Feb-2023 02:43 PM,Rejected-Finance,Not being L1 or L2,27-Apr-2023 12:47 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,19,2060814,M/s Maheswari construction Pro-Amulya kumar sahoo,25-Jan-2023 11:21 AM,Rejected-Finance,Not being L1 or L2,27-Apr-2023 12:47 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,20,2067193,M/s Sahoo Enterprises,01-Feb-2023 04:04 PM,Rejected-Finance,Not being L1 or L2,27-Apr-2023 12:47 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,21,2060497,M/s SHIVOM ELECTRICALS AND ENGINEERING,24-Jan-2023 06:40 PM,Rejected-Finance,Not being L1 or L2,27-Apr-2023 12:47 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,22,2067558,M/S SHREE JAGANNATH POWER,01-Feb-2023 03:28 PM,Rejected-Finance,Not being L1 or L2,27-Apr-2023 12:47 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,23,2060506,M/S SOUDAMINI ELECTRICAL WORKS,24-Jan-2023 06:39 PM,Rejected-Finance,Not being L1 or L2,27-Apr-2023 12:47 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,24,2059653,M/s.TULSHI ENTERPRISES,24-Jan-2023 10:57 AM,Rejected-Finance,Not being L1 or L2,27-Apr-2023 12:47 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,25,2061193,RAJESH KUMAR SAHU,25-Jan-2023 03:15 PM,Rejected-Finance,Not being L1 or L2,27-Apr-2023 12:47 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,26,2058982,R.S. ENTERPRISE,23-Jan-2023 03:37 PM,Rejected-Finance,Not being L1 or L2,27-Apr-2023 12:47 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,27,2065864,SANSKRUTI ASSOCIATES PRIVATE LIMITED,30-Jan-2023 06:26 PM,Rejected-Finance,Not being L1 or L2,27-Apr-2023 12:47 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,28,2055871,SHIVASAKTI ENGINEERING AND CONSTRUCTION,31-Jan-2023 03:55 PM,Rejected-Finance,Not being L1 or L2,27-Apr-2023 12:47 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,29,2060057,SOUMIT PANDA,24-Jan-2023 02:02 PM,Rejected-Finance,Not being L1 or L2,27-Apr-2023 12:47 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,30,2063947,SRD ENERGY TREE PVT LTD,28-Jan-2023 10:45 PM,Rejected-Finance,Not being L1 or L2,27-Apr-2023 12:47 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,31,2061199,SURENDRA KUMAR AGRAWAL,25-Jan-2023 03:14 PM,Rejected-Finance,Not being L1 or L2,27-Apr-2023 12:47 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,32,2059339,TUSAR RANJAN PARIDA,23-Jan-2023 08:19 PM,Rejected-Finance,Not being L1 or L2,27-Apr-2023 12:47 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,33,2066285,UNIQUE INNOVATION,30-Jan-2023 08:13 PM,Rejected-Finance,Not being L1 or L2,27-Apr-2023 12:47 PM,,,,,,,,,,,,,,,,,,AOC
