S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,3279060,KAILASH CHANDRA NAIK,09-Dec-2025 08:53 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,03-Feb-2026 01:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,3294482,KHIRASINDHU SAHU,11-Dec-2025 10:22 AM,Rejected-AOC,NOT SELECTED IN LOTTERY,03-Feb-2026 01:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,3289383,KHUSBU AGRAWAL,10-Dec-2025 03:11 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,03-Feb-2026 01:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,3291598,KRISHNA BALLAV GOPAL,09-Dec-2025 04:28 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,03-Feb-2026 01:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,15,3291905,MAHENDRA NAIK,09-Dec-2025 04:20 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,03-Feb-2026 01:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,16,3294081,Manaranjan Behera,10-Dec-2025 08:24 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,03-Feb-2026 01:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,17,3294666,MANAS KUMAR BAG,11-Dec-2025 11:36 AM,Rejected-AOC,NOT SELECTED IN LOTTERY,03-Feb-2026 01:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,18,3289940,M/S DEBADATTA PATTNAIK,08-Dec-2025 04:39 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,03-Feb-2026 01:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,19,3293803,M/S SHREE SHYAM REALCON,10-Dec-2025 05:59 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,03-Feb-2026 01:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,20,3295154,PRAKASHINI PATTJOSHI,11-Dec-2025 03:15 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,03-Feb-2026 01:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,21,3292894,PRATAP KISHOR NAIK,10-Dec-2025 01:06 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,03-Feb-2026 01:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,22,3290939,RITANJALI PANDA,09-Dec-2025 09:06 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,03-Feb-2026 01:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,23,3293710,ROHAN KUMAR NAG,10-Dec-2025 05:22 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,03-Feb-2026 01:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,24,3293164,ROSAN PRADHAN,10-Dec-2025 01:59 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,03-Feb-2026 01:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,25,3294519,SANJIB KUMAR HOTA,11-Dec-2025 09:45 AM,Rejected-AOC,NOT SELECTED IN LOTTERY,03-Feb-2026 01:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,26,3293917,SASMITA MOHANTY,11-Dec-2025 12:05 AM,Rejected-AOC,NOT SELECTED IN LOTTERY,03-Feb-2026 01:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,27,3294938,SHIVRAM MEHER,11-Dec-2025 03:48 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,03-Feb-2026 01:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,28,3294542,SHREE BHAGWATI INFRA,11-Dec-2025 12:25 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,03-Feb-2026 01:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,29,3295202,S K CONSTRUCTION,11-Dec-2025 03:31 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,03-Feb-2026 01:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,30,3293973,Sobhabati Meher,10-Dec-2025 07:42 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,03-Feb-2026 01:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,31,3295235,SUBRAT KUMAR GOPAL,11-Dec-2025 03:45 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,03-Feb-2026 01:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,32,3292316,SUNITA NAIK,09-Dec-2025 07:51 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,03-Feb-2026 01:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
