Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2992373,GUPTESWAR KAND,07-Jul-2025 04:24 PM,Rejected-Finance,Through Transparent Lottery Process,08-Oct-2025 02:17 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2983151,KHIRASINDHU SAHU,08-Jul-2025 04:01 PM,Rejected-Finance,Through Transparent Lottery Process,08-Oct-2025 02:17 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2992649,KSHETRA SENAPATI,08-Jul-2025 12:37 PM,Rejected-AOC,Rejected through Transparent lottery process,05-Feb-2026 01:37 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2993465,LABENDRA BEHERA,08-Jul-2025 04:22 PM,Rejected-Finance,Through Transparent Lottery Process,08-Oct-2025 02:17 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2992727,Manaranjan Behera,08-Jul-2025 08:13 AM,Rejected-Finance,Through Transparent Lottery Process,08-Oct-2025 02:17 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2988854,MANINI MOHANTY,04-Jul-2025 11:53 PM,Rejected-Finance,Through Transparent Lottery Process,08-Oct-2025 02:17 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,17,2985744,"M/S SHIVANI INFRASTRUCTURE AND SUPPLIERS, PROP. YASH AGRAWAL",04-Jul-2025 07:42 AM,Rejected-Finance,Through Transparent Lottery Process,08-Oct-2025 02:17 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2984864,M/S SWARAJ TRADERS,02-Jul-2025 10:19 AM,Rejected-Finance,Through Transparent Lottery Process,08-Oct-2025 02:17 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2992083,PABITRA KUMAR CHANDUA,07-Jul-2025 02:03 PM,Accepted-AOC,Accepted through Transparent Lottery Process,05-Feb-2026 01:37 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2986342,PRADEEPTA KUMAR TRIPATHY,02-Jul-2025 03:42 PM,Rejected-Finance,Through Transparent Lottery Process,08-Oct-2025 02:17 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,21,2992576,PRAJNYA PRIYADARSHINI PANDA,07-Jul-2025 06:56 PM,Rejected-Finance,Through Transparent Lottery Process,08-Oct-2025 02:17 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,22,2992840,PRANITA PATRA,08-Jul-2025 03:32 PM,Rejected-Finance,Through Transparent Lottery Process,08-Oct-2025 02:17 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2991163,PRIYANKA AGRAWAL,06-Jul-2025 11:49 AM,Rejected-Finance,Through Transparent Lottery Process,08-Oct-2025 02:17 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2993307,Rajendra Dhar,08-Jul-2025 04:06 PM,Rejected-Finance,Through Transparent Lottery Process,08-Oct-2025 02:17 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2985895,Rasmita Pattnaik,02-Jul-2025 12:13 AM,Rejected-Finance,Through Transparent Lottery Process,08-Oct-2025 02:17 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,26,2990142,RATHA MEHER,08-Jul-2025 12:23 AM,Rejected-Finance,Through Transparent Lottery Process,08-Oct-2025 02:17 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2993201,RITESH RANJAN BARIK,08-Jul-2025 01:42 PM,Rejected-Finance,Through Transparent Lottery Process,08-Oct-2025 02:17 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2991197,ruturaj behera,06-Jul-2025 12:24 PM,Rejected-Finance,Through Transparent Lottery Process,08-Oct-2025 02:17 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2992192,SAMEEKSHYA PANDA,07-Jul-2025 07:00 PM,Rejected-Finance,Through Transparent Lottery Process,08-Oct-2025 02:17 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2986220,SARADA KUMARI RAO,03-Jul-2025 11:45 PM,Rejected-Finance,Through Transparent Lottery Process,08-Oct-2025 02:17 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2993310,SATGURU TRADERS,08-Jul-2025 03:14 PM,Rejected-Finance,Through Transparent Lottery Process,08-Oct-2025 02:17 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2988728,SHASHIRAM MANGARAJ,07-Jul-2025 06:55 PM,Rejected-Finance,Through Transparent Lottery Process,08-Oct-2025 02:17 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2991553,SHIBAM KUMAR AGRAWAL,08-Jul-2025 01:25 PM,Rejected-Finance,Through Transparent Lottery Process,08-Oct-2025 02:17 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,34,2990950,SOM PRAKASH PUROHIT,05-Jul-2025 11:15 PM,Rejected-Finance,Through Transparent Lottery Process,08-Oct-2025 02:17 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2992179,SOURAV KUMAR AGRAWAL,07-Jul-2025 05:05 PM,Rejected-Finance,Through Transparent Lottery Process,08-Oct-2025 02:17 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2993176,SRI.SUMAN KUMAR DAKUA,08-Jul-2025 01:25 PM,Rejected-Finance,Through Transparent Lottery Process,08-Oct-2025 02:17 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2991107,TIMNESH AGRAWAL,06-Jul-2025 11:13 AM,Rejected-Finance,Through Transparent Lottery Process,08-Oct-2025 02:17 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,38,2985562,TRILOCHAN MAHAPATRA,02-Jul-2025 12:21 PM,Rejected-Finance,Through Transparent Lottery Process,08-Oct-2025 02:17 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
