Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,3310343,KAMAL LOCHAN NAIK,17-Dec-2025 10:58 AM,Rejected-AOC,First Lowest,16-Feb-2026 02:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,3306538,LAXMI TRINATH CONSTRUCTION PRIVATE LIMITED,16-Dec-2025 02:53 PM,Rejected-AOC,First Lowest,16-Feb-2026 02:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,3303506,MANOJ KUMAR PRADHAN,15-Dec-2025 01:47 PM,Rejected-AOC,First Lowest,16-Feb-2026 02:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,3301165,MINAKHI PRASAD PANIGRAHI,17-Dec-2025 10:41 AM,Rejected-AOC,First Lowest,16-Feb-2026 02:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,15,3311298,Niranjan Sahu,17-Dec-2025 03:06 PM,Rejected-AOC,First Lowest,16-Feb-2026 02:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,16,3307230,PARAMJEET KAUR,16-Dec-2025 08:50 PM,Rejected-AOC,First Lowest,16-Feb-2026 02:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,17,3309050,PARESWAR PRADHANI,16-Dec-2025 09:53 PM,Rejected-AOC,First Lowest,16-Feb-2026 02:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,18,3307318,Rabinder Singh,16-Dec-2025 08:16 PM,Rejected-AOC,First Lowest,16-Feb-2026 02:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,19,3301337,REDDI SUNIL KUMAR,17-Dec-2025 11:00 AM,Rejected-AOC,First Lowest,16-Feb-2026 02:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,20,3311349,Sabita Senapati,17-Dec-2025 03:16 PM,Rejected-AOC,First Lowest,16-Feb-2026 02:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,21,3309472,SAMIT KUMAR TULO,16-Dec-2025 08:10 PM,Rejected-AOC,First Lowest,16-Feb-2026 02:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,22,3309327,SANGRAM KESHAR PATNAIK,16-Dec-2025 07:27 PM,Rejected-AOC,First Lowest,16-Feb-2026 02:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,23,3306582,Sanjay Kumar Panda,16-Dec-2025 02:36 PM,Rejected-Technical,Dis-Qualified as per DTCN,16-Feb-2026 01:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,24,3301438,SANTOSH DAS,17-Dec-2025 11:40 AM,Rejected-AOC,First Lowest,16-Feb-2026 02:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,25,3307977,Santosh Kumar Panigrahi,16-Dec-2025 09:09 PM,Rejected-AOC,First Lowest,16-Feb-2026 02:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,26,3310526,SARALA NANDI KISHORE,17-Dec-2025 01:34 PM,Rejected-AOC,First Lowest,16-Feb-2026 02:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,27,3301637,SASMITA PANDA,14-Dec-2025 06:15 PM,Rejected-AOC,First Lowest,16-Feb-2026 02:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,28,3305139,Simadri Trinath Rao,17-Dec-2025 01:03 PM,Rejected-AOC,First Lowest,16-Feb-2026 02:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,29,3309379,SOUBHAGYA SABAT,16-Dec-2025 07:42 PM,Rejected-AOC,First Lowest,16-Feb-2026 02:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,30,3300125,Suroj Behera,13-Dec-2025 07:36 PM,Rejected-Technical,Dis-Qualified as per DTCN,16-Feb-2026 01:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,31,3309187,SURYA DAS,16-Dec-2025 07:56 PM,Rejected-AOC,First Lowest,16-Feb-2026 02:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,32,3306173,TIRUPATI PRASAD PANIGRAHI,16-Dec-2025 06:57 PM,Accepted-AOC,First Lowest and awarded through transparent lottery system,16-Feb-2026 02:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,33,3310820,TOOFAN KESHARI SAHU,17-Dec-2025 01:05 PM,Rejected-AOC,First Lowest,16-Feb-2026 02:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,34,3305995,TRINATH NAIK,16-Dec-2025 09:47 AM,Rejected-AOC,First Lowest,16-Feb-2026 02:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
