Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
,,,,,,,,,,,,,,,11,2966172,BISWAJIT MALLICK,15-Jun-2025 11:53 AM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,12,2965708,DEBASIS DAS,13-Jun-2025 03:21 PM,Rejected-Technical,disqualifiedd,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,13,2969256,DEBASISH LENKA,16-Jun-2025 04:43 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,14,2968564,DEBASMITA KHANDUAL,16-Jun-2025 01:41 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,15,2968276,DILLIP KUMAR PARIJA,16-Jun-2025 11:30 AM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,16,2968733,DIPTI RANJAN BALIARSINGH,16-Jun-2025 01:02 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,17,2963138,DIPTIRANJAN SWAIN,14-Jun-2025 12:30 AM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,18,2962173,DURGABATI PRADHAN,11-Jun-2025 06:44 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,19,2966879,Gopal Prasad Das,15-Jun-2025 01:09 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,20,2966297,GORACHAND PATRA,14-Jun-2025 05:33 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,21,2966595,HEMANTA DALEI,14-Jun-2025 01:41 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,22,2968745,ISHA SAMAL,16-Jun-2025 01:05 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,23,2965206,JAYARAM BEHERA,16-Jun-2025 02:29 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,24,2966522,JAYASHREE SWAIN,14-Jun-2025 11:57 AM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,25,2966774,JHUNULATA MUDULI,14-Jun-2025 04:47 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,26,2969783,JNANENDRA KUMAR SWAIN,16-Jun-2025 05:12 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,27,2961422,KARUNAKAR BEHERA,11-Jun-2025 02:11 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,28,2968805,KRUSHNA CHANDRA SWAIN,16-Jun-2025 03:15 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,29,2966986,LAXMIPRIYA SWAIN,15-Jun-2025 12:50 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,30,2964839,L M ASSOCIATES,12-Jun-2025 09:20 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,31,2965445,MADHUSMITA DAS,13-Jun-2025 12:57 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,32,2967446,MANAS LENKA,15-Jun-2025 04:19 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,33,2968112,MIR LATIFUR REHAMAN,16-Jun-2025 01:10 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,34,2968328,NAGENDRA JENA,16-Jun-2025 02:08 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,35,2964770,NIHAR RANJAN SAHOO,13-Jun-2025 09:15 AM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,36,2960657,PADMALOCHAN PRADHAN,11-Jun-2025 08:48 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,37,2957262,PITABAS JENA,11-Jun-2025 06:01 PM,Accepted-AOC,Selected through Lottery,17-Feb-2026 12:10 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,38,2969490,PRABIR MALIK,16-Jun-2025 04:02 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,39,2968687,PRAKASH CHANDRA SWAIN,16-Jun-2025 12:53 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,40,2968004,PRASANA KUMAR SWAIN,16-Jun-2025 12:11 AM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,41,2968615,PRATISHRUTI PRIYADARSHINI,16-Jun-2025 12:42 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,42,2966825,PRIYABRATA KANUNGO,14-Jun-2025 06:14 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,43,2962114,RASHMI RANJAN SWAIN,11-Jun-2025 06:19 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,44,2969036,REETANJALI MOHANTY,16-Jun-2025 02:02 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,45,2968732,SACHIN SAHOO,16-Jun-2025 01:14 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,46,2964299,SAGARIKA MOHANTY,14-Jun-2025 12:55 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,47,2967256,SAMBHAB SAMANTRAY,15-Jun-2025 11:49 AM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,48,2965276,SAMIR KUMAR PATTANAYAK,16-Jun-2025 11:32 AM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,49,2968796,SANGRAM MALLICK,16-Jun-2025 01:26 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,50,2965471,SANJEEB KUMAR BISWAL,13-Jun-2025 01:06 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,51,2964662,SASIBHUSAN JENA,12-Jun-2025 06:47 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,52,2965263,SASMITA DAS,13-Jun-2025 12:50 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,53,2967165,SATYAJIT BISWAL,15-Jun-2025 08:53 AM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,54,2966180,SAUMYA RANJAN SWAIN,15-Jun-2025 11:31 AM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,55,2959394,SMRUTI RANJAN MOHANTY,15-Jun-2025 07:36 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,56,2969243,smruti ranjan senapati,16-Jun-2025 02:53 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,57,2956503,SRIKANTA SWAIN,16-Jun-2025 11:47 AM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,58,2966088,Sri Sisir Mallick,16-Jun-2025 12:36 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,59,2968474,SUBASH CHANDRA SAHOO,16-Jun-2025 12:32 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,60,2958395,SUDARSAN JENA,10-Jun-2025 08:15 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,61,2968612,SUDIPTA SUBHADARSHI NANDA,16-Jun-2025 02:55 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,62,2963778,sumanta kumar mohanty,13-Jun-2025 04:57 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,63,2966603,suresh chandra swain,15-Jun-2025 08:03 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,64,2961134,SUSANTA KUMAR SAHOO,12-Jun-2025 08:00 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,65,2968529,SUSHREE ANARKALI,16-Jun-2025 12:28 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,66,2966675,SWAPNA BIJAYINI MOHANTY,14-Jun-2025 01:44 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,67,2969303,TAPAN KUMAR JENA,16-Jun-2025 03:12 PM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,68,2966495,TATHAGATA SUBUDHI,14-Jun-2025 11:40 AM,Rejected-Technical,disqualified,28-Jul-2025 06:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
