Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,2714764,Rishab parida,28-Dec-2024 01:24 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,2759249,ROHIT KUMAR SAHU,17-Jan-2025 01:32 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,2748471,rusiraj pattanayak,14-Jan-2025 11:10 AM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,2712314,SAGAR SHAW,26-Dec-2024 03:12 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,2709069,SANKAR PALBABU,23-Dec-2024 09:01 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,2757339,SARAT KUMAR SAMAL,17-Jan-2025 08:01 AM,Rejected-Technical,As per approval of Technical bid,20-Feb-2025 04:56 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,2714087,SATISH KUMAR,30-Dec-2024 08:54 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,2756611,SATYAJIT BAUG,16-Jan-2025 06:45 PM,Rejected-Technical,As per approval of Technical bid.,20-Feb-2025 04:56 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,2704254,SATYANARAYAN DAS,24-Dec-2024 11:43 AM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,2708021,SATYARANJAN SAHU,23-Dec-2024 01:46 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,2717648,Shantanu Maity,30-Dec-2024 06:06 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,2710955,SHIBASHANKAR SENAPATI,26-Dec-2024 02:59 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,2695421,SHREYANSH MALLICK,13-Dec-2024 06:25 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,2716530,SOUMYA RANJAN MISHRA,30-Dec-2024 11:33 AM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,2730402,SOUMYARANJAN PAUL,05-Jan-2025 02:17 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,2710947,SOUMYA SAMIT JENA,26-Dec-2024 01:43 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,2712879,SRI ABHIJEET SHAW,26-Dec-2024 07:10 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,2751808,SRI HEMANANDA SAHOO,15-Jan-2025 02:28 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,2747096,SRI RAJAT KUMAR BISWAL,13-Jan-2025 08:38 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,2745280,SUBHAM KUMAR SAHU,12-Jan-2025 08:43 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,2716457,SUBHENDU KUMAR PANDA,30-Dec-2024 10:55 AM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,2714573,SUBRAT JENA,28-Dec-2024 10:45 AM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,2759687,SUBRAT KUMAR GHOSH,17-Jan-2025 02:35 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,2751092,SUDAM KUMAR SAHU,17-Jan-2025 12:32 AM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,2717360,SUMAN KUMAR SAHU,30-Dec-2024 03:52 PM,Accepted-AOC,Awarded,25-Feb-2026 11:25 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,2696452,SUNIMA LENKA,15-Dec-2024 12:04 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,2716682,SURATHA SAHU,14-Jan-2025 08:53 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,2757982,SUVAJIT CHOUDHURY,17-Jan-2025 12:34 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,2721586,TAPASH KUMAR SAHU,02-Jan-2025 09:25 AM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,2758420,TARUN KUMAR BEHERA,17-Jan-2025 10:56 AM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,2744827,TARUN MOHANTY,17-Jan-2025 12:06 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,2714061,UDESH PANDA,27-Dec-2024 06:41 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,2749018,Umakanta Prusty,15-Jan-2025 12:49 PM,Rejected-Finance,As per approval of Financial Bid.,18-Mar-2025 05:19 PM,,,,,,,,,,,,,,AOC
