Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3231441,Chiranjib Nayak,17-Nov-2025 12:24 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3230202,DHANANJAY MASANTA,16-Nov-2025 09:00 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3196058,Dibya Ranjan Dey,08-Nov-2025 08:47 AM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3232817,Dibyasingha Majhi,17-Nov-2025 04:16 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3212203,Gourahari Sahoo,11-Nov-2025 01:03 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3213148,Jitendralal Sahoo,11-Nov-2025 03:28 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3227416,JULKAR RAHEMAN KHAN,15-Nov-2025 01:51 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3232045,JYOTI PRAKASH JENA,17-Nov-2025 02:10 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3222023,JYOTIRMAYA NAYAK,13-Nov-2025 05:00 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3231829,KAIBALYA KANIKA,17-Nov-2025 01:23 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3193998,Kalyani Samal,07-Nov-2025 03:00 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3227185,KIRTI BHUSAN SETHI,16-Nov-2025 11:42 AM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3226571,KISHORE KUMAR MOHANTY,15-Nov-2025 10:40 AM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3231517,KUMAR GOURAB MAHARANA,17-Nov-2025 12:38 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3231740,LWEET PATTANAYAK,17-Nov-2025 01:04 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3203846,MANA MISHRA,13-Nov-2025 07:31 AM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3225121,Manash Panigrahi,14-Nov-2025 05:47 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,3231243,Milan Das,17-Nov-2025 11:44 AM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,3231908,M/S RANJAN KUMAR BEHERA,17-Nov-2025 01:33 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,3226853,M/S SHESHANTA RANJAN NATHSHARMA,15-Nov-2025 12:07 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,3232577,M/S SIDHARTH KUMAR SAMAL,17-Nov-2025 03:37 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,3231449,NIRANJAN DAS,17-Nov-2025 12:24 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3229723,NITYA PRAKASH ROUT,16-Nov-2025 07:25 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,3231583,Papu Mohapatra,17-Nov-2025 12:43 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3206962,PRADEEP KUMAR BEHERA,14-Nov-2025 07:39 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3231805,PRASANTA KUMAR LENKA,17-Nov-2025 01:19 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,3231214,PRASANTA KUMAR ROUT,17-Nov-2025 12:16 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,3231200,PRATIPARNA PARAKRANTA NAYAK,17-Nov-2025 01:02 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,3230386,Pratyusha Panda,16-Nov-2025 11:45 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,3232443,PRAVAS KUMAR SAMAL,17-Nov-2025 03:39 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,3232609,PRITIRANJAN BISWAL,17-Nov-2025 03:55 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,3229026,Raj Ranjan Das,17-Nov-2025 03:28 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,3227236,RAKESH KUMAR GHADAI,15-Nov-2025 01:14 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,3231730,RAKESH KUMAR SAHOO,17-Nov-2025 01:03 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,3232232,RAKESH RANJAN BHOI,17-Nov-2025 02:26 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,3225734,Rishab parida,14-Nov-2025 07:11 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,3231837,RUTUPARNA BISWAL,17-Nov-2025 01:20 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,3219386,SAMBIT TRIPATHY,12-Nov-2025 09:46 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,3232180,SAMRAT KUMAR BEHERA,17-Nov-2025 02:50 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,3230751,SANTOSH KUMAR MOHAPATRA,17-Nov-2025 02:09 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,3214522,SARASWAT MISHRA,14-Nov-2025 10:22 AM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,3230038,SATYABRATA MISHRA,16-Nov-2025 08:54 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,3187997,Saumitra Ranjan Nayak,06-Nov-2025 11:56 AM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,3221031,Shantanu Maity,13-Nov-2025 03:42 PM,Accepted-AOC,awarded,18-May-2026 04:08 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,3232056,SMRUTI RANJAN BEURIA,17-Nov-2025 01:58 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,3231676,SOMALISHA DAS (S.C.),17-Nov-2025 12:56 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,3197191,SOUMYA RANJAN MISHRA,08-Nov-2025 01:33 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,3232348,Sudhakar Nayak,17-Nov-2025 02:49 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,3228291,SUJAYA KUMAR NAYAK,15-Nov-2025 07:11 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,3223004,SUKTI MAHAPATRA,13-Nov-2025 11:10 PM,Rejected-Finance,defeated in transparent lottery,02-Feb-2026 01:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
