Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,11,3153508,AVINASH PATTANAYAK,26-Oct-2025 12:01 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,12,3149411,BALADEVJEW CONSTRUCTIONS PRIVATE LIMITED,24-Oct-2025 06:29 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,13,3156880,BHABANI PRASAD NAYAK,27-Oct-2025 12:34 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,14,3158331,BIBEKANANDA MISHRA,27-Oct-2025 12:20 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,15,3153192,BIBHU BHUSAN DALAI,26-Oct-2025 07:25 AM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,16,3158840,BISHNU CHARAN ROUT,27-Oct-2025 01:29 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,17,3155795,BISWAJIT SAHOO,27-Oct-2025 12:27 AM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,18,3150506,BISWAJIT SAHOO,25-Oct-2025 02:00 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,19,3154645,DEEPTI RANJAN PANDA,27-Oct-2025 12:15 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,20,3146298,DILLIP MOHAPATRA,23-Oct-2025 05:43 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,21,3157475,Diptimayee Mohapatra,27-Oct-2025 10:34 AM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,22,3151215,GAYATRI CONSTRUCTION,27-Oct-2025 04:12 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,23,3156310,HEMANTA KUMAR MALIK,26-Oct-2025 10:29 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,24,3149487,LALATENDU MOHAPATRA,24-Oct-2025 06:57 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,25,3147980,MAA CONSTRUCTION,27-Oct-2025 03:11 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,26,3157099,MAHABIR PRASAD,27-Oct-2025 08:14 AM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,27,3148924,MANORANJAN ROUT,24-Oct-2025 04:18 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,28,3159664,M/S MONALISA SASMAL,27-Oct-2025 04:08 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,29,3158982,M/S POWER POINT ENGINEERING PRIVATE LIMITED,27-Oct-2025 01:37 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,30,3150708,M/S PRALAYA SAMAL,25-Oct-2025 12:26 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,31,3156877,NIHAR RANJAN NAYAK,27-Oct-2025 04:48 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,32,3147205,NIRMALYA SENAPATI,24-Oct-2025 08:54 AM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,33,3152918,NIROJ NALINI PANDA,27-Oct-2025 12:44 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,34,3151734,OMM PRAKASH PRUSTY,27-Oct-2025 07:29 AM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,35,3147429,Pabitra Jena,25-Oct-2025 07:36 AM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,36,3155068,PABITRA MOHANTY,26-Oct-2025 06:11 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,37,3160028,PRADIPTA KUMAR SETHY,27-Oct-2025 04:29 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,38,3152736,PRADYUMNA KUMAR MISHRA,26-Oct-2025 08:13 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,39,3153366,PRAGNYAJIT NAYAK,27-Oct-2025 04:07 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,40,3151815,PRAJNA PRAGLAVA PAIKRAY,27-Oct-2025 12:31 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,41,3154548,PRAJYOLITA NAYAK,26-Oct-2025 02:01 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,42,3151058,PRATIK NAYAK,25-Oct-2025 01:46 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,43,3148740,PRATYUSA KUMAR DAS,24-Oct-2025 07:50 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,44,3144073,PRIYATOSH NAYAK,22-Oct-2025 08:27 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,45,3158120,RAJENDRA KUMAR NAYAK,27-Oct-2025 01:33 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,46,3147957,RAJENDRA NARAYAN NAYAK,24-Oct-2025 03:43 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,47,3153322,RAJESH KUMAR JENA,26-Oct-2025 11:39 AM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,48,3143646,RAJESH PATRA,22-Oct-2025 06:41 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,49,3150536,RAJIBA KUMAR GAHAN,26-Oct-2025 08:45 AM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,50,3150945,RG SARADA PRASANNA MOHAPATRA,25-Oct-2025 01:52 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,51,3159127,RUPALI ROY,27-Oct-2025 01:51 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,52,3141074,SAMRAT KUMAR BEHERA,21-Oct-2025 11:47 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,53,3155207,SARADA PRASAD SAMAL,26-Oct-2025 05:39 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,54,3138926,Sarala Prasad Das,21-Oct-2025 09:49 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,55,3159381,SATYABRATA MANIK,27-Oct-2025 02:46 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,56,3153928,SATYABRATA SAMAL,27-Oct-2025 11:35 AM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,57,3151771,SATYAJIT MALLICK,26-Oct-2025 09:53 AM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,58,3157721,SATYAJIT SAMAL,27-Oct-2025 04:04 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,59,3157443,SATYAPRAKASH SETHY,27-Oct-2025 01:58 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,60,3144432,SAUMYARANJAN KHUNTIA,25-Oct-2025 09:13 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
