S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,3428036,JITENDRA BARIHA,12-Mar-2026 08:17 PM,Rejected-Finance,NOT WINE THE LOTTERY,06-May-2026 09:25 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,3427835,MAA MANGALA TRADERS,11-Mar-2026 09:16 PM,Rejected-Finance,NOT WINE THE LOTTERY,06-May-2026 09:25 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,3427660,MALATI BAG,11-Mar-2026 06:34 PM,Rejected-Finance,NOT WINE THE LOTTERY,06-May-2026 09:25 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,3428445,MANJU AGRAWL,12-Mar-2026 02:23 PM,Rejected-Finance,NOT WINE THE LOTTERY,06-May-2026 09:25 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,15,3425834,manorama sahu,10-Mar-2026 08:06 PM,Rejected-Finance,NOT WINE THE LOTTERY,06-May-2026 09:25 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,16,3429078,MURARI PRASAD MISHRA,12-Mar-2026 08:15 PM,Rejected-Finance,NOT WINE THE LOTTERY,06-May-2026 09:25 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,17,3428604,NANDA KISHOR AGRAWAL,12-Mar-2026 08:13 PM,Rejected-Finance,NOT WINE THE LOTTERY,06-May-2026 09:25 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,18,3423520,Naroj Kumar Kheti,08-Mar-2026 09:14 PM,Rejected-Finance,NOT WINE THE LOTTERY,06-May-2026 09:25 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,19,3428096,NETRANANDA MAJHI,12-Mar-2026 03:07 PM,Rejected-Finance,NOT WINE THE LOTTERY,06-May-2026 09:25 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,20,3429082,NIRMALA BEHERA,12-Mar-2026 08:32 PM,Rejected-Finance,NOT WINE THE LOTTERY,06-May-2026 09:25 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,21,3428283,PANKAJ SAHU,12-Mar-2026 12:17 PM,Rejected-Finance,NOT WINE THE LOTTERY,06-May-2026 09:25 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,22,3429072,PARAME ADJUAD,12-Mar-2026 08:26 PM,Rejected-Finance,NOT WINE THE LOTTERY,06-May-2026 09:25 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,23,3427771,PRITI AGRAWAL,12-Mar-2026 03:02 PM,Rejected-Finance,NOT WINE THE LOTTERY,06-May-2026 09:25 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,24,3428299,RAMAKANTA PATTANAIK,12-Mar-2026 07:23 PM,Rejected-Finance,NOT WINE THE LOTTERY,06-May-2026 09:25 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,25,3428260,RAMESH BEHERA,12-Mar-2026 12:22 PM,Rejected-Finance,NOT WINE THE LOTTERY,06-May-2026 09:25 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,26,3424936,REBATI SAHU,10-Mar-2026 07:41 AM,Rejected-Finance,NOT WINE THE LOTTERY,06-May-2026 09:25 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,27,3425592,ROSHNI AGRAWAL,10-Mar-2026 04:26 PM,Rejected-Finance,NOT WINE THE LOTTERY,06-May-2026 09:25 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,28,3426606,SATYABHAMA BEHERA,11-Mar-2026 08:26 PM,Rejected-Finance,NOT WINE THE LOTTERY,06-May-2026 09:25 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,29,3429219,SATYABRAT BRAHMA,12-Mar-2026 11:01 PM,Rejected-Finance,NOT WINE THE LOTTERY,06-May-2026 09:25 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,30,3428072,SIMA BEHERA,12-Mar-2026 08:36 PM,Rejected-Finance,NOT WINE THE LOTTERY,06-May-2026 09:25 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,31,3428417,SUDHAMAYEE SAHU,12-Mar-2026 07:01 PM,Rejected-Finance,NOT WINE THE LOTTERY,06-May-2026 09:25 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,32,3429343,SURESH CHANDRA BHOI,13-Mar-2026 10:18 AM,Rejected-Finance,NOT WINE THE LOTTERY,06-May-2026 09:25 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,33,3428966,SWARNALATA SAHU,12-Mar-2026 07:48 PM,Rejected-Finance,NOT WINE THE LOTTERY,06-May-2026 09:25 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,34,3428972,TARUN KUMAR BEHERA,12-Mar-2026 08:52 PM,Rejected-Finance,NOT WINE THE LOTTERY,06-May-2026 09:25 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
