Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,3350800,Hemanta Prusty,11-Jan-2026 02:04 PM,Rejected-AOC,Unsuccessful in transparent lottery,12-May-2026 09:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,3351053,Jubaranjan Panda,11-Jan-2026 09:51 PM,Rejected-AOC,Unsuccessful in transparent lottery,12-May-2026 09:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,3351521,LALIT NARAYAN LENKA,12-Jan-2026 01:18 PM,Accepted-AOC,Winner of the transparent lottery and work has been awarded,12-May-2026 09:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,3350725,Laxmikant Rout,11-Jan-2026 12:20 PM,Rejected-AOC,Unsuccessful in transparent lottery,12-May-2026 09:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,15,3351102,Liizarani Baral,12-Jan-2026 02:09 PM,Rejected-AOC,Unsuccessful in transparent lottery,12-May-2026 09:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,16,3351089,NIRANJAN DALEI,12-Jan-2026 08:49 AM,Rejected-AOC,Unsuccessful in transparent lottery,12-May-2026 09:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,17,3347773,Priyadarshi Chandrasekhar Raman,09-Jan-2026 11:58 AM,Rejected-AOC,Unsuccessful in transparent lottery,12-May-2026 09:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,18,3350434,PRIYA RANJAN BISWAL,10-Jan-2026 02:49 PM,Rejected-AOC,Unsuccessful in transparent lottery,12-May-2026 09:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,19,3343800,Pulak Kumar Mishra,07-Jan-2026 11:30 AM,Rejected-AOC,Unsuccessful in transparent lottery,12-May-2026 09:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,20,3350249,Rajesh Kumar Sahoo,09-Jan-2026 09:30 PM,Rejected-AOC,Unsuccessful in transparent lottery,12-May-2026 09:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,21,3350715,RAMACHANDRA DHIR,11-Jan-2026 10:32 AM,Rejected-AOC,Unsuccessful in transparent lottery,12-May-2026 09:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,22,3349705,RONAK MOHARANA,10-Jan-2026 11:23 PM,Rejected-Finance,Reject due to tender premium less than 14.99 percent,12-May-2026 09:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,23,3350292,Sailaja Sankar Bhanja,10-Jan-2026 11:05 AM,Rejected-AOC,Unsuccessful in transparent lottery,12-May-2026 09:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,24,3349465,Sai Shakti Mohanty,09-Jan-2026 01:43 PM,Rejected-AOC,Unsuccessful in transparent lottery,12-May-2026 09:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,25,3350955,Sai Swetapadma Singh,11-Jan-2026 07:39 PM,Rejected-AOC,Unsuccessful in transparent lottery,12-May-2026 09:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,26,3350185,SAMBIT KUMAR SWAIN,09-Jan-2026 06:53 PM,Rejected-AOC,Unsuccessful in transparent lottery,12-May-2026 09:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,27,3347284,Sanjay Kumar Baisak,07-Jan-2026 08:32 AM,Rejected-AOC,Unsuccessful in transparent lottery,12-May-2026 09:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,28,3351894,SANJEEB KUMAR BEHERA,12-Jan-2026 03:52 PM,Rejected-AOC,Unsuccessful in transparent lottery,12-May-2026 09:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,29,3351986,SANTOSH PATTANAIK,12-Jan-2026 04:36 PM,Rejected-AOC,Unsuccessful in transparent lottery,12-May-2026 09:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,30,3350287,Sasanka Kumar Behera,10-Jan-2026 10:39 AM,Rejected-AOC,Unsuccessful in transparent lottery,12-May-2026 09:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,31,3345932,SASWAT KUMAR BALSAMANT,06-Jan-2026 06:11 PM,Rejected-AOC,Unsuccessful in transparent lottery,12-May-2026 09:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,32,3351659,SKYLAQ INFRATECH PRIVATE LIMITED,12-Jan-2026 04:35 PM,Rejected-AOC,Unsuccessful in transparent lottery,12-May-2026 09:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,33,3351176,SMRUTI RANJAN MOHANTY,12-Jan-2026 09:47 AM,Rejected-AOC,Unsuccessful in transparent lottery,12-May-2026 09:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,34,3347456,SMT. SWARNAPRAVA MOHAPATRA,07-Jan-2026 11:59 AM,Rejected-AOC,Unsuccessful in transparent lottery,12-May-2026 09:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,35,3343722,SUBHASISH BEHERA,03-Jan-2026 07:47 PM,Rejected-AOC,Unsuccessful in transparent lottery,12-May-2026 09:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,36,3351255,Sujit Kumar Pattanaik,12-Jan-2026 11:17 AM,Rejected-AOC,Unsuccessful in transparent lottery,12-May-2026 09:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,37,3351768,Suraj Pratap Singh,12-Jan-2026 02:54 PM,Rejected-AOC,Unsuccessful in transparent lottery,12-May-2026 09:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,38,3350320,Suvendu Kumar Satapathy,10-Jan-2026 12:31 PM,Rejected-AOC,Unsuccessful in transparent lottery,12-May-2026 09:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,39,3350742,Tapas Ranjan Dalai,11-Jan-2026 12:13 PM,Rejected-AOC,Unsuccessful in transparent lottery,12-May-2026 09:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,40,3351990,Tarini Prasad Sahoo,12-Jan-2026 04:37 PM,Rejected-AOC,Unsuccessful in transparent lottery,12-May-2026 09:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
