Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3179732,BYASADEBA SAHU,04-Nov-2025 06:15 PM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3170875,DOLAMANI CHOUDHURY,31-Oct-2025 10:34 PM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3191244,GHANASHYAM SAHU,07-Nov-2025 11:39 AM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3182499,GUPTESWAR KAND,04-Nov-2025 09:10 PM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3193042,HITESH KUMAR SHARMA,07-Nov-2025 04:36 PM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3180615,Jagnyasen Panda,05-Nov-2025 01:29 AM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3193618,KESHAV SHARMA,07-Nov-2025 02:08 PM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3194328,Madan Nayak,07-Nov-2025 04:31 PM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3190412,MEENA DEVI,06-Nov-2025 09:27 PM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3182087,M/s BHARAT BHUSHAN GAHIR,06-Nov-2025 02:09 AM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3171798,NEMICHAND AGRAWAL,04-Nov-2025 04:00 PM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3181723,Omprasad Sahu,07-Nov-2025 10:23 AM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3191586,PARAMANANDA SAHU,06-Nov-2025 09:47 PM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3194241,PRAKASHINI PATTJOSHI,07-Nov-2025 03:58 PM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3193687,PRATAP KISHOR NAIK,07-Nov-2025 04:48 PM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3191469,PRINCE KUMAR GUPTA,07-Nov-2025 12:36 PM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3193352,RADHAKANTA SETH,07-Nov-2025 01:26 PM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,3176450,RAJESH DAS,05-Nov-2025 11:12 AM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,3186216,RANKANIDHI MEHER,06-Nov-2025 06:24 PM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,3190795,SANJEEB KUMAR AGRAWAL,07-Nov-2025 06:59 AM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,3190848,SANTANU SWAIN,07-Nov-2025 12:29 AM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,3185406,SARITA SAHOO,07-Nov-2025 10:24 AM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3173001,SAROJ KANTA NAIK,06-Nov-2025 10:08 AM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,3178604,SHASHI BHUSAN PRAHARAJ,04-Nov-2025 11:30 PM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3191239,SITESH KUMAR NAHAK,06-Nov-2025 11:40 PM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3192549,SRIKANTA KUMAR,07-Nov-2025 03:15 PM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,3194033,SUDHANSU SEKHAR BEHERA,07-Nov-2025 02:55 PM,Rejected-Technical,Non Qualified,19-Jan-2026 04:21 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,3181926,SURENDRA KUMAR RANA,06-Nov-2025 12:21 AM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,3181889,TANKADHAR MEHER,05-Nov-2025 12:18 PM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,3183430,TAPAN SAHU,05-Nov-2025 11:27 AM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,3187749,TULASIRAM SAHU,07-Nov-2025 11:27 AM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,3184470,UPENDRA KUMAR BHOI,05-Nov-2025 10:57 PM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,3191016,VIVEK KUMAR AGRAWAL,07-Nov-2025 05:46 AM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 04:29 PM,AOC
