Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3118746,BICHITRA NANDA DAS,09-Oct-2025 09:47 AM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3110977,CHITTARANJAN ROUT,05-Oct-2025 03:23 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3112186,DEBASHISH DAS,06-Oct-2025 01:30 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3101168,DILLIP KUMAR BEHERA,26-Sep-2025 04:53 PM,Rejected-AOC,LL,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3119535,GANESWAR SAMAL,09-Oct-2025 01:36 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3102841,GITANJALI PADHIARY,29-Sep-2025 04:27 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3112688,GOLAKHA CHANDRA RATH,06-Oct-2025 04:39 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3108664,JAGANNATH HEMBRAM,05-Oct-2025 07:59 AM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3119306,JAYANTA KUMAR BAL,09-Oct-2025 12:59 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3112426,Jyoti Ranjan Biswal,06-Oct-2025 02:50 PM,Rejected-Technical,Disqualified,24-Nov-2025 01:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3115291,KARAM BIR JENA,08-Oct-2025 06:29 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3120471,KIREN KUMAR BARIK,09-Oct-2025 04:45 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3090979,KISHORE KUMAR MUDULI,20-Sep-2025 05:06 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3110769,Laxman Dhinda,05-Oct-2025 01:07 PM,Accepted-AOC,W,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3099532,laxmipriya mohapatra,24-Sep-2025 11:17 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3112334,M/S.BISHNUPRIYA CONSTRUCTION,06-Oct-2025 02:11 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3117826,M/S SHREE TRADERS,08-Oct-2025 08:42 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,3120443,NIBEDITA MOHAPATRA,09-Oct-2025 04:41 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,3110335,NIHAR RANJAN PATTANAIK,05-Oct-2025 12:39 AM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,3119741,NIRANJAN MUDULI,09-Oct-2025 02:27 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,3105119,NIRUPAMA BEHERA,01-Oct-2025 10:15 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,3110515,NIRUPAMA SETHI,05-Oct-2025 11:24 AM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3111942,NITIN KUMAR PRADHAN,06-Oct-2025 12:06 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,3102087,OMM DEVELOPER AND SERVICES,28-Sep-2025 05:39 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3101068,PABITRA KUMAR SETHY,04-Oct-2025 04:42 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3111156,PRABODH KUMAR PRUSTY,06-Oct-2025 04:41 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,3106529,PRADYUMNA KUMAR MISHRA,03-Oct-2025 07:15 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,3111339,PRAHALLAD BEHERA,05-Oct-2025 07:47 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,3115150,PRAKASH CHANDRA BHUYAN,07-Oct-2025 09:33 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,3111332,PRAMOD KUMAR NAYAK,05-Oct-2025 07:42 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,3102817,"PRASANTA KUMAR MAHARANA,PROP.-SAI SWOSTIK ENTERPRISES",04-Oct-2025 12:07 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,3110500,PRASUNA PASAYAT,05-Oct-2025 07:25 PM,Rejected-Technical,Disqualified,24-Nov-2025 01:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,3103335,PRATAP KUMAR JENA,08-Oct-2025 07:18 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,3105800,PRATAP KUMAR ROUT,02-Oct-2025 06:03 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,3102069,RAJIB KUMAR PRADHAN,28-Sep-2025 05:25 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,3109718,RAJIB PATTNAIK,04-Oct-2025 04:33 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,3109587,RANJIT KUMAR SETHI,04-Oct-2025 04:26 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,3112120,RASHMIRANJAN LENKA,06-Oct-2025 12:52 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,3101919,SANJAY KUMAR DALAI,29-Sep-2025 04:51 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,3111119,"SARAT KUMAR SAHOO, PROP.- S S BUILDCON",05-Oct-2025 05:16 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,3111481,SEPHALI NAYAK,05-Oct-2025 09:21 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,3112059,SHARAT CHANDRA BISWAL,06-Oct-2025 12:50 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,3112572,SIDHARTHA BISSOYI,06-Oct-2025 03:55 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,3099625,SMT. RINA RANI ROUT,25-Sep-2025 08:46 AM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,3112223,SOUMYA RANJAN SAHOO,06-Oct-2025 01:35 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,3110655,Sri Baikuntha Nath Das,05-Oct-2025 06:48 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,3109292,SRIKANT RANJAN SAHOO,04-Oct-2025 06:54 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,3109995,Sri Nilamadhab Khuntia,04-Oct-2025 06:29 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,3092212,SUJATA PRUSTY,21-Sep-2025 01:30 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,3111370,SURENDRA SETHI,05-Oct-2025 08:03 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,3104407,SURESH KUMAR BARIK,01-Oct-2025 02:15 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,3101189,SUSHIL KUMAR SWAIN,26-Sep-2025 05:27 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,3111016,SUSILA KUMAR DASH,05-Oct-2025 03:59 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,3118967,TUSAR KANTI HARICHANDAN,09-Oct-2025 11:39 AM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,3112558,YUDHISTHIRA PANDA,06-Oct-2025 03:52 PM,Rejected-AOC,L,12-Mar-2026 06:02 PM,,,,,,,AOC
