Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,11,3411048,GHANASHYAMA BISOYI,25-Feb-2026 01:18 PM,Rejected-AOC,Rejected in lottery,30-Mar-2026 05:19 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,12,3411100,GOPALCHEETY PAVANI,25-Feb-2026 01:35 PM,Rejected-AOC,Rejected in lottery,30-Mar-2026 05:19 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,13,3410682,GOURI PRASAD PATRO,25-Feb-2026 10:09 AM,Rejected-AOC,Rejected in lottery,30-Mar-2026 05:19 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,14,3410348,HATIA ROUT,25-Feb-2026 11:23 AM,Rejected-AOC,Rejected in lottery,30-Mar-2026 05:19 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,15,3410319,JAGANNATH DHALI,24-Feb-2026 07:21 PM,Rejected-AOC,Rejected in lottery,30-Mar-2026 05:19 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,16,3411288,JITENDRA KUMAR JENA,25-Feb-2026 02:47 PM,Rejected-AOC,Rejected in lottery,30-Mar-2026 05:19 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,17,3410331,KUSHA SAHU,24-Feb-2026 07:22 PM,Rejected-AOC,Rejected in lottery,30-Mar-2026 05:19 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,18,3410634,LADU KISHORE NAYAK,25-Feb-2026 08:35 AM,Rejected-AOC,Rejected in lottery,30-Mar-2026 05:19 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,19,3407789,LAXMI NARAYAN BISSOI,23-Feb-2026 11:47 AM,Rejected-AOC,Rejected in lottery,30-Mar-2026 05:19 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,20,3409226,LOKANATH MOHAPATRA,24-Feb-2026 12:00 PM,Rejected-AOC,Rejected in lottery,30-Mar-2026 05:19 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,21,3411494,MANAS RANJAN DAS,25-Feb-2026 04:30 PM,Rejected-AOC,Rejected in lottery,30-Mar-2026 05:19 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,22,3410997,NARAYAN PANIGRAHI,25-Feb-2026 01:03 PM,Rejected-AOC,Rejected in lottery,30-Mar-2026 05:19 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,23,3406736,NARENDRA BHARATI,21-Feb-2026 09:30 PM,Rejected-AOC,Rejected in lottery,30-Mar-2026 05:19 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,24,3411302,NIHAR RANJAN PATRA,25-Feb-2026 03:11 PM,Rejected-AOC,Rejected in lottery,30-Mar-2026 05:19 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,25,3410835,NISHIKANTA JENA,25-Feb-2026 11:47 AM,Rejected-AOC,Rejected in lottery,30-Mar-2026 05:19 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,26,3410532,PANKAJ SIKDAR,24-Feb-2026 10:03 PM,Rejected-AOC,Rejected in lottery,30-Mar-2026 05:19 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,27,3411113,POOJA MANDAL,25-Feb-2026 03:05 PM,Rejected-AOC,Rejected in lottery,30-Mar-2026 05:19 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,28,3405906,PRAGYASMITA LENKA,25-Feb-2026 03:06 PM,Rejected-AOC,Rejected in lottery,30-Mar-2026 05:19 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,29,3410289,PRASANTA KUMAR MUDULI,24-Feb-2026 06:34 PM,Rejected-AOC,Rejected in lottery,30-Mar-2026 05:19 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,30,3411362,RABI SING NAYAK,25-Feb-2026 03:58 PM,Rejected-AOC,Rejected in lottery,30-Mar-2026 05:19 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,31,3410631,Rameswar Gond,25-Feb-2026 10:02 AM,Rejected-AOC,Rejected in lottery,30-Mar-2026 05:19 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,32,3411465,RAM KRISHNA MANDAL,25-Feb-2026 04:14 PM,Rejected-AOC,Rejected in lottery,30-Mar-2026 05:19 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,33,3409925,RASHMITA BISHOI,24-Feb-2026 03:41 PM,Rejected-AOC,Rejected in lottery,30-Mar-2026 05:19 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,34,3410589,RATAN KUMAR MONDAL,25-Feb-2026 08:59 AM,Rejected-AOC,Rejected in lottery,30-Mar-2026 05:19 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,35,3411429,SAROJ KUMAR JENA,25-Feb-2026 03:44 PM,Rejected-AOC,Rejected in lottery,30-Mar-2026 05:19 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,36,3409584,SATRUGHAN LENKA,24-Feb-2026 01:08 PM,Rejected-AOC,Rejected in lottery,30-Mar-2026 05:19 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,37,3410695,SATYANARAYAN BEHERA,25-Feb-2026 10:18 AM,Rejected-AOC,Rejected in lottery,30-Mar-2026 05:19 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,38,3410686,SIMANCHAL NAYAK,25-Feb-2026 09:58 AM,Rejected-AOC,Rejected in lottery,30-Mar-2026 05:19 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,39,3408463,SONALIKA KHATUA,23-Feb-2026 03:05 PM,Rejected-AOC,Rejected in lottery,30-Mar-2026 05:19 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,40,3410378,SUBHASRI SASMAL,24-Feb-2026 07:50 PM,Rejected-AOC,Rejected in lottery,30-Mar-2026 05:19 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,41,3410419,SUMITRA BEPARI,24-Feb-2026 08:15 PM,Rejected-AOC,Rejected in lottery,30-Mar-2026 05:19 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,42,3411124,SUSANTA KUMAR PANDA,25-Feb-2026 01:44 PM,Rejected-AOC,Rejected in lottery,30-Mar-2026 05:19 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,43,3411515,SWAPAN DEBNATH,25-Feb-2026 04:33 PM,Rejected-AOC,Rejected in lottery,30-Mar-2026 05:19 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,44,3411554,UMA SHANKAR BEHERA,25-Feb-2026 04:43 PM,Rejected-AOC,Rejected in lottery,30-Mar-2026 05:19 PM,,,,,,,,,,,,,,,,,,,AOC
