Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,3326624,DEBABRATA BARAL,24-Dec-2025 05:19 PM,Rejected-AOC,DIS QUALIFIED,12-Mar-2026 07:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,3337747,DEEPAK KUMAR MAJHI,29-Dec-2025 04:22 PM,Rejected-AOC,DIS QUALIFIED,12-Mar-2026 07:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,15,3321149,JAJATI KESHARI ROUT,21-Dec-2025 11:38 PM,Rejected-AOC,DIS QUALIFIED,12-Mar-2026 07:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,16,3331873,JANMEYA KHUNTIA,27-Dec-2025 04:10 PM,Rejected-AOC,DIS QUALIFIED,12-Mar-2026 07:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,17,3334825,JITESWAR JENA,28-Dec-2025 09:07 PM,Rejected-AOC,DIS QUALIFIED,12-Mar-2026 07:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,18,3336843,KIMAT KUMAR RATH,29-Dec-2025 02:09 PM,Rejected-AOC,DIS QUALIFIED,12-Mar-2026 07:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,19,3326957,LALATENDU NAYAK,24-Dec-2025 09:13 PM,Rejected-AOC,DIS QUALIFIED,12-Mar-2026 07:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,20,3336900,LALUPRASAD GHADEI,29-Dec-2025 02:21 PM,Rejected-AOC,DIS QUALIFIED,12-Mar-2026 07:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,21,3330447,MAHESWAR SAHOO,26-Dec-2025 06:04 PM,Rejected-AOC,DIS QUALIFIED,12-Mar-2026 07:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,22,3323526,MRUTYUNJAYA SAHOO,22-Dec-2025 07:16 PM,Rejected-AOC,DIS QUALIFIED,12-Mar-2026 07:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,23,3334970,MRUTYUNJAY JENA,28-Dec-2025 09:44 PM,Rejected-AOC,DIS QUALIFIED,12-Mar-2026 07:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,24,3334158,M/S TRIDEV CONSTRUCTION,28-Dec-2025 05:03 PM,Rejected-AOC,DIS QUALIFIED,12-Mar-2026 07:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,25,3331986,PRAFULLA KUMAR PATRA,27-Dec-2025 04:41 PM,Rejected-AOC,DIS QUALIFIED,12-Mar-2026 07:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,26,3332088,RAMACHANDRA SAHOO,29-Dec-2025 11:47 AM,Rejected-AOC,DIS QUALIFIED,12-Mar-2026 07:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,27,3319893,SAILABALA BHUYAN,20-Dec-2025 07:35 PM,Rejected-AOC,DIS QUALIFIED,12-Mar-2026 07:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,28,3337839,SANDEEP KUMAR MOHANTY,29-Dec-2025 04:37 PM,Rejected-AOC,DIS QUALIFIED,12-Mar-2026 07:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,29,3323815,SANTOSH KUMAR JENA,22-Dec-2025 09:37 PM,Rejected-AOC,DIS QUALIFIED,12-Mar-2026 07:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,30,3330647,SANTOSH KUMAR PANDA,26-Dec-2025 07:26 PM,Rejected-AOC,DIS QUALIFIED,12-Mar-2026 07:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,31,3321224,SUSANTA KUMAR BAL,21-Dec-2025 09:45 PM,Rejected-AOC,DIS QUALIFIED,12-Mar-2026 07:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,32,3328251,SWARNAMAYEE BARIK,25-Dec-2025 06:58 PM,Rejected-AOC,DIS QUALIFIED,12-Mar-2026 07:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,33,3336215,TAPAS KUMAR BHUYAN,29-Dec-2025 02:51 PM,Rejected-AOC,DIS QUALIFIED,12-Mar-2026 07:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,34,3335842,TULASI CONSTRUCTION,29-Dec-2025 02:15 PM,Rejected-AOC,DIS QUALIFIED,12-Mar-2026 07:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,35,3326062,TUSAR KANTA SAHOO,24-Dec-2025 02:27 PM,Rejected-AOC,DIS QUALIFIED,12-Mar-2026 07:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,36,3323671,WINS MILLAN SAHOO,22-Dec-2025 08:27 PM,Rejected-AOC,DIS QUALIFIED,12-Mar-2026 07:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,37,3334773,YASHOBANTI MOHANTA,28-Dec-2025 08:58 PM,Rejected-AOC,DIS QUALIFIED,12-Mar-2026 07:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
