EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,60,3187830,PRITISH KUMAR KAR,06-Nov-2025 11:26 AM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,61,3217811,PRIYABRATA SAHOO,12-Nov-2025 03:42 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,62,3217221,PRIYANKA PRIYADARSINI PATRA,12-Nov-2025 01:55 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,63,3216592,PRIYANKA SWAIN,12-Nov-2025 12:20 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,64,3201582,PRUTHI RANJAN NAYAK,09-Nov-2025 01:56 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,65,3213376,RAJAT KUMAR BEHERA,11-Nov-2025 02:57 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,66,3217546,RAJESH KUMAR MALLIK,12-Nov-2025 02:54 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,67,3187487,Raj Ranjan Das,06-Nov-2025 11:51 AM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,68,3216472,Rakesh Kumar Paschimakabat,12-Nov-2025 12:32 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,69,3209233,RAMESH CHANDRA SAHOO,10-Nov-2025 06:00 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,70,3213494,SACHIKANTA ROUT,11-Nov-2025 03:59 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,71,3214388,SANDEEP KUMAR DAS,11-Nov-2025 05:34 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,72,3215082,SANGRAM KISHORE BISWAL,11-Nov-2025 08:33 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,73,3216760,SANTOSH KUMAR MOHAPATRA,12-Nov-2025 12:44 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,74,3187398,SARIKA SATAPATHY,06-Nov-2025 09:55 AM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,75,3214724,SASWATA SHREETAM NAYAK,11-Nov-2025 06:57 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,76,3217867,SATYAJIT SAHU,12-Nov-2025 03:53 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,77,3216818,SATYA RANJAN BALIARSINGH,12-Nov-2025 12:52 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,78,3217257,SHIVA JYOTI MOTORS,12-Nov-2025 02:28 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,79,3218220,SMRUTIREKHA BARAL,12-Nov-2025 04:54 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,80,3202184,SOUGAT SEKHAR ROUTRAY,09-Nov-2025 04:26 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,81,3205286,Soumya Ranjan Nandi,10-Nov-2025 10:33 AM,Accepted-AOC,Winner of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,82,3211642,SOURYA PARIJA,11-Nov-2025 04:31 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,83,3216873,SRADHANJALI BISWAL,12-Nov-2025 03:00 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,84,3202470,SUBHASANKET SATAPATHY,09-Nov-2025 05:59 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,85,3218326,SUJIT SENAPATI,12-Nov-2025 05:35 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,86,3176327,SURYASHREE PARIDA,07-Nov-2025 09:40 AM,Rejected-Technical,has not uploaded the affidavit properly as per DTCN in regards to EMD exemption,01-Dec-2025 05:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,87,3218085,SUSHREE ANARKALI,12-Nov-2025 04:21 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,88,3190838,SUVENDU KUMAR MOHANTY,06-Nov-2025 07:32 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,89,3194984,SWAIN BROTHERS CONSTRUCTION,08-Nov-2025 01:29 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,90,3217355,SWAPNESWAR SAHOO,12-Nov-2025 02:18 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,91,3211175,SWATI PRADHAN,11-Nov-2025 07:36 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,92,3216351,TAPAN KUMAR JENA,12-Nov-2025 11:47 AM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,93,3216092,Tapas Ranjan Sahoo,12-Nov-2025 10:19 AM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,94,3213678,YOSHABANTA SAHOO,11-Nov-2025 03:44 PM,Rejected-Finance,Rejected being L2,15-Dec-2025 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,95,3214870,YUDHISTIR PANDA,11-Nov-2025 07:32 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,96,3217550,ZIAUR RAHEMAN KHAN,12-Nov-2025 02:56 PM,Rejected-Technical,has not uploaded the affidavit properly as per DTCN in regards to EMD exemption,01-Dec-2025 05:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
