Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3136742,DEBASHISH SWAIN,19-Oct-2025 08:59 PM,Rejected-Finance,Not Qualified,19-Dec-2025 02:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3140392,GAGAN BIHARI DASH,23-Oct-2025 12:02 PM,Rejected-Finance,Not Qualified,19-Dec-2025 02:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3143541,HEMANT KUMAR BISWAL,22-Oct-2025 05:35 PM,Rejected-Finance,Not Qualified,19-Dec-2025 02:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3133609,JAGAMOHAN MOHAPATRA,17-Oct-2025 11:48 PM,Rejected-Finance,Not Qualified,19-Dec-2025 02:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3130584,KAMALAKANTA MOHARANA,17-Oct-2025 03:47 PM,Rejected-Finance,Not Qualified,19-Dec-2025 02:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3145580,MAA TARINI CONSTRUCTION,23-Oct-2025 01:56 PM,Rejected-Finance,Not Qualified,19-Dec-2025 02:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3139025,MAHESWAR DAS,23-Oct-2025 12:25 PM,Rejected-Finance,Not Qualified,19-Dec-2025 02:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3143231,MAMATA MOHANTY,22-Oct-2025 03:59 PM,Rejected-Finance,Not Qualified,19-Dec-2025 02:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3145259,MANAS RANJAN SWAIN,23-Oct-2025 12:54 PM,Rejected-Finance,Not Qualified,19-Dec-2025 02:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3131727,MANOJ KUMAR KANUNGO,19-Oct-2025 09:28 AM,Rejected-Finance,Not Qualified,19-Dec-2025 02:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3131350,Manoj Kumar Sethi,19-Oct-2025 06:23 PM,Rejected-Finance,Not Qualified,19-Dec-2025 02:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3141236,MIR AETSAM UL HAQ,21-Oct-2025 09:58 PM,Rejected-Finance,Not Qualified,19-Dec-2025 02:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3143562,MONALISA SAHOO,22-Oct-2025 06:49 PM,Rejected-Finance,Not Qualified,19-Dec-2025 02:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3144603,Mr Manmohan Rout,23-Oct-2025 10:03 AM,Accepted-AOC,Winner,23-Mar-2026 02:16 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3144586,M/s ANUPAMA DAS,23-Oct-2025 03:28 PM,Rejected-Finance,Not Qualified,19-Dec-2025 02:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3145965,MS DEVANSH INFRA,23-Oct-2025 03:40 PM,Rejected-Finance,Not Qualified,19-Dec-2025 02:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3144676,M/s SANGHAMITRA DAS,23-Oct-2025 12:14 PM,Rejected-Finance,Not Qualified,19-Dec-2025 02:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,3144565,NAMITA JYOSHNA NAYAK,23-Oct-2025 09:36 AM,Rejected-Finance,Not Qualified,19-Dec-2025 02:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,3142568,NIBEDITA SWAIN,22-Oct-2025 01:38 PM,Rejected-Finance,Not Qualified,19-Dec-2025 02:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,3140436,NIRAJA DAS,23-Oct-2025 12:04 PM,Rejected-Finance,Not Qualified,19-Dec-2025 02:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,3143538,PAYAL CONSTRUCTION PROP. SMT PRAMODINI ROUT,22-Oct-2025 05:34 PM,Rejected-Finance,Not Qualified,19-Dec-2025 02:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,3139335,PITAMBAR DHAL,21-Oct-2025 12:14 PM,Rejected-Finance,Not Qualified,19-Dec-2025 02:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3145405,PRADEEP BEHERA,23-Oct-2025 01:37 PM,Rejected-Finance,Not Qualified,19-Dec-2025 02:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,3143932,PRAFULLA KUMAR MALIK,22-Oct-2025 07:42 PM,Rejected-Finance,Not Qualified,19-Dec-2025 02:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3144734,PRAGNYAJIT NAYAK,23-Oct-2025 11:41 AM,Rejected-Finance,Not Qualified,19-Dec-2025 02:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3144468,PRASANNAJIT CHOUDHURY,23-Oct-2025 02:29 PM,Rejected-Finance,Not Qualified,19-Dec-2025 02:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,3138771,PRASANTA KUMAR BISWAL,21-Oct-2025 11:19 AM,Rejected-Finance,Not Qualified,19-Dec-2025 02:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,3138881,PRASANT KUMAR SETHI,20-Oct-2025 10:19 PM,Rejected-Finance,Not Qualified,19-Dec-2025 02:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,3141462,PRATIK NAYAK,22-Oct-2025 12:36 AM,Rejected-Finance,Not Qualified,19-Dec-2025 02:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,3144490,Pratyusha Panda,23-Oct-2025 09:01 AM,Rejected-Finance,Not Qualified,19-Dec-2025 02:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,3135300,PRAVABATI ROUT,19-Oct-2025 11:50 AM,Rejected-Finance,Not Qualified,19-Dec-2025 02:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,3140096,PRIYARANJAN NAYAK,21-Oct-2025 03:52 PM,Rejected-Finance,Not Qualified,19-Dec-2025 02:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,3136600,RAJIBA KUMAR GAHAN,19-Oct-2025 07:54 PM,Rejected-Finance,Not Qualified,19-Dec-2025 02:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,3139127,RAKESH KUMAR SAHOO,21-Oct-2025 03:43 PM,Rejected-Finance,Not Qualified,19-Dec-2025 02:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,3135182,RASMITA MOHANTY Prop. of KALINGA CONSTRUCTION,19-Oct-2025 10:47 AM,Rejected-Finance,Not Qualified,19-Dec-2025 02:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,3146202,RICHA NAYAK,23-Oct-2025 04:41 PM,Rejected-Finance,Not Qualified,19-Dec-2025 02:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,3136758,SANGRAM SAMAL,21-Oct-2025 07:17 AM,Rejected-Finance,Not Qualified,19-Dec-2025 02:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,3129651,SANJIB KUMAR BISWAL,15-Oct-2025 04:37 PM,Rejected-Finance,Not Qualified,19-Dec-2025 02:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,3144783,SATYASIBA NARAYAN DAS,23-Oct-2025 03:56 PM,Rejected-Finance,Not Qualified,19-Dec-2025 02:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,3138886,Shivam Senapati,23-Oct-2025 04:12 PM,Rejected-Finance,Not Qualified,19-Dec-2025 02:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,3142787,SOUMYA RANJAN SAHOO,22-Oct-2025 02:11 PM,Rejected-Finance,Not Qualified,19-Dec-2025 02:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,3132784,SUBHASHISH BEHERA,20-Oct-2025 05:30 PM,Rejected-Finance,Not Qualified,19-Dec-2025 02:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,3133670,SURAJ SWAIN,18-Oct-2025 12:35 AM,Rejected-Finance,Not Qualified,19-Dec-2025 02:49 PM,AOC
