S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3301068,DANDASI MANGA,14-Dec-2025 01:01 PM,Rejected-AOC,Qualified for Lottery,02-Mar-2026 12:24 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3307102,DEBRAJ MONDAL,16-Dec-2025 01:14 PM,Rejected-AOC,Qualified for Lottery,02-Mar-2026 12:24 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3307207,GITANJALI PADHAN,16-Dec-2025 02:37 PM,Rejected-AOC,Qualified for Lottery,02-Mar-2026 12:24 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3306232,GOLLECHA DEBENDRA KUMAR JAIN,16-Dec-2025 10:46 AM,Rejected-AOC,Qualified for Lottery,02-Mar-2026 12:24 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3304291,HEMANTA MASID (s.c),15-Dec-2025 04:29 PM,Rejected-AOC,Qualified for Lottery,02-Mar-2026 12:24 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3305387,Himanshu Sekhar Nayak,16-Dec-2025 10:57 AM,Rejected-AOC,Qualified for Lottery,02-Mar-2026 12:24 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3306703,JANBI CONSTRUCTION,16-Dec-2025 12:18 PM,Rejected-AOC,Qualified for Lottery,02-Mar-2026 12:24 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3300832,Jhantu Mondal,14-Dec-2025 11:55 AM,Rejected-AOC,Qualified for Lottery,02-Mar-2026 12:24 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3305752,Kumar Sanu Mondal,16-Dec-2025 11:58 AM,Rejected-AOC,Qualified for Lottery,02-Mar-2026 12:24 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3304628,MEENA BISWAS,15-Dec-2025 05:25 PM,Rejected-AOC,Qualified for Lottery,02-Mar-2026 12:24 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3307755,MRINAL KANTA SARKAR,16-Dec-2025 02:48 PM,Rejected-AOC,Qualified for Lottery,02-Mar-2026 12:24 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3304085,MRUTYUNJAYA ROUT,15-Dec-2025 03:39 PM,Rejected-AOC,Qualified for Lottery,02-Mar-2026 12:24 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3307442,Namita Tarini,16-Dec-2025 01:47 PM,Rejected-AOC,Qualified for Lottery,02-Mar-2026 12:24 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3306954,PRASANJIT MONDAL,16-Dec-2025 12:42 PM,Rejected-AOC,Qualified for Lottery,02-Mar-2026 12:24 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3301198,PRASANTA KUMAR BISWAS,16-Dec-2025 10:41 AM,Rejected-AOC,Qualified for Lottery,02-Mar-2026 12:24 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3305576,PRIYADARSHNEE SAMANTARAY,16-Dec-2025 11:26 AM,Rejected-AOC,Qualified for Lottery,02-Mar-2026 12:24 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3305215,RAJESH MAHAJAN,16-Dec-2025 03:14 PM,Rejected-AOC,Qualified for Lottery,02-Mar-2026 12:24 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,3305874,Rajib Lochan Behera,16-Dec-2025 08:52 AM,Rejected-AOC,Qualified for Lottery,02-Mar-2026 12:24 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,3304438,RAMESH BARAI,15-Dec-2025 05:10 PM,Rejected-AOC,Qualified for Lottery,02-Mar-2026 12:24 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,3308108,RANJIT SANA,16-Dec-2025 03:24 PM,Rejected-AOC,Qualified for Lottery,02-Mar-2026 12:24 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,3304257,RATAN BANIK,16-Dec-2025 01:10 PM,Rejected-AOC,Qualified for Lottery,02-Mar-2026 12:24 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,3304103,RATAN BISHWAS,15-Dec-2025 05:46 PM,Rejected-AOC,Qualified for Lottery,02-Mar-2026 12:24 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3308124,SANDIP KUMAR LENKA,16-Dec-2025 03:36 PM,Rejected-AOC,Qualified for Lottery,02-Mar-2026 12:24 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,3305261,SANGRAMKISHOR MALLICK,16-Dec-2025 05:14 AM,Rejected-AOC,Qualified for Lottery,02-Mar-2026 12:24 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3305601,SOUMYASHREE SAHU,16-Dec-2025 06:39 AM,Rejected-AOC,Qualified for Lottery,02-Mar-2026 12:24 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3304857,SRI. KRISHNA CHANDRA MANDAL,15-Dec-2025 06:27 PM,Rejected-Technical,Not Qualified,22-Dec-2025 07:15 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,3306700,Sri. Sambhu Bakchi,16-Dec-2025 12:00 PM,Rejected-AOC,Qualified for Lottery,02-Mar-2026 12:24 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,3307339,SRI SUKHARANJAN SARKAR,16-Dec-2025 01:43 PM,Rejected-AOC,Qualified for Lottery,02-Mar-2026 12:24 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,3308415,Subham Surana,16-Dec-2025 04:14 PM,Rejected-AOC,Qualified for Lottery,02-Mar-2026 12:24 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,3305267,Sukantha Mandal,16-Dec-2025 10:36 AM,Rejected-AOC,Qualified for Lottery,02-Mar-2026 12:24 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,3299614,Suraj Haldar,13-Dec-2025 02:23 PM,Rejected-AOC,Qualified for Lottery,02-Mar-2026 12:24 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,3302611,Tushar Mandal,15-Dec-2025 12:18 PM,Rejected-AOC,Qualified for Lottery,02-Mar-2026 12:24 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,3301963,Urdhab Sethi,14-Dec-2025 08:33 PM,Rejected-AOC,Qualified for Lottery,02-Mar-2026 12:24 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,3305732,VIVEK BAIDYA,16-Dec-2025 12:03 PM,Rejected-AOC,Qualified for Lottery,02-Mar-2026 12:24 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
