Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,13,3406848,KESHARI MIRGAN,21-Feb-2026 02:37 PM,Rejected-AOC,Disqualified in transparent lottery,20-Mar-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,14,3412551,KHUSID KUMAR PANI,26-Feb-2026 01:06 PM,Rejected-AOC,Disqualified in transparent lottery,20-Mar-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,15,3406152,KRUSHNA BISOI,20-Feb-2026 08:27 PM,Rejected-AOC,Disqualified in transparent lottery,20-Mar-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,16,3412635,LAXMIKANTA NAYAK (S.T),26-Feb-2026 01:38 PM,Rejected-AOC,Disqualified in transparent lottery,20-Mar-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,17,3412236,LAXMI NARAYAN BISSOI,26-Feb-2026 11:48 AM,Rejected-AOC,Disqualified in transparent lottery,20-Mar-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,18,3412091,MAHAMMAD SARUK,26-Feb-2026 01:31 PM,Rejected-AOC,Disqualified in transparent lottery,20-Mar-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,19,3412323,MAHESHWAR BHANDARI,26-Feb-2026 11:26 AM,Rejected-AOC,Disqualified in transparent lottery,20-Mar-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,20,3412915,M/S ABANI KUMAR MISHRA,26-Feb-2026 03:39 PM,Rejected-AOC,Disqualified in transparent lottery,20-Mar-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,21,3412423,M/s Debendra Harijan,26-Feb-2026 12:05 PM,Rejected-AOC,Disqualified in transparent lottery,20-Mar-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,22,3410794,NISHIKANTA JENA,25-Feb-2026 11:28 AM,Rejected-AOC,Disqualified in transparent lottery,20-Mar-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,23,3406254,RAJKUMAR SATNAMI,21-Feb-2026 08:01 PM,Rejected-AOC,Disqualified in transparent lottery,20-Mar-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,24,3411479,Rameswar Gond,26-Feb-2026 06:50 AM,Rejected-AOC,Disqualified in transparent lottery,20-Mar-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,25,3407208,Ram Keshari Bisoi,21-Feb-2026 07:40 PM,Accepted-AOC,Awarded of contract,20-Mar-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,26,3408796,RASHMITA BISHOI,26-Feb-2026 02:23 PM,Rejected-AOC,Disqualified in transparent lottery,20-Mar-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,27,3411964,SANDIP KUMAR PATNAIK,25-Feb-2026 08:58 PM,Rejected-AOC,Disqualified in transparent lottery,20-Mar-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,28,3411996,SANTOSH KUMAR PATNAIK,25-Feb-2026 09:13 PM,Rejected-AOC,Disqualified in transparent lottery,20-Mar-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,29,3407156,Shaheel Patnaik,21-Feb-2026 06:33 PM,Rejected-AOC,Disqualified in transparent lottery,20-Mar-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,30,3412742,SRIKUMAR BISWAS(S.C),26-Feb-2026 02:10 PM,Rejected-AOC,Disqualified in transparent lottery,20-Mar-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,31,3412041,SWARNALATA BEHURA,25-Feb-2026 10:12 PM,Rejected-AOC,Disqualified in transparent lottery,20-Mar-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
