Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,11,3006179,HARINARAYAN POTHAL,21-Jul-2025 10:41 AM,Rejected-AOC,unsuccessful tenderer,31-Oct-2025 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,12,3003248,HIMANSUSHEKHAR SAHU,20-Jul-2025 11:50 AM,Rejected-AOC,unsuccessful tenderer,31-Oct-2025 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,13,3004771,JAYA PRAKASH MOHANTY,21-Jul-2025 12:11 AM,Rejected-AOC,unsuccessful tenderer,31-Oct-2025 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,14,3004644,JINMAY BISWAL,19-Jul-2025 08:57 PM,Rejected-AOC,unsuccessful tenderer,31-Oct-2025 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,15,3006855,M/S PRITISH RANJAN BUGUDAI,21-Jul-2025 01:40 PM,Rejected-AOC,unsuccessful tenderer,31-Oct-2025 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,16,3005226,"M/S SAI SHREE CONSTRUCTIONS, PROP. SANGYASENI ROUT",20-Jul-2025 04:42 PM,Rejected-AOC,unsuccessful tenderer,31-Oct-2025 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,17,3001045,OMKAR BHUYAN,16-Jul-2025 03:04 PM,Rejected-AOC,unsuccessful tenderer,31-Oct-2025 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,18,3005242,PALLABI PALBABU,21-Jul-2025 10:52 AM,Rejected-AOC,unsuccessful tenderer,31-Oct-2025 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,19,3001428,Pradyumna kumar rout,19-Jul-2025 09:20 PM,Rejected-AOC,unsuccessful tenderer,31-Oct-2025 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,20,3006509,PRAHALLAD BEHERA,21-Jul-2025 01:44 PM,Rejected-AOC,unsuccessful tenderer,31-Oct-2025 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,21,3007266,PRAKASH CHANDRA BEHERA,21-Jul-2025 04:15 PM,Rejected-AOC,unsuccessful tenderer,31-Oct-2025 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,22,3000842,PRAMOD PARIDA,19-Jul-2025 05:04 PM,Rejected-AOC,unsuccessful tenderer,31-Oct-2025 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,23,3002915,PRASANNA BEHERA,19-Jul-2025 11:14 PM,Rejected-AOC,unsuccessful tenderer,31-Oct-2025 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,24,3003519,PRITI RANJAN DAS,18-Jul-2025 07:23 PM,Rejected-AOC,unsuccessful tenderer,31-Oct-2025 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,25,3007309,PUSPALATA SETHI,21-Jul-2025 04:00 PM,Rejected-AOC,unsuccessful tenderer,31-Oct-2025 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,26,3005372,RAJASHREE BEHERA,20-Jul-2025 06:29 PM,Rejected-AOC,unsuccessful tenderer,31-Oct-2025 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,27,3001464,SASMINI NAYAK,18-Jul-2025 08:05 PM,Rejected-AOC,unsuccessful tenderer,31-Oct-2025 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,28,3005974,SASMITA RANI PATTANAYAK,21-Jul-2025 02:47 AM,Rejected-AOC,unsuccessful tenderer,31-Oct-2025 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,29,3000895,SATYABRATA BEHERA,20-Jul-2025 12:07 PM,Rejected-AOC,unsuccessful tenderer,31-Oct-2025 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,30,3005454,SATYAPRAKASH PRADHAN,20-Jul-2025 08:19 PM,Rejected-AOC,unsuccessful tenderer,31-Oct-2025 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,31,3005581,Sibaram Soren,20-Jul-2025 08:29 PM,Rejected-AOC,unsuccessful tenderer,31-Oct-2025 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,32,3007321,SIBAYA SAMBIT NAYAK,21-Jul-2025 04:09 PM,Rejected-AOC,unsuccessful tenderer,31-Oct-2025 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,33,3006253,SOURAV PALATA,21-Jul-2025 11:16 AM,Rejected-AOC,unsuccessful tenderer,31-Oct-2025 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,34,3005486,SUBHASISH PATI,20-Jul-2025 07:45 PM,Rejected-AOC,unsuccessful tenderer,31-Oct-2025 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,35,3001407,SUCHANDAN PARIDA,16-Jul-2025 07:10 PM,Rejected-AOC,unsuccessful tenderer,31-Oct-2025 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,36,3007360,SUVENDU KUMAR MOHANTY,21-Jul-2025 04:22 PM,Rejected-AOC,unsuccessful tenderer,31-Oct-2025 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,37,3004322,SUVENDU SWAIN,20-Jul-2025 10:45 AM,Rejected-AOC,unsuccessful tenderer,31-Oct-2025 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,38,3007053,TANISH AGARWAL,21-Jul-2025 02:27 PM,Rejected-AOC,unsuccessful tenderer,31-Oct-2025 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,39,3007019,Tanmay Kumar Mohanty,21-Jul-2025 02:48 PM,Accepted-AOC,Lottery winner.,31-Oct-2025 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,40,3004131,TANUJA NAYAK,19-Jul-2025 02:39 PM,Rejected-AOC,unsuccessful tenderer,31-Oct-2025 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,41,2999945,URMILA DAS,19-Jul-2025 07:21 PM,Rejected-AOC,unsuccessful tenderer,31-Oct-2025 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
