Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,62,2947072,SATYA PRAKASH HOTA,01-Jun-2025 06:48 PM,Rejected-Finance,Not found L1 In the lottery process,23-Jul-2025 01:23 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,63,2948387,SHIBANAND ROSHANLAL DEHURY,02-Jun-2025 01:05 PM,Rejected-Finance,Not found L1 In the lottery process,23-Jul-2025 01:23 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,64,2947399,SIBA SANKAR PRADHAN,01-Jun-2025 09:50 PM,Rejected-Finance,Not found L1 In the lottery process,23-Jul-2025 01:23 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,65,2937145,Sidhartha Meher,28-May-2025 11:45 AM,Rejected-Finance,Not found L1 In the lottery process,23-Jul-2025 01:23 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,66,2947587,Soumyajeet Karna,02-Jun-2025 03:42 AM,Rejected-Finance,Not found L1 In the lottery process,23-Jul-2025 01:23 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,67,2932646,Sri Sangram Keshari Meher,26-May-2025 12:04 PM,Rejected-Finance,Not found L1 In the lottery process,23-Jul-2025 01:23 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,68,2948538,SRI SANJEEB KUMAR MEHER,02-Jun-2025 01:57 PM,Rejected-Finance,Not found L1 In the lottery process,23-Jul-2025 01:23 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,69,2937413,SUBHAM KUMAR AGRAWAL,29-May-2025 08:21 PM,Rejected-Finance,Not found L1 In the lottery process,23-Jul-2025 01:23 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,70,2944940,SUJIT KUMAR MEHER,31-May-2025 01:54 PM,Rejected-Finance,Not found L1 In the lottery process,23-Jul-2025 01:23 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,71,2948297,SUNIL KUMAR NAIK,02-Jun-2025 12:36 PM,Rejected-Finance,Not found L1 In the lottery process,23-Jul-2025 01:23 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,72,2944222,SUPRITI SAHU,30-May-2025 09:10 PM,Rejected-Finance,Not found L1 In the lottery process,23-Jul-2025 01:23 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,73,2934688,SURAJ BHOI,27-May-2025 12:30 PM,Rejected-Finance,Not found L1 In the lottery process,23-Jul-2025 01:23 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,74,2947411,SURYAKANTA DASH,01-Jun-2025 09:47 PM,Rejected-Finance,Not found L1 In the lottery process,23-Jul-2025 01:23 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,75,2944962,SUSANTA KUMAR KHATUA,02-Jun-2025 01:21 PM,Rejected-Finance,Not found L1 In the lottery process,23-Jul-2025 01:23 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,76,2948265,SUSANTA KUMAR PADHIARY,02-Jun-2025 12:50 PM,Rejected-Finance,Not found L1 In the lottery process,23-Jul-2025 01:23 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,77,2947260,SUSOBHAN SAMANTARAY,01-Jun-2025 08:40 PM,Rejected-Finance,Not found L1 In the lottery process,23-Jul-2025 01:23 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,78,2947993,SWATIPARNA RATH,02-Jun-2025 11:50 AM,Rejected-Finance,Not found L1 In the lottery process,23-Jul-2025 01:23 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,79,2947902,TANUSHREE MAHAPATRA,02-Jun-2025 11:13 AM,Rejected-Finance,Not found L1 In the lottery process,23-Jul-2025 01:23 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,80,2944196,Tapas Kumar Sahoo,30-May-2025 08:39 PM,Rejected-Finance,Not found L1 In the lottery process,23-Jul-2025 01:23 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,81,2948435,TOFAN KUMAR PATRA,02-Jun-2025 01:20 PM,Rejected-Finance,Not found L1 In the lottery process,23-Jul-2025 01:23 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,82,2941905,TOPHAN MAHAKUL,29-May-2025 11:01 PM,Rejected-Finance,Not found L1 In the lottery process,23-Jul-2025 01:23 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,83,2945670,TUSHAR KANTI PRADHAN,02-Jun-2025 02:26 PM,Rejected-Finance,Not found L1 In the lottery process,23-Jul-2025 01:23 PM,,,,,,,,,,,,,,,,,,,,AOC
