Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,11,3068339,PRADYUMNA MAHALIK,08-Sep-2025 11:56 AM,Rejected-Finance,1st lowest tenderer is not Lottery winner,29-Oct-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,12,3066118,Priya Ranjan Senapati,06-Sep-2025 04:43 PM,Rejected-Finance,1st lowest tenderer is not Lottery winner,29-Oct-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,13,3068808,RABINDRA KUMAR SAHOO,08-Sep-2025 01:34 PM,Rejected-Finance,1st lowest tenderer is not Lottery winner,29-Oct-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,14,3068327,SASHANKA SEKHAR MOHAPATRA,08-Sep-2025 12:41 PM,Rejected-Technical,Not qualified,29-Oct-2025 12:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,15,3062057,SASHIKANTA SAHOO,04-Sep-2025 05:24 PM,Rejected-Finance,1st lowest tenderer is not Lottery winner,29-Oct-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,16,3059260,SAUMYA RANJAN NAYAK,01-Sep-2025 02:50 PM,Rejected-Finance,1st lowest tenderer is not Lottery winner,29-Oct-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,17,3053787,Sitakanta Mohapatra,29-Aug-2025 10:43 AM,Rejected-Finance,1st lowest tenderer is not Lottery winner,29-Oct-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,18,3053788,Sk Mazmul,29-Aug-2025 10:41 AM,Rejected-Finance,1st lowest tenderer is not Lottery winner,29-Oct-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,19,3069080,SMRUTI RANJAN BEHERA,08-Sep-2025 02:30 PM,Rejected-Finance,1st lowest tenderer is not Lottery winner,29-Oct-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,20,3063343,SUNIL KUMAR ROUT,04-Sep-2025 04:26 PM,Rejected-Finance,1st lowest tenderer is not Lottery winner,29-Oct-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,21,3059160,TRUPTIKANTA NAYAK,01-Sep-2025 02:14 PM,Rejected-Finance,1st lowest tenderer is not Lottery winner,29-Oct-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,22,3068471,ULLASH KUMAR SWAIN,08-Sep-2025 12:10 PM,Rejected-Finance,1st lowest tenderer is not Lottery winner,29-Oct-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
