S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3043958,PRABINA KUMAR SAMAL,21-Aug-2025 08:38 PM,Rejected-Technical,Technically not qualified,08-Sep-2025 01:36 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3036498,PRADEEP KUMAR DAS,14-Aug-2025 09:25 PM,Rejected-AOC,Rejected through transparrent lottery system,16-Oct-2025 06:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,3042315,PRADEEPTA KUMAR PANDA,20-Aug-2025 12:29 PM,Rejected-AOC,Rejected through transparrent lottery system,16-Oct-2025 06:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,3040496,PRASANNA KUMAR BRAHMA,19-Aug-2025 07:20 PM,Rejected-AOC,Rejected through transparrent lottery system,16-Oct-2025 06:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,3041456,PRITAM PRITIRANJAN,19-Aug-2025 06:03 PM,Rejected-AOC,Rejected through transparrent lottery system,16-Oct-2025 06:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,3043956,RAHUL DEV NAYAK,21-Aug-2025 08:39 PM,Rejected-AOC,Rejected through transparrent lottery system,16-Oct-2025 06:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,3042454,RAJASHREE CHHOTARAY,20-Aug-2025 01:33 PM,Rejected-AOC,Rejected through transparrent lottery system,16-Oct-2025 06:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,3043386,RAJ ENTERPRISES,21-Aug-2025 07:36 PM,Rejected-AOC,Rejected through transparrent lottery system,16-Oct-2025 06:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,3042476,RAKESH KUMAR CHHOTARAY,20-Aug-2025 01:41 PM,Rejected-AOC,Rejected through transparrent lottery system,16-Oct-2025 06:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,3036437,RANJANKUMARPOLEI,14-Aug-2025 08:05 PM,Rejected-AOC,Rejected through transparrent lottery system,16-Oct-2025 06:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,3044547,RANJIT LENKA,22-Aug-2025 02:09 PM,Rejected-AOC,Rejected through transparrent lottery system,16-Oct-2025 06:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,3044698,RUNNER INFRASTRUCTURE,22-Aug-2025 04:11 PM,Rejected-AOC,Rejected through transparrent lottery system,16-Oct-2025 06:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,3042407,SAMARESH CHHOTARAY,20-Aug-2025 01:19 PM,Rejected-AOC,Rejected through transparrent lottery system,16-Oct-2025 06:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,3043797,SANJAYA KUMAR GOUDA,21-Aug-2025 05:22 PM,Rejected-AOC,Rejected through transparrent lottery system,16-Oct-2025 06:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,3044575,SANTANU KUMAR JENA,22-Aug-2025 02:29 PM,Rejected-Technical,Technically not qualified,08-Sep-2025 01:36 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,3041625,SANTOSH KUMAR SAMANTRAY,19-Aug-2025 05:04 PM,Rejected-AOC,Rejected through transparrent lottery system,16-Oct-2025 06:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,3043537,SATYABRATA MOHAPATRA,21-Aug-2025 01:52 PM,Rejected-AOC,Rejected through transparrent lottery system,16-Oct-2025 06:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,3025862,SATYAJIT SAMANTARAY,06-Aug-2025 03:18 PM,Rejected-AOC,Rejected through transparrent lottery system,16-Oct-2025 06:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,3043938,SHATAKSHI COMMERCIAL PROP.- LISMA BISWAL,21-Aug-2025 08:20 PM,Rejected-Technical,Technically not qualified,08-Sep-2025 01:36 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,3035977,SHRUTI RANJAN BEHERA,14-Aug-2025 02:11 PM,Rejected-AOC,Rejected through transparrent lottery system,16-Oct-2025 06:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,3041632,SUBHASHREE BEHERA,19-Aug-2025 05:23 PM,Rejected-Technical,Technically not qualified,08-Sep-2025 01:36 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,3044525,Subhasini Muduli,22-Aug-2025 01:57 PM,Rejected-AOC,Rejected through transparrent lottery system,16-Oct-2025 06:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,3042541,SUDHAKAR JENA,20-Aug-2025 02:10 PM,Rejected-AOC,Rejected through transparrent lottery system,16-Oct-2025 06:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,3039735,Sumit Agrawal,19-Aug-2025 02:02 PM,Rejected-AOC,Rejected through transparrent lottery system,16-Oct-2025 06:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,3044157,SURAJ SWAIN,22-Aug-2025 11:40 AM,Rejected-AOC,Rejected through transparrent lottery system,16-Oct-2025 06:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,3039392,SUSIL KUMAR SAHOO,17-Aug-2025 08:46 PM,Rejected-AOC,Rejected through transparrent lottery system,16-Oct-2025 06:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,3044070,SUSRITA MOHANTY,22-Aug-2025 08:57 AM,Rejected-Technical,Technically not qualified,08-Sep-2025 01:36 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,3043839,TRINATH PRADHAN,21-Aug-2025 06:23 PM,Rejected-AOC,Rejected through transparrent lottery system,16-Oct-2025 06:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,3044703,URMILA SAHOO,22-Aug-2025 04:09 PM,Rejected-AOC,Rejected through transparrent lottery system,16-Oct-2025 06:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
