Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,3401913,MINI MAHAPATRA,18-Feb-2026 05:32 PM,Rejected-AOC,Not Selected vide transparent lottery,13-Apr-2026 10:57 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,12,3399758,Narendra Kumar Sahoo,17-Feb-2026 10:24 PM,Rejected-AOC,Not Selected vide transparent lottery,13-Apr-2026 10:57 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,13,3396429,NATABARA MEHER,15-Feb-2026 06:06 PM,Rejected-AOC,Not Selected vide transparent lottery,13-Apr-2026 10:57 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,14,3399521,PRIYAMADHAB DEHURY,16-Feb-2026 05:16 PM,Rejected-AOC,Not Selected vide transparent lottery,13-Apr-2026 10:57 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,15,3405754,PUSPANJALI DEHURI,20-Feb-2026 02:54 PM,Rejected-AOC,Not Selected vide transparent lottery,13-Apr-2026 10:57 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,16,3403352,SANDHYARANI SAHU,19-Feb-2026 01:24 PM,Rejected-AOC,Not Selected vide transparent lottery,13-Apr-2026 10:57 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,17,3396314,SANJAYA SAHOO,20-Feb-2026 08:42 AM,Rejected-AOC,Not Selected vide transparent lottery,13-Apr-2026 10:57 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,18,3403428,SARATA KUMAR SAHOO,19-Feb-2026 09:14 AM,Rejected-AOC,Not Selected vide transparent lottery,13-Apr-2026 10:57 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,19,3400418,SARITA DASH,17-Feb-2026 01:09 PM,Rejected-AOC,Not Selected vide transparent lottery,13-Apr-2026 10:57 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,20,3396325,SATYANARAYAN PRADHAN,15-Feb-2026 07:51 PM,Rejected-AOC,Not Selected vide transparent lottery,13-Apr-2026 10:57 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,21,3402326,SHIBAPRASAD PANIKAR,18-Feb-2026 02:21 PM,Rejected-AOC,Not Selected vide transparent lottery,13-Apr-2026 10:57 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,22,3400341,SMT BEBINA BEHERA,20-Feb-2026 12:49 PM,Rejected-AOC,Not Selected vide transparent lottery,13-Apr-2026 10:57 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,23,3400207,SOURABH BEHERA,18-Feb-2026 11:58 PM,Rejected-AOC,Not Selected vide transparent lottery,13-Apr-2026 10:57 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,24,3398067,SUBRAT KUMAR HOTA,16-Feb-2026 12:19 PM,Rejected-AOC,Not Selected vide transparent lottery,13-Apr-2026 10:57 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,25,3396303,SUNITA MISHRA,20-Feb-2026 08:14 AM,Rejected-AOC,Not Selected vide transparent lottery,13-Apr-2026 10:57 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,26,3399710,TIKUN PRADHAN,16-Feb-2026 07:27 PM,Rejected-AOC,Not Selected vide transparent lottery,13-Apr-2026 10:57 AM,,,,,,,,,,,,,,AOC
