Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3416078,BAISALI RANI MEHER,05-Mar-2026 10:09 AM,Rejected-Finance,UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3414890,BASANTA KUMAR MEHER,01-Mar-2026 12:34 PM,Rejected-Finance,UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3420169,BASANT KUMAR JAIN,05-Mar-2026 02:38 PM,Rejected-Finance,UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3418556,BIJAYA KUMBHAR,04-Mar-2026 07:22 PM,Rejected-Finance,UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3419980,BINOD AGRAWAL,05-Mar-2026 02:33 PM,Rejected-Finance,UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3414562,BINOD KUMAR MEHER,27-Feb-2026 09:31 PM,Rejected-Finance,UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3419151,Bolakrushna Behera,05-Mar-2026 08:56 AM,Rejected-Finance,UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3420091,BULIRANI MISHRA,05-Mar-2026 02:16 PM,Rejected-Finance,UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3419282,BYASADEBA SAHU,05-Mar-2026 03:26 PM,Rejected-Finance,UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3419666,CHAHAT JAIN,05-Mar-2026 12:46 PM,Rejected-Finance,UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3419143,CHITRA SEN PRADHAN,05-Mar-2026 09:15 AM,Rejected-Finance,UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3419251,DAMBARUDHAR FMEHER,05-Mar-2026 10:30 AM,Rejected-Finance,UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3414858,DAMODAR MEHER,01-Mar-2026 11:58 AM,Rejected-Finance,UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3417359,DEBABRATA BRAHMA,03-Mar-2026 12:57 AM,Rejected-Finance,UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3413142,GOPAL DAS SHARMA,02-Mar-2026 12:49 PM,Rejected-Finance,UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3419307,HEENA AGRAWAL,05-Mar-2026 10:59 AM,Rejected-Finance,UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3420164,HEMAKANTI BEHERA,05-Mar-2026 02:34 PM,Rejected-Finance,UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,3418787,JITA BEHERA,05-Mar-2026 08:19 AM,Rejected-Finance,UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,3416008,JITENDRA BARIHA,05-Mar-2026 09:15 AM,Rejected-Technical,Due to Submission of invalid GSTIN,21-Apr-2026 12:31 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,3419904,KAMDHENU BOREWELL AND TRADING,05-Mar-2026 01:45 PM,Rejected-Finance,UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,3414337,KHIRASINDHU MAJHI,05-Mar-2026 09:54 AM,Rejected-Finance,UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,3413644,KL INFRAPROJECTS,28-Feb-2026 12:52 PM,Rejected-Finance,UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3417923,KULDEEP BEHERA,03-Mar-2026 05:49 PM,Rejected-Finance,UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,3420580,MAGAN BEHERA,05-Mar-2026 04:33 PM,Rejected-Finance,UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3411550,MAHAMAI CONSTRUCTION,05-Mar-2026 09:21 AM,Rejected-Finance,UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3417395,MAMATA KUMBHAR,05-Mar-2026 02:59 PM,Rejected-Finance,UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,3418796,manorama sahu,05-Mar-2026 09:02 AM,Rejected-Finance,UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,3414567,NAMITA MEHER,27-Feb-2026 09:50 PM,Rejected-Finance,UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,3419972,NANDA KISHOR AGRAWAL,05-Mar-2026 02:51 PM,Rejected-Finance,UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,3417912,NEHA JAIN,03-Mar-2026 05:16 PM,Rejected-Finance,UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,3414602,NETRANANDA MAJHI,05-Mar-2026 10:01 AM,Rejected-Finance,UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,3415192,Omprasad Sahu,01-Mar-2026 12:50 PM,Rejected-Finance,UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,3417952,PRABODH BISHI,05-Mar-2026 09:08 AM,Rejected-Finance,UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,3420627,RAJESH KUMAR JAIN,05-Mar-2026 04:36 PM,Accepted-AOC,SUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 02:37 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,3418831,RAMAKANTA SAHU,05-Mar-2026 08:40 AM,Rejected-Finance,UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,3416402,Ramesh Sahu,02-Mar-2026 07:29 PM,Rejected-Finance,UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,3413576,ROSHNI AGRAWAL,28-Feb-2026 11:30 AM,Rejected-Finance,UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,3419684,SAKHI KUMBHAR,05-Mar-2026 12:41 PM,Rejected-Finance,UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,3417313,SATYABRAT BRAHMA,02-Mar-2026 10:44 PM,Rejected-Finance,UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,3410706,SHESHADEV MEHER,25-Feb-2026 05:47 PM,Rejected-Finance,UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,3417380,SHYAM SUNDAR SAHU,03-Mar-2026 04:14 PM,Rejected-Finance,UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,3419183,SIMA BEHERA,05-Mar-2026 09:31 AM,Rejected-Finance,UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,3417869,SUDHANSU SEKHARA BEHERA,03-Mar-2026 03:58 PM,Rejected-Finance,UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,3417371,SURAJ KUMAR JAIN,03-Mar-2026 11:08 AM,Rejected-Finance,UNSUCCESSFUL BIDDER IN LOTTERY DRAWN ON DATED 17.03.2026,21-Apr-2026 12:42 PM,,,,,,,AOC
